date,A,B,C
1971-02-05,50000.0,50000.0,50000.0
1971-02-08,50420.0,50840.0,51260.0
1971-02-09,50379.66,50758.66,51136.98
1971-02-10,50344.4,50687.59,51029.59
1971-02-11,50721.98,51452.98,52182.86
1971-02-12,51021.24,52060.12,53106.49
1971-02-16,51092.67,52200.68,53324.23
1971-02-17,50867.86,51741.32,52620.35
1971-02-18,50710.17,51415.35,52125.72
1971-02-19,50350.13,50685.25,51015.44
1971-02-22,49841.59,49656.34,49464.57
1971-02-23,49861.53,49696.06,49523.93
1971-02-24,50320.26,50615.44,50895.74
1971-02-25,50617.15,51207.64,51791.51
1971-02-26,50672.83,51320.3,51962.42
1971-03-01,51392.87,52271.14,53144.43
1971-03-02,51423.7,52333.86,53240.09
1971-03-03,51541.98,52569.36,53602.12
1971-03-04,51902.77,53300.08,54722.41
1971-03-05,52271.28,54056.94,55887.99
1971-03-08,52637.18,54808.33,57056.05
1971-03-09,52726.66,55000.16,57352.75
1971-03-10,52589.57,54714.16,56905.39
1971-03-11,52652.68,54840.0,57104.56
1971-03-12,52773.78,55092.26,57498.58
1971-03-15,53090.43,55758.88,58539.31
1971-03-16,53308.1,56216.1,59259.34
1971-03-17,53276.11,56154.27,59158.6
1971-03-18,53467.91,56558.58,59797.51
1971-03-19,53414.44,56439.8,59612.14
1971-03-22,53211.46,56010.86,58938.52
1971-03-23,53078.43,55736.41,58502.38
1971-03-24,52871.43,55301.66,57817.9
1971-03-25,52818.56,55196.59,57650.23
1971-03-26,53056.24,55693.36,58428.51
1971-03-29,53119.91,55832.59,58644.69
1971-03-30,53242.08,56089.42,59043.48
1971-03-31,53508.29,56655.93,59935.03
1971-04-01,54197.32,57556.02,61069.6
1971-04-02,54462.89,58120.07,61967.33
1971-04-05,54620.83,58457.16,62506.44
1971-04-06,54817.47,58883.9,63187.76
1971-04-07,55069.63,59431.52,64066.07
1971-04-08,55234.84,59782.17,64636.26
1971-04-12,55483.39,60320.21,65515.31
1971-04-13,55472.3,60296.08,65476.0
1971-04-14,55588.79,60549.32,65888.5
1971-04-15,55900.09,61227.47,66995.43
1971-04-16,56039.84,61527.49,67491.19
1971-04-19,56140.71,61748.99,67862.4
1971-04-20,55820.71,61045.05,66695.16
1971-04-21,55815.12,61032.84,66675.15
1971-04-22,56055.13,61557.72,67535.26
1971-04-23,56413.88,62339.51,68825.19
1971-04-26,56639.54,62838.22,69644.21
1971-04-27,56922.74,63472.89,70695.83
1971-04-28,57269.96,64247.26,71989.57
1971-04-29,57315.78,64350.05,72162.34
1971-04-30,57235.54,64169.87,71852.05
1971-05-03,57244.79,63576.95,70514.3
1971-05-04,57462.32,64053.78,71311.12
1971-05-05,57416.35,63951.29,71139.97
1971-05-06,57094.81,63241.43,69951.93
1971-05-07,56889.27,62786.1,69196.45
1971-05-10,56627.58,62208.46,68241.54
1971-05-11,56718.19,62413.75,68575.92
1971-05-12,56740.87,62457.44,68651.36
1971-05-13,56831.66,62663.55,68987.75
1971-05-14,56928.27,62876.61,69346.48
1971-05-17,56108.51,61072.05,66357.65
1971-05-18,55721.36,60235.36,64990.68
1971-05-19,55687.92,60157.06,64867.2
1971-05-20,55888.4,60590.19,65567.77
1971-05-21,55955.47,60735.6,65803.81
1971-05-24,55731.65,60255.79,65020.75
1971-05-25,55257.93,59231.44,63362.72
1971-05-26,55274.5,59266.98,63413.41
1971-05-27,55313.2,59344.03,63540.23
1971-05-28,55645.07,60062.09,64690.31
1971-06-01,56465.1,61258.56,66311.58
1971-06-02,56820.83,62036.54,67571.5
1971-06-03,57161.76,62780.98,68794.55
1971-06-04,57390.4,63283.23,69620.08
1971-06-07,57442.06,63397.14,69808.06
1971-06-08,57057.19,62547.61,68411.9
1971-06-09,56937.37,62284.91,67980.9
1971-06-10,57079.72,62590.11,68483.96
1971-06-11,57153.92,62746.59,68744.2
1971-06-14,56828.14,62031.27,67561.8
1971-06-15,56720.17,61795.56,67176.7
1971-06-16,56759.87,61888.25,67324.49
1971-06-17,56759.87,61888.25,67324.49
1971-06-18,56095.78,60440.06,64961.4
1971-06-21,55237.52,58584.55,61973.17
1971-06-22,54712.76,57471.45,60206.94
1971-06-23,54969.91,58017.43,61061.88
1971-06-24,55167.8,58435.15,61721.34
1971-06-25,55267.11,58645.52,62054.64
1971-06-28,55211.84,58522.36,61862.27
1971-06-29,55609.36,59370.94,63204.68
1971-06-30,55909.65,60012.14,64228.6
1971-07-01,56759.39,61262.49,65932.55
1971-07-02,56918.32,61599.44,66479.79
1971-07-06,57157.38,62123.03,67324.08
1971-07-07,57563.19,63011.39,68764.82
1971-07-08,57776.18,63483.98,69534.98
1971-07-09,58030.39,64048.98,70459.8
1971-07-12,58204.48,64433.28,71086.89
1971-07-13,57954.21,63879.15,70169.87
1971-07-14,57733.98,63393.67,69369.93
1971-07-15,57930.27,63831.09,70084.44
1971-07-16,57542.14,62975.75,68675.75
1971-07-19,57225.66,62276.72,67535.73
1971-07-20,57443.12,62756.25,68312.39
1971-07-21,57414.4,62699.77,68216.75
1971-07-22,57311.05,62474.05,67841.56
1971-07-23,57356.9,62574.01,68011.16
1971-07-26,57207.77,62254.88,67487.48
1971-07-27,56801.6,61364.64,66043.25
1971-07-28,56216.54,60100.52,64002.51
1971-07-29,55356.43,58267.46,61071.19
1971-07-30,55074.11,57673.13,60136.81
1971-08-02,55740.83,58527.99,61188.6
1971-08-03,55116.53,57216.96,59138.78
1971-08-04,54510.25,55958.19,57187.2
1971-08-05,54428.49,55795.91,56935.58
1971-08-06,54782.27,56521.25,58045.82
1971-08-09,54464.53,55865.61,57041.63
1971-08-10,54388.28,55714.77,56807.76
1971-08-11,54937.61,56840.21,58529.03
1971-08-12,55536.43,58073.64,60437.08
1971-08-13,55658.61,58329.17,60835.97
1971-08-16,56938.75,61006.47,65027.56
1971-08-17,57502.45,62214.4,66965.38
1971-08-18,57214.94,61598.48,65967.6
1971-08-19,57014.68,61167.29,65274.94
1971-08-20,56951.97,61032.72,65059.53
1971-08-23,57145.6,61453.85,65729.65
1971-08-24,57322.75,61841.01,66347.51
1971-08-25,57454.6,62125.48,66805.3
1971-08-26,57517.8,62262.15,67025.76
1971-08-27,57690.35,62641.95,67635.7
1971-08-30,57378.82,61965.42,66540.0
1971-08-31,57223.9,61637.0,66007.68
1971-09-01,57845.12,62397.98,66933.33
1971-09-02,58012.87,62753.65,67508.95
1971-09-03,58558.19,63927.14,69405.95
1971-09-07,58850.98,64566.41,70447.04
1971-09-08,58880.41,64624.52,70545.67
1971-09-09,58862.74,64592.21,70489.23
1971-09-10,58792.11,64437.19,70242.52
1971-09-13,58686.28,64205.21,69863.21
1971-09-14,58445.67,63678.73,69010.88
1971-09-15,58457.36,63704.2,69045.39
1971-09-16,58451.51,63691.46,69024.67
1971-09-17,58621.02,64060.87,69625.19
1971-09-20,58562.4,63932.75,69416.31
1971-09-21,58474.56,63734.56,69097.0
1971-09-22,58030.15,62772.17,67528.49
1971-09-23,57931.5,62552.46,67177.35
1971-09-24,57972.05,62646.29,67325.14
1971-09-27,57601.03,61838.16,66025.76
1971-09-28,57704.71,62066.96,66388.9
1971-09-29,57820.12,62321.43,66793.87
1971-09-30,58051.4,62813.77,67588.72
1971-10-01,58844.16,63953.24,69116.86
1971-10-04,59050.11,64394.52,69835.68
1971-10-05,59067.83,64426.71,69891.55
1971-10-06,59439.96,65232.05,71205.51
1971-10-07,59600.44,65584.3,71782.27
1971-10-08,59469.32,65302.29,71315.69
1971-10-11,59451.48,65269.64,71258.63
1971-10-12,59558.49,65504.61,71643.43
1971-10-13,59439.38,65242.59,71213.57
1971-10-14,58999.53,64277.0,69632.63
1971-10-15,58852.03,63962.04,69117.35
1971-10-18,58563.65,63328.82,68094.41
1971-10-19,57989.73,62087.57,66092.43
1971-10-20,57230.06,60467.09,63501.61
1971-10-21,57247.23,60503.37,63552.41
1971-10-22,57350.28,60721.18,63889.24
1971-10-25,57075.0,60138.26,62975.62
1971-10-26,56755.38,59458.69,61911.34
1971-10-27,56000.53,57871.15,59434.88
1971-10-28,56118.13,58114.21,59809.32
1971-10-29,56438.0,58782.52,60838.04
1971-11-01,56175.03,57693.75,58872.25
1971-11-02,56096.39,57526.44,58619.1
1971-11-03,56892.96,59160.19,61116.28
1971-11-04,57188.8,59781.37,62075.8
1971-11-05,57137.33,59667.78,61901.99
1971-11-08,57120.19,59631.98,61846.28
1971-11-09,57280.13,59959.96,62359.6
1971-11-10,56816.16,58982.61,60838.03
1971-11-11,56208.23,57720.38,58891.21
1971-11-12,56298.16,57910.86,59179.78
1971-11-15,56044.82,57389.66,58374.93
1971-11-16,56190.53,57688.09,58830.26
1971-11-17,56151.2,57613.1,58712.6
1971-11-18,56044.51,57388.4,58372.06
1971-11-19,55781.1,56843.21,57543.18
1971-11-22,55150.78,55564.24,55598.22
1971-11-23,54351.09,53947.32,53174.14
1971-11-24,54400.01,54044.43,53317.71
1971-11-26,55074.57,55379.32,55295.8
1971-11-29,55856.63,56946.56,57645.87
1971-11-30,56336.99,57931.74,59138.89
1971-12-01,57433.78,59658.8,61517.52
1971-12-02,58031.09,60899.7,63430.72
1971-12-03,58640.42,62172.51,65422.44
1971-12-06,58452.77,61780.82,64800.93
1971-12-07,58639.82,62176.22,65416.54
1971-12-08,58886.11,62698.5,66240.78
1971-12-09,59027.43,62999.45,66717.72
1971-12-10,59487.85,63982.24,68272.24
1971-12-13,59678.21,64391.73,68927.65
