date,A,B,C
2007-01-03,50165.0,50325.0,50490.0
2007-01-04,50792.06,51583.12,52383.38
2007-01-05,50395.88,50778.43,51152.37
2007-01-08,50476.52,50940.92,51403.01
2007-01-09,50592.61,51175.25,51757.69
2007-01-10,50911.35,51825.17,52741.09
2007-01-11,51440.83,52903.14,54381.34
2007-01-12,51811.2,53670.23,55561.41
2007-01-16,51707.58,53455.55,55228.04
2007-01-17,51324.94,52669.75,54007.5
2007-01-18,50575.6,51131.8,51641.98
2007-01-19,50742.5,51469.27,52153.23
2007-01-22,50321.33,50620.02,50859.83
2007-01-23,50326.37,50635.21,50880.17
2007-01-24,51046.03,52088.44,53068.02
2007-01-25,50382.43,50734.14,50998.37
2007-01-26,50407.63,50784.88,51074.87
2007-01-29,50523.56,51018.49,51427.28
2007-01-30,50680.19,51334.8,51905.56
2007-01-31,50994.4,51976.49,52876.19
2007-02-01,51587.09,52665.4,53664.42
2007-02-02,51741.85,52986.66,54152.77
2007-02-05,51633.2,52758.82,53806.19
2007-02-06,51653.85,52795.75,53865.38
2007-02-07,52051.58,53608.8,55109.67
2007-02-08,52015.15,53528.39,54988.43
2007-02-09,51411.77,52286.53,53074.83
2007-02-12,51216.41,51883.93,52464.47
2007-02-13,51416.15,52288.62,53073.06
2007-02-14,52012.58,53501.72,54920.0
2007-02-15,52194.62,53876.23,55496.66
2007-02-16,52178.96,53843.9,55446.71
2007-02-20,52528.56,54565.41,56561.19
2007-02-21,52638.87,54800.04,56923.18
2007-02-22,52775.73,55085.0,57367.18
2007-02-23,52569.91,54655.34,56695.99
2007-02-26,52349.12,54196.23,55981.62
2007-02-27,50328.44,50012.28,49498.95
2007-02-28,50499.56,50357.37,50008.79
2007-03-01,50749.66,50353.88,49761.26
2007-03-02,49983.34,48838.23,47512.05
2007-03-05,49408.53,47710.07,45868.13
2007-03-06,50347.29,49523.05,48482.61
2007-03-07,50125.76,49087.25,47842.64
2007-03-08,50401.46,49627.21,48632.05
2007-03-09,50396.42,49617.28,48622.32
2007-03-12,50708.87,50227.57,49521.83
2007-03-13,49618.63,48062.76,46322.72
2007-03-14,50065.2,48927.89,47573.44
2007-03-15,50210.39,49216.57,47992.08
2007-03-16,50084.86,48965.56,47627.34
2007-03-19,50545.64,49861.63,48937.09
2007-03-20,50838.81,50435.04,49783.71
2007-03-21,51845.42,52432.27,52740.86
2007-03-22,51757.28,52254.0,52471.88
2007-03-23,51700.35,52133.82,52293.48
2007-03-26,51839.94,52420.55,52722.28
2007-03-27,51456.32,51644.73,51551.85
2007-03-28,51029.24,50782.26,50263.05
2007-03-29,51044.54,50812.73,50313.31
2007-03-30,51126.22,50970.25,50549.79
2007-04-02,51641.7,51495.99,51090.63
2007-04-03,52240.75,52690.69,52868.58
2007-04-04,52418.37,53048.99,53407.84
2007-04-05,52685.7,53595.39,54230.32
2007-04-09,52638.28,53504.28,54089.32
2007-04-10,52817.25,53868.11,54641.03
2007-04-11,52426.4,53070.86,53428.0
2007-04-12,52872.03,53978.37,54795.76
2007-04-13,53120.53,54485.77,55568.38
2007-04-16,53683.61,55640.87,57335.45
2007-04-17,53656.76,55579.66,57243.72
2007-04-18,53517.26,55296.21,56802.94
2007-04-19,53404.87,55069.49,56450.76
2007-04-20,53853.47,55994.66,57873.32
2007-04-23,53794.23,55871.47,57688.13
2007-04-24,53810.37,55910.58,57745.81
2007-04-25,54305.43,56944.93,59345.37
2007-04-26,54446.62,57241.04,59802.33
2007-04-27,54506.51,57366.97,59993.7
2007-04-30,53819.73,55927.06,57731.94
2007-05-01,54460.96,56714.84,58680.32
2007-05-02,55027.35,57894.51,60511.15
2007-05-03,55192.44,58241.88,61049.7
2007-05-04,55335.94,58544.73,61525.89
