date,A,B,C
1979-01-02,1006.5,1012.9,1019.4
1979-01-03,1017.67,1035.29,1053.24
1979-01-04,1025.81,1051.85,1078.42
1979-01-05,1031.56,1063.63,1096.43
1979-01-08,1028.15,1056.5,1085.46
1979-01-09,1033.71,1067.81,1102.94
1979-01-10,1027.92,1055.74,1084.3
1979-01-11,1031.31,1062.82,1095.14
1979-01-12,1039.97,1080.67,1122.63
1979-01-15,1047.88,1097.1,1148.23
1979-01-16,1035.09,1070.33,1106.2
1979-01-17,1035.3,1070.76,1106.86
1979-01-18,1037.78,1075.9,1114.83
1979-01-19,1038.1,1076.54,1115.84
1979-01-22,1039.65,1079.77,1120.86
1979-01-23,1046.93,1094.89,1144.4
1979-01-24,1042.32,1085.36,1129.4
1979-01-25,1053.06,1107.72,1164.3
1979-01-26,1060.01,1122.34,1187.47
1979-01-29,1056.83,1115.5,1176.67
1979-01-30,1051.65,1104.56,1159.25
1979-01-31,1039.98,1080.04,1120.65
1979-02-01,1140.32,1180.75,1221.75
1979-02-02,1135.07,1169.89,1204.89
1979-02-05,1118.96,1136.78,1153.68
1979-02-06,1118.51,1135.87,1152.3
1979-02-07,1108.33,1115.2,1120.95
1979-02-08,1113.87,1126.46,1137.88
1979-02-09,1116.43,1131.53,1145.62
1979-02-12,1120.23,1139.11,1157.19
1979-02-13,1128.52,1156.08,1182.99
1979-02-14,1127.84,1154.7,1180.86
1979-02-15,1126.26,1151.46,1175.9
1979-02-16,1125.59,1150.08,1173.79
1979-02-20,1134.14,1167.56,1200.55
1979-02-21,1130.17,1159.39,1187.82
1979-02-22,1121.7,1142.12,1161.22
1979-02-23,1115.41,1129.32,1141.71
1979-02-26,1114.19,1126.84,1137.83
1979-02-27,1096.58,1091.34,1084.01
1979-02-28,1098.34,1094.73,1089.1
1979-03-01,1206.01,1210.14,1212.05
1979-03-02,1206.85,1211.83,1214.72
1979-03-05,1220.37,1239.1,1255.65
1979-03-06,1218.05,1234.27,1248.37
1979-03-07,1225.11,1248.59,1270.22
1979-03-08,1239.33,1277.55,1314.29
1979-03-09,1238.83,1276.53,1312.72
1979-03-12,1240.44,1279.85,1317.84
1979-03-13,1242.55,1284.2,1324.56
1979-03-14,1240.93,1280.86,1319.39
