date,A,B,C
1999-01-04,1010.0,1020.0,1030.0
1999-01-05,1036.46,1073.45,1110.96
1999-01-06,1069.63,1142.26,1217.72
1999-01-07,1070.91,1145.0,1222.23
1999-01-08,1074.87,1153.47,1235.92
1999-01-11,1089.28,1184.5,1285.72
1999-01-12,1056.38,1112.96,1169.24
1999-01-13,1061.24,1123.19,1185.49
1999-01-14,1038.0,1074.11,1107.72
1999-01-15,1079.1,1159.18,1239.32
1999-01-19,1107.49,1220.15,1337.1
1999-01-20,1107.49,1220.15,1337.1
1999-01-21,1068.28,1133.77,1195.23
1999-01-22,1069.56,1136.6,1199.66
1999-01-25,1087.53,1174.79,1260.0
1999-01-26,1122.98,1251.27,1383.1
1999-01-27,1105.69,1212.61,1319.06
1999-01-28,1146.16,1301.25,1463.76
1999-01-29,1158.42,1329.22,1510.9
1999-02-01,1260.69,1434.23,1619.44
1999-02-02,1229.8,1363.95,1500.41
1999-02-03,1254.15,1418.1,1589.68
1999-02-04,1199.6,1294.58,1382.07
1999-02-05,1176.44,1244.61,1302.05
1999-02-08,1203.5,1301.74,1391.76
1999-02-09,1145.01,1175.21,1188.84
1999-02-10,1150.28,1185.9,1205.13
1999-02-11,1209.75,1308.53,1392.04
1999-02-12,1158.82,1198.35,1216.23
1999-02-16,1156.38,1193.31,1208.56
1999-02-17,1119.03,1116.23,1091.45
1999-02-18,1127.76,1133.64,1116.89
1999-02-19,1142.87,1164.02,1161.67
1999-02-22,1181.04,1241.66,1277.96
1999-02-23,1200.06,1281.77,1339.81
1999-02-24,1176.9,1232.42,1262.37
1999-02-25,1168.19,1214.18,1234.34
1999-02-26,1139.1,1153.83,1142.26
1999-03-01,1247.16,1270.01,1266.36
1999-03-02,1215.6,1205.75,1170.24
1999-03-03,1222.77,1219.97,1190.96
1999-03-04,1244.17,1262.67,1253.48
1999-03-05,1267.94,1310.78,1325.18
1999-03-08,1309.27,1396.24,1454.65
1999-03-09,1305.74,1388.7,1442.87
1999-03-10,1312.13,1402.31,1464.08
1999-03-11,1315.55,1409.61,1475.35
1999-03-12,1293.18,1361.54,1399.96
1999-03-15,1326.29,1431.25,1507.34
1999-03-16,1334.64,1449.28,1535.83
1999-03-17,1329.04,1436.96,1516.32
1999-03-18,1353.62,1490.28,1600.63
1999-03-19,1322.09,1420.68,1488.59
1999-03-22,1305.03,1383.88,1430.83
1999-03-23,1262.62,1294.07,1291.47
1999-03-24,1296.2,1363.04,1394.66
1999-03-25,1341.18,1457.5,1539.7
1999-03-26,1330.85,1435.06,1504.13
1999-03-29,1380.63,1542.4,1673.05
1999-03-30,1368.48,1515.1,1628.71
1999-03-31,1356.03,1487.52,1584.41
1999-04-01,1483.54,1647.37,1779.75
1999-04-05,1534.43,1760.22,1962.71
1999-04-06,1533.82,1758.99,1960.55
1999-04-07,1515.41,1716.95,1890.16
1999-04-08,1537.84,1767.77,1974.09
1999-04-09,1543.22,1779.97,1994.62
1999-04-12,1534.12,1758.78,1959.11
1999-04-13,1503.74,1688.96,1842.55
1999-04-14,1454.27,1577.83,1660.69
1999-04-15,1476.52,1626.11,1736.91
1999-04-16,1442.41,1550.98,1616.54
1999-04-19,1360.19,1374.17,1340.28
1999-04-20,1403.58,1461.71,1468.41
1999-04-21,1455.8,1570.46,1632.28
1999-04-22,1509.51,1686.2,1812.81
1999-04-23,1528.23,1727.85,1880.07
1999-04-26,1562.92,1806.29,2008.29
1999-04-27,1525.88,1720.67,1865.3
1999-04-28,1486.82,1632.4,1721.86
1999-04-29,1465.26,1585.06,1646.96
1999-04-30,1477.13,1610.58,1686.81
1999-05-03,1578.23,1713.15,1790.74
1999-05-04,1548.4,1648.39,1689.21
1999-05-05,1591.45,1739.88,1829.92
1999-05-06,1534.48,1615.3,1633.57
1999-05-07,1563.32,1676.04,1725.7
1999-05-10,1575.83,1703.02,1767.29
1999-05-11,1606.24,1768.59,1869.44
1999-05-12,1637.08,1836.5,1977.31
1999-05-13,1608.6,1772.59,1874.09
1999-05-14,1568.87,1684.85,1735.03
1999-05-17,1606.21,1765.05,1858.92
1999-05-18,1594.0,1738.4,1816.72
1999-05-19,1613.92,1781.86,1884.66
1999-05-20,1579.71,1706.48,1764.99
1999-05-21,1560.91,1665.7,1701.8
1999-05-24,1521.26,1580.91,1571.95
1999-05-25,1475.78,1486.53,1431.11
1999-05-26,1515.62,1566.81,1547.03
1999-05-27,1513.5,1562.26,1540.37
1999-05-28,1542.71,1622.57,1629.72
1999-06-01,1592.44,1617.14,1570.93
1999-06-02,1630.82,1694.93,1684.35
1999-06-03,1596.09,1622.73,1576.89
1999-06-04,1658.17,1748.97,1760.91
1999-06-07,1692.17,1820.68,1869.38
1999-06-08,1640.39,1709.07,1697.59
1999-06-09,1678.77,1788.89,1816.59
1999-06-10,1649.23,1725.74,1720.49
1999-06-11,1621.35,1667.41,1633.09
1999-06-14,1595.09,1613.39,1553.88
1999-06-15,1618.06,1659.85,1621.01
1999-06-16,1703.98,1836.13,1879.24
1999-06-17,1722.38,1875.6,1939.94
1999-06-18,1733.92,1900.74,1978.74
1999-06-21,1783.68,2009.65,2148.91
1999-06-22,1737.48,1905.55,1981.94
1999-06-23,1760.59,1956.24,2061.22
1999-06-24,1717.81,1861.16,1910.75
1999-06-25,1718.5,1862.65,1913.04
1999-06-28,1764.21,1961.75,2065.89
1999-06-29,1792.61,2024.91,2165.67
1999-06-30,1805.7,2054.68,2213.32
1999-07-01,1926.85,2202.51,2390.58
1999-07-02,1948.05,2250.97,2469.47
1999-07-06,1933.83,2218.11,2415.39
1999-07-07,1942.14,2236.96,2446.31
1999-07-08,1970.3,2301.83,2552.72
1999-07-09,1985.67,2337.51,2612.2
1999-07-12,1978.33,2320.45,2583.47
1999-07-13,1969.62,2299.79,2549.11
1999-07-14,2005.66,2383.97,2688.8
1999-07-15,2015.89,2408.04,2729.67
1999-07-16,2040.89,2468.0,2831.48
1999-07-19,2011.91,2398.16,2711.15
1999-07-20,1932.84,2209.66,2391.5
1999-07-21,1961.25,2274.85,2497.21
1999-07-22,1893.4,2117.66,2238.25
1999-07-23,1910.06,2154.93,2297.34
1999-07-26,1853.14,2026.71,2092.18
1999-07-27,1915.59,2163.31,2303.7
1999-07-28,1936.28,2210.25,2378.57
1999-07-29,1877.61,2076.31,2162.36
1999-07-30,1884.18,2090.85,2184.85
1999-08-02,1978.82,2179.02,2266.34
1999-08-03,1956.46,2129.77,2189.51
1999-08-04,1925.94,2063.53,2087.26
1999-08-05,1950.4,2115.74,2166.58
1999-08-06,1932.85,2077.66,2108.08
1999-08-09,1911.39,2031.53,2037.88
1999-08-10,1890.56,1987.25,1971.24
1999-08-11,1958.81,2130.53,2184.53
1999-08-12,1934.71,2078.33,2104.14
1999-08-13,2015.78,2252.49,2368.42
1999-08-16,2021.02,2264.21,2386.9
1999-08-17,2042.24,2311.76,2462.08
1999-08-18,2024.88,2272.22,2399.05
1999-08-19,1991.06,2196.56,2279.1
1999-08-20,2022.72,2266.41,2388.04
1999-08-23,2084.62,2405.11,2607.03
1999-08-24,2101.09,2443.36,2669.07
1999-08-25,2150.04,2557.46,2855.91
1999-08-26,2111.99,2466.67,2703.97
1999-08-27,2099.1,2436.58,2654.49
1999-08-30,2067.83,2364.21,2536.1
1999-08-31,2094.09,2424.02,2632.47
1999-09-01,2201.55,2540.94,2760.07
1999-09-02,2190.32,2514.76,2717.56
1999-09-03,2294.8,2754.67,3106.45
1999-09-07,2281.26,2721.89,3051.15
1999-09-08,2247.27,2640.78,2914.77
1999-09-09,2293.79,2750.11,3095.77
1999-09-10,2320.39,2813.91,3203.82
1999-09-13,2273.29,2699.67,3008.38
1999-09-14,2309.44,2785.25,3151.58
1999-09-15,2255.16,2654.06,2929.08
1999-09-16,2258.55,2662.29,2942.55
1999-09-17,2322.69,2813.51,3193.26
1999-09-20,2330.59,2832.36,3225.51
1999-09-21,2264.86,2672.89,2952.96
1999-09-22,2301.78,2759.76,3097.06
1999-09-23,2200.27,2516.35,2687.32
1999-09-24,2196.97,2509.06,2675.5
1999-09-27,2221.58,2565.26,2765.66
1999-09-28,2223.13,2568.59,2771.19
1999-09-29,2196.23,2506.43,2670.87
1999-09-30,2204.58,2525.48,2701.32
1999-10-01,2301.35,2617.87,2789.28
1999-10-04,2362.11,2756.09,3010.19
1999-10-05,2365.65,2764.08,3023.43
1999-10-06,2423.85,2900.35,3246.86
1999-10-07,2423.36,2899.48,3245.24
1999-10-08,2445.66,2953.12,3335.13
1999-10-11,2468.16,3007.46,3427.18
1999-10-12,2418.3,2885.96,3219.5
1999-10-13,2349.14,2720.88,2942.94
1999-10-14,2364.88,2757.34,3002.39
1999-10-15,2300.55,2607.34,2757.39
1999-10-18,2260.75,2516.87,2614.01
1999-10-19,2260.98,2517.12,2614.53
1999-10-20,2360.46,2738.88,2959.91
1999-10-21,2370.85,2762.98,2998.98
1999-10-22,2379.14,2782.6,3030.77
1999-10-25,2377.48,2778.7,3024.41
1999-10-26,2360.36,2738.97,2959.38
1999-10-27,2351.86,2719.25,2927.12
1999-10-28,2430.89,2901.71,3221.89
1999-10-29,2524.23,3124.56,3593.05
1999-11-01,2603.24,3172.97,3604.41
1999-11-02,2613.91,3198.67,3648.39
1999-11-03,2659.39,3309.98,3838.83
1999-11-04,2689.71,3385.12,3969.74
1999-11-05,2742.16,3516.8,4201.57
1999-11-08,2772.6,3594.87,4341.48
1999-11-09,2750.14,3536.27,4235.55
1999-11-10,2783.97,3623.27,4391.84
1999-11-11,2836.03,3758.41,4637.79
1999-11-12,2874.88,3861.39,4828.86
1999-11-15,2861.94,3826.64,4763.67
1999-11-16,2925.77,3997.31,5082.36
1999-11-17,2897.68,3920.16,4935.48
1999-11-18,2988.96,4167.52,5402.38
