date,A,B,C
1998-01-02,1004.8,1009.5,1014.3
1998-01-05,1006.91,1013.74,1020.59
1998-01-06,996.14,991.94,987.73
1998-01-07,993.45,986.69,979.82
1998-01-08,985.3,970.41,955.62
1998-01-09,956.04,912.86,870.57
1998-01-12,967.89,935.5,903.04
1998-01-13,981.15,961.23,940.25
1998-01-14,987.14,972.95,957.46
1998-01-15,979.73,958.26,935.82
1998-01-16,990.8,980.01,967.64
1998-01-20,1008.44,1014.81,1019.21
1998-01-21,1000.37,998.67,994.85
1998-01-22,992.37,982.69,970.97
1998-01-23,986.71,971.59,954.47
1998-01-26,986.02,970.32,952.56
1998-01-27,998.45,994.78,988.57
1998-01-28,1007.13,1012.09,1014.37
1998-01-29,1015.39,1028.68,1039.32
1998-01-30,1010.01,1017.78,1022.8
1998-02-02,1133.76,1165.62,1194.88
1998-02-03,1139.09,1176.58,1211.85
1998-02-04,1140.12,1178.69,1215.12
1998-02-05,1136.36,1170.8,1202.97
1998-02-06,1146.47,1191.64,1235.09
1998-02-09,1144.52,1187.59,1228.79
1998-02-10,1153.91,1207.06,1258.89
1998-02-11,1155.06,1209.48,1262.54
1998-02-12,1159.68,1219.27,1277.82
1998-02-13,1155.04,1209.64,1262.61
1998-02-17,1158.04,1215.93,1272.59
1998-02-18,1168.58,1238.06,1307.33
1998-02-19,1164.26,1228.9,1292.95
1998-02-20,1171.01,1243.03,1315.32
1998-02-23,1175.46,1252.48,1330.31
1998-02-24,1166.88,1234.19,1301.18
1998-02-25,1180.88,1263.69,1347.89
1998-02-26,1187.38,1277.72,1370.27
1998-02-27,1188.09,1279.38,1372.87
1998-03-02,1286.03,1375.1,1465.95
1998-03-03,1291.3,1386.38,1484.13
1998-03-04,1285.49,1374.04,1464.24
1998-03-05,1270.45,1341.89,1412.7
1998-03-06,1295.73,1395.43,1497.18
1998-03-09,1291.59,1386.5,1482.8
1998-03-10,1306.18,1417.97,1533.22
1998-03-11,1311.41,1429.17,1551.46
1998-03-12,1313.24,1433.03,1557.82
1998-03-13,1311.67,1429.59,1552.06
1998-03-16,1324.78,1458.18,1598.47
1998-03-17,1326.24,1461.39,1603.74
1998-03-18,1332.47,1475.13,1626.36
1998-03-19,1337.67,1486.63,1645.38
1998-03-20,1349.17,1512.35,1688.0
1998-03-23,1344.72,1502.37,1671.29
1998-03-24,1357.09,1530.02,1717.58
1998-03-25,1352.48,1519.76,1700.23
1998-03-26,1351.13,1516.57,1694.96
1998-03-27,1344.51,1501.86,1670.22
1998-03-30,1342.22,1496.76,1661.87
1998-03-31,1352.29,1519.06,1699.09
1998-04-01,1460.71,1637.84,1830.4
1998-04-02,1476.34,1672.89,1889.15
1998-04-03,1479.88,1680.92,1902.75
1998-04-06,1478.11,1676.88,1896.09
1998-04-07,1462.59,1641.5,1836.18
1998-04-08,1452.2,1618.19,1796.88
1998-04-09,1464.11,1644.73,1841.09
1998-04-13,1462.79,1641.77,1836.3
1998-04-14,1470.84,1659.67,1866.42
1998-04-15,1475.55,1670.29,1884.33
1998-04-16,1460.79,1637.05,1827.99
1998-04-17,1479.93,1680.1,1900.01
1998-04-20,1481.11,1682.96,1904.76
1998-04-21,1485.11,1692.05,1920.19
1998-04-22,1490.16,1703.72,1939.97
1998-04-23,1475.7,1670.67,1883.52
1998-04-24,1460.36,1635.75,1824.56
1998-04-27,1432.17,1572.61,1719.1
1998-04-28,1430.31,1568.52,1712.4
1998-04-29,1442.9,1595.97,1757.44
1998-04-30,1465.41,1645.93,1839.86
1998-05-01,1578.4,1774.91,1988.36
1998-05-04,1579.98,1778.28,1994.12
1998-05-05,1570.66,1757.48,1959.03
1998-05-06,1555.73,1724.08,1903.19
1998-05-07,1541.89,1693.57,1852.57
1998-05-08,1560.24,1733.71,1918.52
1998-05-11,1558.05,1729.02,1910.65
1998-05-12,1570.98,1757.55,1958.04
1998-05-13,1575.38,1767.22,1974.29
1998-05-14,1573.33,1762.45,1966.39
1998-05-15,1561.22,1735.13,1920.77
1998-05-18,1557.16,1726.11,1905.6
1998-05-19,1562.3,1737.67,1924.65
1998-05-20,1575.74,1767.56,1974.31
1998-05-21,1569.59,1753.6,1951.01
1998-05-22,1563.78,1740.45,1929.16
1998-05-26,1540.64,1688.93,1843.51
