Nasdaq-composite 3x, 1971-2025
Date, Close-price
1974-09-03,19.316284
1974-09-04,17.479207
1974-09-05,18.608906
1974-09-06,19.053888
1974-09-09,17.801417
1974-09-10,17.441611
1974-09-11,17.432737
1974-09-12,16.323973
1974-09-13,15.432957
1974-09-16,15.906895
1974-09-17,16.307069
1974-09-18,16.646093
1974-09-19,17.849011
1974-09-20,18.190877
1974-09-23,17.972222
1974-09-24,17.231162
1974-09-25,17.160878
1974-09-26,16.381104
1974-09-27,15.744203
1974-09-30,14.545196
1974-10-01,14.396269
1974-10-02,14.544175
1974-10-03,13.917159
1974-10-04,14.137824
1974-10-07,15.221998
1974-10-08,14.866809
1974-10-09,16.011021
1974-10-10,17.312594
1974-10-11,18.445686
1974-10-14,19.645480
1974-10-15,19.330414
1974-10-16,19.132073
1974-10-17,19.929373
1974-10-18,20.613602
1974-10-21,21.668098
1974-10-22,21.994036
1974-10-23,21.232784
1974-10-24,20.429019
1974-10-25,20.703146
1974-10-28,20.327803
1974-10-29,21.469412
1974-10-30,22.693442
1974-10-31,23.060706
1974-11-01,22.880407
1974-11-04,22.416187
1974-11-05,23.841915
1974-11-06,23.971981
1974-11-07,24.548527
1974-11-08,24.404861
1974-11-11,24.636030
1974-11-12,23.129510
1974-11-13,22.726088
1974-11-14,22.789041
1974-11-15,22.126814
1974-11-18,19.735840
1974-11-19,18.629692
1974-11-20,18.464584
1974-11-21,19.139339
1974-11-22,19.680930
1974-11-25,19.309951
1974-11-26,20.220975
1974-11-27,20.366218
1974-11-29,20.512154
1974-12-02,19.251121
1974-12-03,18.164616
1974-12-04,18.083550
1974-12-05,16.745469
1974-12-06,16.140109
1974-12-09,15.890562
1974-12-10,16.590285
1974-12-11,17.022265
1974-12-12,17.099808
1974-12-13,16.978819
1974-12-16,16.660574
1974-12-17,16.940845
1974-12-18,17.327296
1974-12-19,17.179100
1974-12-20,16.494363
1974-12-23,15.811198
1974-12-24,16.180107
1974-12-26,16.654605
1974-12-27,16.535806
1974-12-30,16.569587
1974-12-31,17.449088
1975-01-02,18.219158
1975-01-03,18.696398
1975-01-06,19.163579
1975-01-07,19.303255
1975-01-08,18.938337
1975-01-09,19.742061
1975-01-10,20.995526
1975-01-13,20.649391
1975-01-14,20.424445
1975-01-15,21.162327
1975-01-16,22.086750
1975-01-17,21.677736
1975-01-20,21.718130
1975-01-21,21.455247
1975-01-22,21.395074
1975-01-23,21.765450
1975-01-24,22.666578
1975-01-27,24.393093
1975-01-28,25.353680
1975-01-29,26.652720
1975-01-30,26.548548
1975-01-31,27.460565
1975-02-03,28.582127
1975-02-04,27.854744
1975-02-05,28.974812
1975-02-06,29.451814
1975-02-07,29.031427
1975-02-10,28.664044
1975-02-11,28.676186
1975-02-12,29.599266
1975-02-13,31.199338
1975-02-14,31.687362
1975-02-18,30.662259
1975-02-19,31.169983
1975-02-20,32.081086
1975-02-21,32.355767
1975-02-24,31.500723
1975-02-25,30.118205
1975-02-26,30.331335
1975-02-27,30.696621
1975-02-28,31.293371
1975-03-03,32.360775
1975-03-04,32.860454
1975-03-05,32.448646
1975-03-06,32.619891
1975-03-07,33.108991
1975-03-10,33.749810
1975-03-11,33.966155
1975-03-12,32.730446
1975-03-13,33.458967
1975-03-14,35.327257
1975-03-17,35.605899
1975-03-18,35.479852
1975-03-19,34.767275
1975-03-20,34.918896
1975-03-21,35.112429
1975-03-24,33.031213
1975-03-25,32.911374
1975-03-26,34.545209
1975-03-27,35.395581
1975-03-31,34.670757
