SP-500 2x, 1927-2025
Date,Close
1931-05-14,9.188130
1931-05-15,8.912360
1931-05-18,8.171722
1931-05-19,8.159913
1931-05-20,8.065510
1931-05-21,8.229754
1931-05-22,8.289002
1931-05-25,7.646813
1931-05-26,7.658226
1931-05-27,7.486902
1931-05-28,7.543364
1931-05-29,7.214653
1931-06-01,6.527542
1931-06-02,6.316976
1931-06-03,7.269701
1931-06-04,7.746221
1931-06-05,7.574717
1931-06-08,7.755607
1931-06-09,7.503950
1931-06-10,7.908960
1931-06-11,7.943598
1931-06-12,7.966741
1931-06-15,7.827685
1931-06-16,7.862142
1931-06-17,7.689475
1931-06-18,7.416274
1931-06-19,7.360386
1931-06-22,8.908182
1931-06-23,8.664290
1931-06-24,9.482017
1931-06-25,9.356343
1931-06-26,9.805748
1931-06-29,9.473566
1931-06-30,9.147108
1931-07-01,9.443170
1931-07-02,9.280249
1931-07-03,9.677797
1931-07-06,9.474855
1931-07-07,8.734436
1931-07-08,8.565887
1931-07-09,8.708949
1931-07-10,8.877239
1931-07-13,8.391811
1931-07-14,8.226689
1931-07-15,7.888046
1931-07-16,8.276732
1931-07-17,8.428921
1931-07-20,8.653377
1931-07-21,8.844876
1931-07-22,8.433486
1931-07-23,8.433486
1931-07-24,8.067327
1931-07-27,8.136623
1931-07-28,8.310608
1931-07-29,7.794857
1931-07-30,7.862935
1931-07-31,7.783165
1931-08-03,8.009915
1931-08-04,7.906413
1931-08-05,7.677904
1931-08-06,7.576583
1931-08-07,7.643681
1931-08-10,7.576287
1931-08-11,8.068326
1931-08-12,7.849172
1931-08-13,8.099436
1931-08-14,8.411396
1931-08-17,8.128859
1931-08-18,8.186715
1931-08-19,8.233165
1931-08-20,8.268100
1931-08-21,7.906334
1931-08-24,7.780837
1931-08-25,7.724249
1931-08-26,7.983604
1931-08-27,7.891904
1931-08-28,8.051451
1931-08-31,7.901817
1931-09-01,7.970231
1931-09-02,7.672493
1931-09-03,7.324254
1931-09-04,7.258418
1931-09-08,6.799646
1931-09-09,6.683413
1931-09-10,6.536755
1931-09-11,6.609270
1931-09-14,5.994697
1931-09-15,5.885702
1931-09-16,5.718802
1931-09-17,5.931685
1931-09-18,5.360193
1931-09-21,4.864399
1931-09-22,4.748686
1931-09-23,5.381844
1931-09-24,4.596992
1931-09-25,4.803598
1931-09-28,4.434090
1931-09-29,4.062472
1931-09-30,3.779795
1931-10-01,3.639658
1931-10-02,3.769509
1931-10-05,3.085557
1931-10-06,3.848200
1931-10-07,3.747238
1931-10-08,4.390936
1931-10-09,4.333052
1931-10-13,3.963408
1931-10-14,3.782896
1931-10-15,3.920874
1931-10-16,4.162758
1931-10-19,4.267229
1931-10-20,4.649612
1931-10-21,4.564765
1931-10-22,4.262129
1931-10-23,4.538153
1931-10-26,4.370693
1931-10-27,4.181734
1931-10-28,3.908576
1931-10-29,3.939627
1931-10-30,4.189020
1931-11-02,4.245249
1931-11-04,4.504006
1931-11-05,4.470705
1931-11-06,4.744422
1931-11-09,5.094596
1931-11-10,4.882320
1931-11-11,4.735158
1931-11-12,4.701061
1931-11-13,4.403795
1931-11-16,4.165530
1931-11-17,4.301319
1931-11-18,3.984807
1931-11-19,3.945778
1931-11-20,3.704993
1931-11-23,3.592150
1931-11-24,3.718061
1931-11-25,3.461902
1931-11-27,3.302067
1931-11-30,3.436845
1931-12-01,3.350019
1931-12-02,3.114304
1931-12-03,3.231305
1931-12-04,3.091119
1931-12-07,3.276174
1931-12-08,3.085740
1931-12-09,2.921532
1931-12-10,2.788433
1931-12-11,2.612937
1931-12-14,2.424277
1931-12-15,2.490861
1931-12-16,2.374294
1931-12-17,2.248543
1931-12-18,2.621359
1931-12-21,2.489664
1931-12-22,2.575198
1931-12-23,2.363964
1931-12-24,2.369911
1931-12-28,2.250820
1931-12-29,2.366841
1931-12-30,2.450097
1931-12-31,2.462196
1932-01-04,2.122583
1932-01-05,2.116968
1932-01-06,2.414184
1932-01-07,2.497844
1932-01-08,2.710556
1932-01-11,2.653625
1932-01-12,2.597298
1932-01-13,2.851146
1932-01-14,2.915944
1932-01-15,2.929050
1932-01-18,2.659788
1932-01-19,2.641034
1932-01-20,2.734468
1932-01-21,2.702782
1932-01-22,2.469675
1932-01-25,2.463658
1932-01-26,2.529757
1932-01-27,2.432341
1932-01-28,2.360714
1932-01-29,2.307797
1932-02-01,2.476376
1932-02-02,2.368054
1932-02-03,2.391587
1932-02-04,2.362025
1932-02-05,2.209257
1932-02-08,2.118388
1932-02-09,2.068347
1932-02-10,2.051866
1932-02-11,2.391108
1932-02-15,2.614906
1932-02-16,2.824099
1932-02-17,2.594081
1932-02-18,2.734798
1932-02-19,2.741078
1932-02-23,2.426734
1932-02-24,2.550728
1932-02-25,2.502316
1932-02-26,2.496322
1932-02-29,2.466390
1932-03-01,2.502092
1932-03-02,2.717841
1932-03-03,2.717841
1932-03-04,2.724082
1932-03-07,2.786561
1932-03-08,2.887660
1932-03-09,2.778328
1932-03-10,2.727870
1932-03-11,2.596633
1932-03-14,2.468630
1932-03-15,2.468630
1932-03-16,2.349802
1932-03-17,2.448315
1932-03-18,2.294556
1932-03-21,2.317444
1932-03-22,2.311694
1932-03-23,2.248517
1932-03-24,2.203207
1932-03-28,2.051842
1932-03-29,2.046435
1932-03-30,2.132828
1932-03-31,1.895847
1932-04-01,1.828416
1932-04-04,1.767299
1932-04-05,1.602084
1932-04-06,1.506864
1932-04-07,1.474557
1932-04-08,1.383253
1932-04-11,1.299286
1932-04-12,1.295005
1932-04-13,1.260813
1932-04-14,1.374666
1932-04-15,1.449448
1932-04-18,1.313985
1932-04-19,1.275339
1932-04-20,1.275339
1932-04-21,1.364168
1932-04-22,1.241743
1932-04-25,1.270912
1932-04-26,1.308849
1932-04-27,1.373008
1932-04-28,1.267898
1932-04-29,1.183792
1932-05-02,1.147242
1932-05-03,1.115264
1932-05-04,1.146790
1932-05-05,1.122816
1932-05-06,1.284912
1932-05-09,1.230056
1932-05-10,1.250694
1932-05-11,1.246532
1932-05-12,1.163430
1932-05-13,1.083193
1932-05-16,1.087062
1932-05-17,1.079311
1932-05-18,1.025249
1932-05-19,1.036536
1932-05-20,1.036536
1932-05-23,1.017621
1932-05-24,0.935162
1932-05-25,0.870544
1932-05-26,0.898236
1932-05-27,0.799799
1932-05-31,0.680574
1932-06-01,0.659259
1932-06-02,0.731178
1932-06-03,0.809968
1932-06-06,0.869598
1932-06-07,0.794130
1932-06-08,0.702437
1932-06-09,0.702437
1932-06-10,0.810031
1932-06-13,0.777103
1932-06-14,0.815797
1932-06-15,0.875247
1932-06-16,0.875247
1932-06-17,0.776098
1932-06-20,0.795380
1932-06-21,0.756343
1932-06-22,0.756343
1932-06-23,0.765857
1932-06-24,0.702036
1932-06-27,0.653198
1932-06-28,0.653198
1932-06-29,0.673795
1932-06-30,0.649891
1932-07-01,0.699769
1932-07-05,0.669345
1932-07-06,0.699093
1932-07-07,0.653500
1932-07-08,0.641752
1932-07-11,0.697050
1932-07-12,0.697050
1932-07-13,0.763725
1932-07-14,0.754218
1932-07-15,0.798305
1932-07-18,0.756204
1932-07-19,0.749903
1932-07-20,0.796968
1932-07-21,0.835765
1932-07-22,0.885415
1932-07-25,0.980767
1932-07-26,0.952131
1932-07-27,1.047345
1932-07-28,1.113843
1932-07-29,1.182387
1932-08-01,1.213760
1932-08-02,1.118407
1932-08-03,1.316558
1932-08-04,1.370127
1932-08-05,1.487807
1932-08-08,1.763488
1932-08-09,1.744501
1932-08-10,1.867253
1932-08-11,1.847726
