SP500 1927-DANES,LEVERAGE 3.0x
Date,Close,Change (%)
1952-11-24,0.34785927669782846,1.77%
1952-11-25,0.3453546899056041,-0.72%
1952-11-26,0.35188189354481997,1.89%
1952-11-28,0.3576879447883095,1.65%
1952-12-01,0.35854639585580145,0.24%
1952-12-02,0.36102036598720644,0.69%
1952-12-03,0.35972069266965245,-0.36%
1952-12-04,0.3555119605654175,-1.17%
1952-12-05,0.35593857491809605,0.12%
1952-12-08,0.36181156140424464,1.65%
1952-12-09,0.3689754303200487,1.98%
1952-12-10,0.371078590272873,0.57%
1952-12-11,0.3701880016562181,-0.24%
1952-12-12,0.373630750071621,0.93%
1952-12-15,0.373630750071621,0.00%
1952-12-16,0.37497582077187885,0.36%
1952-12-17,0.3736259078171001,-0.36%
1952-12-18,0.3731775567277196,-0.12%
1952-12-19,0.3783274070105621,1.38%
1952-12-22,0.38479680567044267,1.71%
1952-12-23,0.3799483659189951,-1.26%
1952-12-24,0.3808602419972007,0.24%
1952-12-26,0.3825741130861881,0.45%
1952-12-29,0.3891161304199619,1.71%
1952-12-30,0.3975210388370331,2.16%
1952-12-31,0.39656698834382426,-0.24%
1953-01-02,0.39525831728228966,-0.33%
1953-01-05,0.4005943045656006,1.35%
1953-01-06,0.3924221807524623,-2.04%
1953-01-07,0.38747766127498134,-1.26%
1953-01-08,0.38573401179924394,-0.45%
1953-01-09,0.3747405924629655,-2.85%
1953-01-12,0.3652971295328988,-2.52%
1953-01-13,0.3720916561422107,1.86%
1953-01-14,0.3746590885695919,0.69%
1953-01-15,0.3767946453744386,0.57%
1953-01-16,0.37204703284272067,-1.26%
1953-01-19,0.3716005764033094,-0.12%
1953-01-20,0.377174585049359,1.50%
1953-01-21,0.37502468991457766,-0.57%
1953-01-22,0.3762622713912958,0.33%
1953-01-23,0.3741175764443654,-0.57%
1953-01-26,0.3719851062586325,-0.57%
1953-01-27,0.3733242526411636,0.36%
1953-01-28,0.3767961681907264,0.93%
1953-01-29,0.3798482171530713,0.81%
1953-01-30,0.38771107524813986,2.07%
1953-02-02,0.3934104280542875,1.47%
1953-02-03,0.3947086824668667,0.33%
1953-02-04,0.38938011525356403,-1.35%
1953-02-05,0.377465083726805,-3.06%
1953-02-06,0.39309213819309474,4.14%
1953-02-09,0.3566524969825949,-9.27%
1953-02-10,0.35376361175703586,-0.81%
1953-02-11,0.35461264442525275,0.24%
1953-02-13,0.35876161236502824,1.17%
1953-02-16,0.35499461543519545,-1.05%
1953-02-17,0.3488177091266231,-1.74%
1953-02-18,0.3479805466247192,-0.24%
1953-02-19,0.35163434236427876,1.05%
1953-02-20,0.3540606193265923,0.69%
1953-02-24,0.35905287405909725,1.41%
1953-02-25,0.36573125751659646,1.86%
1953-02-26,0.3673770481754211,0.45%
1953-02-27,0.3652829990008212,-0.57%
1953-03-02,0.3665980177972242,0.36%
1953-03-03,0.36956746174138166,0.81%
1953-03-04,0.36014349146697644,-2.55%
1953-03-05,0.3605756636567368,0.12%
1953-03-06,0.36263094493958026,0.57%
1953-03-09,0.36219578780565276,-0.12%
1953-03-10,0.36556420863224537,0.93%
1953-03-11,0.37444741890200894,2.43%
1953-03-12,0.3748967558046914,0.12%
1953-03-13,0.37703366731277815,0.57%
1953-03-16,0.37873031881568564,0.45%
1953-03-17,0.38350232083276325,1.26%
1953-03-18,0.37959059716026905,-1.02%
1953-03-19,0.37867957972708444,-0.24%
1953-03-20,0.3769755216183126,-0.45%
1953-03-23,0.3700768695726975,-1.83%
1953-03-24,0.37651620710326245,1.74%
1953-03-25,0.37346642582572603,-0.81%
1953-03-26,0.3670801499441061,-1.71%
1953-03-27,0.3687320106188546,0.45%
1953-03-30,0.3525815485537488,-4.38%
1953-03-31,0.33935974048298323,-3.75%
1953-04-01,0.3377308137286649,-0.48%
1953-04-02,0.33692025977571616,-0.24%
1953-04-06,0.3120555446042683,-7.38%
1953-04-07,0.3158938278029008,1.23%
1953-04-08,0.32432819300523824,2.67%
1953-04-09,0.32238222384720683,-0.60%
1953-04-10,0.3200610718355069,-0.72%
1953-04-13,0.31814070540449385,-0.60%
1953-04-14,0.3215766250228624,1.08%
1953-04-15,0.3254355445231367,1.20%
1953-04-16,0.3234829312559979,-0.60%
1953-04-17,0.31222572524828923,-3.48%
1953-04-20,0.31644077253914116,1.35%
1953-04-21,0.3141623989768593,-0.72%
1953-04-22,0.30615125780294944,-2.55%
1953-04-23,0.2960482662954521,-3.30%
1953-04-24,0.2964035242150067,0.12%
1953-04-27,0.3015609455363478,1.74%
1953-04-28,0.30825559852725476,2.22%
1953-04-29,0.31426658269853625,1.95%
1953-04-30,0.3120038633031068,-0.72%
1953-05-01,0.3162159154576988,1.35%
1953-05-04,0.3265561758931655,3.27%
1953-05-05,0.3277317781263809,0.36%
1953-05-06,0.3265519437251259,-0.36%
1953-05-07,0.3226333204004244,-1.20%
1953-05-08,0.3226333204004244,0.00%
1953-05-11,0.32302048038490494,0.12%
1953-05-12,0.3164308625850529,-2.04%
1953-05-13,0.31529171147974666,-0.36%
1953-05-14,0.3206831997460503,1.71%
1953-05-15,0.32029837990635507,-0.12%
1953-05-18,0.31683915740336643,-1.08%
1953-05-19,0.31493812245894626,-0.60%
1953-05-20,0.3237248960755509,2.79%
1953-05-21,0.3287750044543295,1.56%
1953-05-22,0.32759141443829387,-0.36%
1953-05-25,0.3260189756489901,-0.48%
1953-05-26,0.3213243023996446,-1.44%
1953-05-27,0.31245575165341444,-2.76%
1953-05-28,0.30561297069220467,-2.19%
1953-05-29,0.3086385391020575,0.99%
1953-06-01,0.29391648078688937,-4.77%
1953-06-02,0.2964735541697353,0.87%
1953-06-03,0.29496153904346967,-0.51%
1953-06-04,0.28947525441726113,-1.86%
1953-06-05,0.2916463188253906,0.75%
1953-06-08,0.28875902026901923,-0.99%
1953-06-09,0.2739456825292185,-5.13%
1953-06-10,0.2718910899102494,-0.75%
1953-06-11,0.2791505820108531,2.67%
1953-06-12,0.2815791920743475,0.87%
1953-06-15,0.27448339643407393,-2.52%
1953-06-16,0.27201304586616726,-0.90%
1953-06-17,0.2823767429136682,3.81%
1953-06-18,0.2820378908221718,-0.12%
1953-06-19,0.2820378908221718,0.00%
1953-06-22,0.28626845918450433,1.50%
1953-06-23,0.29202245521411285,2.01%
1953-06-24,0.29097117437534203,-0.36%
1953-06-25,0.29463741117247133,1.26%
1953-06-26,0.29534454095928525,0.24%
1953-06-29,0.2927750434529395,-0.87%
1953-06-30,0.2927750434529395,0.00%
1953-07-01,0.2963761764874106,1.23%
1953-07-02,0.29895464922285103,0.87%
1953-07-03,0.300838063512955,0.63%
1953-07-06,0.3015600748653861,0.24%
1953-07-07,0.30635488005574574,1.59%
1953-07-08,0.30598725419967887,-0.12%
1953-07-09,0.30332516508814167,-0.87%
1953-07-10,0.30259718469193014,-0.24%
1953-07-13,0.2937008274619874,-2.94%
1953-07-14,0.2904407482771593,-1.11%
1953-07-15,0.2929675827871706,0.87%
1953-07-16,0.29402226608520443,0.36%
1953-07-17,0.3001967336729937,2.10%
1953-07-20,0.2954236056075931,-1.59%
1953-07-21,0.2932079285655362,-0.75%
1953-07-22,0.29426347710837214,0.36%
1953-07-23,0.29576422084162485,0.51%
1953-07-24,0.29576422084162485,0.00%
1953-07-27,0.28990808926896067,-1.98%
1953-07-28,0.2913866205242324,0.51%
1953-07-29,0.29680641166598315,1.86%
1953-07-30,0.3052653943984637,2.85%
1953-07-31,0.3149728339403348,3.18%
1953-08-03,0.3183745405468904,1.08%
1953-08-04,0.3160822438549528,-0.72%
1953-08-05,0.31228925692869336,-1.20%
1953-08-06,0.31687990900554514,1.47%
1953-08-07,0.31611939722393184,-0.24%
1953-08-10,0.3149813673939257,-0.36%
1953-08-11,0.31384743447130753,-0.36%
1953-08-12,0.31610713599950097,0.72%
1953-08-13,0.31421049318350397,-0.60%
1953-08-14,0.31006291467348174,-1.32%
1953-08-17,0.3078304616878327,-0.72%
1953-08-18,0.30404414700907234,-1.23%
1953-08-19,0.29848013911880633,-1.83%
1953-08-20,0.2977637867849212,-0.24%
1953-08-21,0.2999970151858081,0.75%
1953-08-24,0.29036711099834367,-3.21%
1953-08-25,0.28461784220057645,-1.98%
1953-08-26,0.2821416669734314,-0.87%
1953-08-27,0.27968703447076254,-0.87%
1953-08-28,0.2779250061535967,-0.63%
1953-08-31,0.2631671883268407,-5.31%
1953-09-01,0.2665620450562569,1.29%
1953-09-02,0.2713601618672695,1.80%
1953-09-03,0.26965059284750575,-0.63%
1953-09-04,0.2717538674717163,0.78%
1953-09-08,0.2731398121958221,0.51%
1953-09-09,0.27453282523802086,0.51%
1953-09-10,0.2662144806333088,-3.03%
1953-09-11,0.2570300810514597,-3.45%
1953-09-14,0.24268780252878824,-5.58%
1953-09-15,0.2488035351525137,2.52%
1953-09-16,0.2523863060587099,1.44%
1953-09-17,0.2543549192459678,0.78%
1953-09-18,0.2503869825057307,-1.56%
1953-09-21,0.24805838356842744,-0.93%
1953-09-22,0.2584768356783014,4.20%
1953-09-23,0.25948489533744673,0.39%
1953-09-24,0.25979627721185167,0.12%
1953-09-25,0.2618226881741041,0.78%
1953-09-28,0.26684968378704693,1.92%
1953-09-29,0.2682106171743609,0.51%
1953-09-30,0.2633828260652224,-1.80%
1953-10-01,0.2681237169343964,1.80%
1953-10-02,0.27158251288285007,1.29%
1953-10-05,0.2677531994512019,-1.41%
1953-10-06,0.26470081297745823,-1.14%
1953-10-07,0.27113304273281047,2.43%
1953-10-08,0.27251582125074786,0.51%
1953-10-09,0.2739056519391267,0.51%
1953-10-13,0.27078312750702066,-1.14%
1953-10-14,0.27460116960486963,1.41%
1953-10-15,0.2839925296053562,3.42%
1953-10-16,0.29072315255700315,2.37%
1953-10-19,0.29142088812313993,0.24%
1953-10-20,0.2917705931888877,0.12%
1953-10-21,0.292470842612541,0.24%
1953-10-22,0.29641919898781033,1.35%
1953-10-23,0.2982866399414335,0.63%
1953-10-26,0.2968548640697146,-0.48%
1953-10-27,0.29498467842607545,-0.63%
1953-10-28,0.29604662326840936,0.36%
1953-10-29,0.3066154877190916,3.57%
1953-10-30,0.30514373337803996,-0.48%
1953-11-02,0.30962934625869715,1.47%
1953-11-04,0.303963129222163,-1.83%
1953-11-05,0.3087961429767954,1.59%
1953-11-06,0.30768447686207895,-0.36%
1953-11-09,0.30953058372325143,0.60%
1953-11-10,0.29857320105944835,-3.54%
1953-11-12,0.30188736359120827,1.11%
1953-11-13,0.3048760484907612,0.99%
1953-11-16,0.2989309655451914,-1.95%
1953-11-17,0.2941779631930228,-1.59%
1953-11-18,0.29559001741634927,0.48%
1953-11-19,0.29958048265147,1.35%
1953-11-20,0.30101846896819706,0.48%
1953-11-23,0.2980383861254119,-0.99%
1953-11-24,0.3031348425281564,1.71%
1953-11-25,0.303862366150224,0.24%
1953-11-27,0.3090584126113928,1.71%
1953-11-30,0.3128598310865129,1.23%
1953-12-01,0.3136106946811205,0.24%
1953-12-02,0.3201024360610197,2.07%
1953-12-03,0.3208706819075661,0.24%
1953-12-04,0.32125572672585523,0.12%
1953-12-07,0.32009920610964215,-0.36%
1953-12-08,0.3170262537309896,-0.96%
1953-12-09,0.315884959217558,-0.36%
1953-12-10,0.3136105875111916,-0.72%
1953-12-11,0.31285792210116475,-0.24%
1953-12-14,0.310229915555515,-0.84%
1953-12-15,0.3109744673528482,0.24%
1953-12-16,0.3203969937136395,3.03%
1953-12-17,0.31962804092872676,-0.24%
1953-12-18,0.32154580917429915,0.60%
1953-12-21,0.3200023892902625,-0.48%
1953-12-22,0.3127063348144445,-2.28%
1953-12-23,0.31007960160200315,-0.84%
1953-12-24,0.3142656762236302,1.35%
1953-12-28,0.310871606920415,-1.08%
1953-12-29,0.3048096105854669,-1.95%
1953-12-30,0.31267369853857196,2.58%
1953-12-31,0.3145497407298034,0.60%
1954-01-04,0.3198341763740641,1.68%
1954-01-05,0.32559119154879723,1.80%
1954-01-06,0.32715402926823145,0.48%
1954-01-07,0.3240133505872564,-0.96%
1954-01-08,0.3189587423180952,-1.56%
1954-01-11,0.3139829859379329,-1.56%
1954-01-12,0.31888112051856465,1.56%
1954-01-13,0.3242383233432765,1.68%
1954-01-14,0.32890735519941966,1.44%
1954-01-15,0.3382812148226031,2.85%
1954-01-18,0.3382812148226031,0.00%
1954-01-19,0.3482266825383877,2.94%
1954-01-20,0.3510473186669486,0.81%
1954-01-21,0.35273234579654994,0.48%
1954-01-22,0.3551661989825461,0.69%
1954-01-25,0.3584692446330838,0.93%
1954-01-26,0.3651367725832591,1.86%
1954-01-27,0.36174100059823483,-0.93%
1954-01-28,0.36217508979895274,0.12%
1954-01-29,0.3646740979185655,0.69%
1954-02-01,0.36084501989042056,-1.05%
1954-02-02,0.35792217522930814,-0.81%
1954-02-03,0.36168035806921583,1.05%
1954-02-04,0.3696011579109317,2.19%
1954-02-05,0.3738146111111163,1.14%
1954-02-08,0.37078671276111624,-0.81%
1954-02-09,0.36822828444306455,-0.69%
1954-02-10,0.3670131311044024,-0.33%
1954-02-11,0.3635999089851315,-0.93%
1954-02-12,0.36610874835712887,0.69%
1954-02-15,0.36270393699740755,-0.93%
1954-02-16,0.353128553060676,-2.64%
1954-02-17,0.3551413858131218,0.57%
1954-02-18,0.3551413858131218,0.00%
1954-02-19,0.35759186137523236,0.69%
1954-02-23,0.3538371468307924,-1.05%
1954-02-24,0.3538371468307924,0.00%
1954-02-25,0.35712783229631884,0.93%
1954-02-26,0.3670916988173861,2.79%
1954-03-01,0.3712765441839044,1.14%
1954-03-02,0.374283884191794,0.81%
1954-03-03,0.374283884191794,0.00%
1954-03-04,0.37810157981055026,1.02%
1954-03-05,0.38286565971616315,1.26%
1954-03-08,0.3798793075703771,-0.78%
1954-03-09,0.3825004747926126,0.69%
1954-03-10,0.38513972806868163,0.69%
1954-03-11,0.3903391143976089,1.35%
1954-03-12,0.3903391143976089,0.00%
1954-03-15,0.38506953635324115,-1.35%
1954-03-16,0.3846074529096173,-0.12%
1954-03-17,0.3872612443346936,0.69%
1954-03-18,0.3920245576400103,1.23%
1954-03-19,0.39555277865877037,0.90%
1954-03-22,0.39472211782358696,-0.21%
1954-03-23,0.38631453671394456,-2.13%
1954-03-24,0.38063571302424953,-1.47%
1954-03-25,0.3784660894600113,-0.57%
1954-03-26,0.3844837002824255,1.59%
1954-03-29,0.3888668144656452,1.14%
1954-03-30,0.39015007495338183,0.33%
1954-03-31,0.4011523070670672,2.82%
1954-04-01,0.4113816908972775,2.55%
1954-04-02,0.4132329085063152,0.45%
1954-04-05,0.41546436621224936,0.54%
1954-04-06,0.4039975497047913,-2.76%
1954-04-07,0.4084819225065145,1.11%
1954-04-08,0.42073638018170995,3.00%
1954-04-09,0.42073638018170995,0.00%
1954-04-12,0.42944562325147134,2.07%
1954-04-13,0.4326664654258574,0.75%
1954-04-14,0.44253126083756694,2.28%
1954-04-15,0.4467795609416076,0.96%
1954-04-19,0.43820139337152875,-1.92%
1954-04-20,0.4376755516994829,-0.12%
1954-04-21,0.4324234450790891,-1.20%
1954-04-22,0.43423962354842127,0.42%
1954-04-23,0.43892941148274417,1.08%
1954-04-26,0.4436698491267578,1.08%
1954-04-27,0.4355506908877381,-1.83%
1954-04-28,0.43790266461853194,0.54%
1954-04-29,0.4577396553257514,4.53%
1954-04-30,0.4615846684304877,0.84%
1954-05-03,0.45909211122096305,-0.54%
1954-05-04,0.4625353020551203,0.75%
1954-05-05,0.46309034441758645,0.12%
1954-05-06,0.47392665847695803,2.34%
1954-05-07,0.48089338035656926,1.47%
1954-05-10,0.47945070021549957,-0.30%
1954-05-11,0.47297811576259036,-1.35%
1954-05-12,0.4844714839756213,2.43%
1954-05-13,0.47633236304483084,-1.68%
1954-05-14,0.4883359385935605,2.52%
1954-05-17,0.4903869495356534,0.42%
1954-05-18,0.49082829779023546,0.09%
1954-05-19,0.4842021157700673,-1.35%
1954-05-20,0.48928623798565296,1.05%
1954-05-21,0.49794660439799904,1.77%
1954-05-24,0.4983947563419572,0.09%
1954-05-25,0.4948063140962951,-0.72%
1954-05-26,0.5071269913172928,2.49%
1954-05-27,0.5008893293240901,-1.23%
1954-05-28,0.508102135666357,1.44%
1954-06-01,0.508102135666357,0.00%
1954-06-02,0.5065778292593579,-0.30%
1954-06-03,0.5061219092130245,-0.09%
1954-06-04,0.5035406874760381,-0.51%
1954-06-07,0.49780032363881127,-1.14%
1954-06-08,0.4643481418902831,-6.72%
1954-06-09,0.4550147442382884,-2.01%
1954-06-10,0.464160540597478,2.01%
1954-06-11,0.4759966343827137,2.55%
1954-06-14,0.4779958202471211,0.42%
1954-06-15,0.48846392871053307,2.19%
1954-06-16,0.4991612887492938,2.19%
1954-06-17,0.49496833392379974,-0.84%
1954-06-18,0.49912606792875963,0.84%
1954-06-21,0.50017423267141,0.21%
1954-06-22,0.50122459856002,0.21%
1954-06-23,0.5037808440126762,0.51%
1954-06-24,0.5105818854068473,1.35%
1954-06-25,0.5073652195287842,-0.63%
1954-06-28,0.5114748778069673,0.81%
1954-06-29,0.519300443437414,1.53%
1954-06-30,0.5076161834600722,-2.25%
1954-07-01,0.5076161834600722,0.00%
1954-07-02,0.527413214615015,3.90%
1954-07-06,0.5451342986260795,3.36%
1954-07-07,0.5462790806531943,0.21%
1954-07-08,0.5462790806531943,0.00%
1954-07-09,0.5572592901743235,2.01%
1954-07-12,0.5560890456649574,-0.21%
1954-07-13,0.5505837641128744,-0.99%
1954-07-14,0.5543827920852531,0.69%
1954-07-15,0.5598711817268971,0.99%
1954-07-16,0.5526488434826201,-1.29%
1954-07-19,0.5481723878504109,-0.81%
1954-07-20,0.5404431571817201,-1.41%
1954-07-21,0.5508196657996092,1.92%
1954-07-22,0.5640393377787998,2.40%
1954-07-23,0.5662390911961371,0.39%
1954-07-26,0.5679378084697255,0.30%
1954-07-27,0.5779903076796397,1.77%
1954-07-28,0.5814582495257175,0.60%
1954-07-29,0.5877379986205952,1.08%
1954-07-30,0.5986699253949382,1.86%
1954-08-02,0.6051355605892035,1.08%
1954-08-03,0.601686287893845,-0.57%
1954-08-04,0.5998812290301635,-0.30%
1954-08-05,0.5923227255443835,-1.26%
1954-08-06,0.5697552297011425,-3.81%
1954-08-09,0.555055544774853,-2.58%
1954-08-10,0.5688764278397468,2.49%
1954-08-11,0.588502664600218,3.45%
1954-08-12,0.5810875310262553,-1.26%
1954-08-13,0.5884092339171861,1.26%
1954-08-16,0.6072971703259278,3.21%
1954-08-17,0.6114875208011766,0.69%
1954-08-18,0.6096530582387731,-0.30%
1954-08-19,0.6138596643406207,0.69%
1954-08-20,0.6168061907294556,0.48%
1954-08-23,0.6044083862957936,-2.01%
1954-08-24,0.5967928406284667,-1.26%
1954-08-25,0.5840811531230804,-2.13%
1954-08-26,0.5795253201287204,-0.78%
1954-08-27,0.5845671904138402,0.87%
1954-08-30,0.5668548045443008,-3.03%
1954-08-31,0.5377751530711782,-5.13%
1954-09-01,0.5490684312856728,2.10%
1954-09-02,0.5617519120483718,2.31%
1954-09-03,0.5745598556430747,2.28%
1954-09-07,0.5835229893911067,1.56%
1954-09-08,0.584748387668828,0.21%
1954-09-09,0.5875551799296383,0.48%
1954-09-10,0.5939007758728784,1.08%
1954-09-13,0.610114267054208,2.73%
1954-09-14,0.6194490153401374,1.53%
1954-09-15,0.6200065194539435,0.09%
1954-09-16,0.6300506250690974,1.62%
1954-09-17,0.644982824883235,2.37%
1954-09-20,0.6364690515947763,-1.32%
1954-09-21,0.6498349016782665,2.10%
1954-09-22,0.6627016327314962,1.98%
1954-09-23,0.6738350201613853,1.68%
1954-09-24,0.6875812545726775,2.04%
1954-09-27,0.6958322296275496,1.20%
1954-09-28,0.7060609634030746,1.47%
1954-09-29,0.6937755026398611,-1.74%
1954-09-30,0.6817038088939276,-1.74%
1954-10-01,0.6804767420379185,-0.18%
1954-10-04,0.6919087513041555,1.68%
1954-10-05,0.7020798099483265,1.47%
1954-10-06,0.7105047676677064,1.20%
1954-10-07,0.7060285876313999,-0.63%
1954-10-08,0.7047577361736633,-0.18%
1954-10-11,0.6878435505054954,-2.40%
1954-10-12,0.6795894278994294,-1.20%
1954-10-13,0.67897779741432,-0.09%
1954-10-14,0.6543309033681801,-3.63%
1954-10-15,0.643927042004626,-1.59%
1954-10-18,0.6512678102834788,1.14%
1954-10-19,0.6561523188606049,0.75%
1954-10-20,0.6720968202089176,2.43%
1954-10-21,0.6696772716561654,-0.36%
1954-10-22,0.6696772716561654,0.00%
1954-10-25,0.6590294030368323,-1.59%
1954-10-26,0.657843150111366,-0.18%
1954-10-27,0.6627769737372012,0.75%
1954-10-28,0.6540283176838702,-1.32%
1954-10-29,0.6416671824796449,-1.89%
1954-11-01,0.6484046878956812,1.05%
1954-11-03,0.6880870547948968,6.12%
1954-11-04,0.7122389104181976,3.51%
1954-11-05,0.7049740735319321,-1.02%
1954-11-08,0.7250658346275921,2.85%
1954-11-09,0.733549104892735,1.17%
1954-11-10,0.7355296874759453,0.27%
1954-11-11,0.7547270123190675,2.61%
1954-11-12,0.7594817924966776,0.63%
1954-11-15,0.7546970572039485,-0.63%
1954-11-16,0.761489330718784,0.90%
1954-11-17,0.7656013731046655,0.54%
1954-11-18,0.7527392700365071,-1.68%
1954-11-19,0.7534167353795399,0.09%
1954-11-22,0.7622317111834805,1.17%
1954-11-23,0.7928734259730564,4.02%
1954-11-24,0.8061936995294037,1.68%
1954-11-26,0.8294120780758505,2.88%
1954-11-29,0.8286656072055822,-0.09%
1954-11-30,0.8070374348575166,-2.61%
1954-12-01,0.7893633150341369,-2.19%
1954-12-02,0.8026246187267103,1.68%
1954-12-03,0.8245362708179496,2.73%
1954-12-06,0.8438304195550896,2.34%
1954-12-07,0.8554752793449499,1.38%
1954-12-08,0.8511123554202907,-0.51%
1954-12-09,0.8386010037956124,-1.47%
1954-12-10,0.8292925326534811,-1.11%
1954-12-13,0.8315316224916455,0.27%
1954-12-14,0.8143189179060684,-2.07%
1954-12-15,0.8292209541037494,1.83%
1954-12-16,0.8558389467304798,3.21%
1954-12-17,0.9284996733078975,8.49%
1954-12-20,0.8828174893811489,-4.92%
1954-12-21,0.8865253228365497,0.42%
1954-12-22,0.8835997892711891,-0.33%
1954-12-23,0.8857204287654399,0.24%
1954-12-27,0.8631345578319212,-2.55%
1954-12-28,0.8898054156689275,3.09%
1954-12-29,0.9130293370178865,2.61%
1954-12-30,0.9130293370178865,0.00%
1954-12-31,0.931381226691946,2.01%
1955-01-03,0.991175901445569,6.42%
1955-01-04,0.9644141521065386,-2.70%
1955-01-05,0.8929510634354441,-7.41%
1955-01-06,0.8567865453663086,-4.05%
1955-01-07,0.8781205303459296,2.49%
1955-01-10,0.9123672310294209,3.90%
1955-01-11,0.9038822157808473,-0.93%
1955-01-12,0.8962896051682882,-0.84%
1955-01-13,0.8849963561431677,-1.26%
1955-01-14,0.8738454020557639,-1.26%
1955-01-17,0.8219389851736515,-5.94%
1955-01-18,0.8377202136889856,1.92%
1955-01-19,0.8492807526378937,1.38%
1955-01-20,0.8617651797016707,1.47%
1955-01-21,0.8845157804457947,2.64%
1955-01-24,0.8906189393308707,0.69%
1955-01-25,0.8898173822854729,-0.09%
1955-01-26,0.9229185889064924,3.72%
1955-01-27,0.9259642202498839,0.33%
1955-01-28,0.9415204191500819,1.68%
1955-01-31,0.9759800664909749,3.66%
1955-02-01,0.9832999169896572,0.75%
1955-02-02,0.9744502177367503,-0.90%
1955-02-03,0.9610028047319832,-1.38%
1955-02-04,1.0022298250549853,4.29%
1955-02-07,1.0022298250549853,0.00%
1955-02-08,0.9616395171402584,-4.05%
1955-02-09,0.9847188655516247,2.40%
1955-02-10,1.0113062749215185,2.70%
1955-02-11,1.0170707206885712,0.57%
1955-02-14,0.9957122355541111,-2.10%
1955-02-15,0.9957122355541111,0.00%
1955-02-16,0.9858546844221254,-0.99%
1955-02-17,0.9914740561233316,0.57%
1955-02-18,0.9956382471590496,0.42%
1955-02-21,0.9923526409434248,-0.33%
1955-02-23,0.9899709946051606,-0.24%
1955-02-24,0.973933464492557,-1.62%
1955-02-25,0.9698429439416884,-0.42%
1955-02-28,0.9849724938671788,1.56%
1955-03-01,0.9905868370822217,0.57%
1955-03-02,1.0164411535300677,2.61%
1955-03-03,1.0280285826803106,1.14%
1955-03-04,1.0471499143181644,1.86%
1955-03-07,1.0270446359632557,-1.92%
1955-03-08,0.969119318494928,-5.64%
1955-03-09,0.9406272105311771,-2.94%
1955-03-10,0.9586872529733759,1.92%
1955-03-11,0.9089313845440576,-5.19%
1955-03-14,0.8434883248568854,-7.20%
1955-03-15,0.8978933218101545,6.45%
1955-03-16,0.9183652895474259,2.28%
1955-03-17,0.9291101634351309,1.17%
1955-03-18,0.9338486252686501,0.51%
1955-03-21,0.915918731663492,-1.92%
1955-03-22,0.932680044452934,1.83%
1955-03-23,0.9690545661865984,3.90%
1955-03-24,0.9920211594052208,2.37%
1955-03-25,0.9944020101877933,0.24%
1955-03-28,0.9839607890808215,-1.05%
1955-03-29,0.9854367302644428,0.15%
1955-03-30,0.9588299385473028,-2.70%
1955-03-31,0.9634323222523298,0.48%
1955-04-01,0.9926243216165753,3.03%
1955-04-04,0.9830951281290562,-0.96%
1955-04-05,0.9951871982050435,1.23%
1955-04-06,1.0104135623375807,1.53%
1955-04-07,1.0243572694978393,1.38%
1955-04-11,1.0326545633807718,0.81%
1955-04-12,1.0509325491526116,1.77%
1955-04-13,1.0550311860943067,0.39%
1955-04-14,1.0616778825667008,0.63%
1955-04-15,1.0760105339813513,1.35%
1955-04-18,1.1024803931172924,2.46%
1955-04-19,1.0981807195841349,-0.39%
1955-04-20,1.1034519870381387,0.48%
1955-04-21,1.106762342999253,0.30%
1955-04-22,1.0798680180643712,-2.43%
1955-04-25,1.0882909886052732,0.78%
1955-04-26,1.1052683280275155,1.56%
1955-04-27,1.0880261421102864,-1.56%
1955-04-28,1.0511420558927476,-3.39%
1955-04-29,1.0744774095335665,2.22%
1955-05-02,1.081246617213628,0.63%
1955-05-03,1.0523773325340242,-2.67%
1955-05-04,1.047325921337861,-0.48%
1955-05-05,1.062407414605126,1.44%
1955-05-06,1.0684631368683755,0.57%
1955-05-09,1.0719890652200412,0.33%
1955-05-10,1.065235534109155,-0.63%
1955-05-11,1.028804478842622,-3.42%
1955-05-12,1.0105946395671075,-1.77%
1955-05-13,1.0303012350386662,1.95%
1955-05-16,0.9956831135413671,-3.36%
1955-05-17,0.9915012444644934,-0.42%
1955-05-18,1.0164870758249984,2.52%
1955-05-19,1.0335640586988584,1.68%
1955-05-20,1.0543386962787054,2.01%
1955-05-23,1.032513885265736,-2.07%
1955-05-24,1.0309651144378376,-0.15%
1955-05-25,1.0424088272080976,1.11%
1955-05-26,1.063048521986818,1.98%
1955-05-27,1.0697457276753348,0.63%
1955-05-31,1.068141109083822,-0.15%
1955-06-01,1.0723068594092489,0.39%
1955-06-02,1.076488856160945,0.39%
1955-06-03,1.1071687885615318,2.85%
1955-06-06,1.2214286075410818,10.32%
1955-06-07,1.2463457511349199,2.04%
1955-06-08,1.177173561946932,-5.55%
1955-06-09,1.1581033502433915,-1.62%
1955-06-10,1.1796440725579185,1.86%
1955-06-13,1.2129100354040518,2.82%
1955-06-14,1.2176403845421278,0.39%
1955-06-15,1.2377314508870727,1.65%
1955-06-16,1.244415200721863,0.54%
1955-06-17,1.2574815603294425,1.05%
1955-06-20,1.2612540050104306,0.30%
1955-06-21,1.2960646155487185,2.76%
1955-06-22,1.30461864201134,0.66%
1955-06-23,1.319099908937666,1.11%
1955-06-24,1.3396778675170937,1.56%
1955-06-27,1.3424911910388797,0.21%
1955-06-28,1.3207428337440499,-1.62%
1955-06-29,1.322723947994666,0.15%
1955-06-30,1.3461361618741716,1.77%
