NASDAQ100,LEVERAGE 3.0x,1986-2025
Date,Close-Price,Change (%)
1991-07-03,409.1339979266998,-4.29%
1991-07-05,406.9246743378956,-0.54%
1991-07-08,440.6180373730734,8.28%
1991-07-09,449.6066453354841,2.04%
1991-07-10,463.22972668914923,3.03%
1991-07-11,466.00910504928413,0.60%
1991-07-12,485.0222765352949,4.08%
1991-07-15,493.02514409812727,1.65%
1991-07-16,468.7683070084994,-4.92%
1991-07-17,462.86182634019235,-1.26%
1991-07-18,477.99740806151664,3.27%
1991-07-19,481.7257878443965,0.78%
1991-07-22,467.70756741812454,-2.91%
1991-07-23,441.04823607529147,-5.70%
1991-07-24,433.6386257092266,-1.68%
1991-07-25,450.55053211188635,3.90%
1991-07-26,466.22969062938,3.48%
1991-07-29,468.467593144401,0.48%
1991-07-30,493.34322234036864,5.31%
1991-07-31,508.88353384409027,3.15%
1991-08-01,520.6387434758886,2.31%
1991-08-02,527.6673665128131,1.35%
1991-08-05,508.67134131835184,-3.60%
1991-08-06,523.1684745459248,2.85%
1991-08-07,533.5272103419342,1.98%
1991-08-08,546.3318633901406,2.40%
1991-08-09,542.7260730917657,-0.66%
1991-08-12,554.9374097363303,2.25%
1991-08-13,568.0894263470814,2.37%
1991-08-14,581.7235725794113,2.40%
1991-08-15,563.7483141867075,-3.09%
1991-08-16,549.8801056577145,-2.46%
1991-08-19,505.33981709943964,-8.10%
1991-08-20,517.7711766000858,2.46%
1991-08-21,585.029652440437,12.99%
1991-08-22,575.9031898623662,-1.56%
1991-08-23,589.3793245051456,2.34%
1991-08-26,589.0256969104425,-0.06%
1991-08-27,589.3791123285888,0.06%
1991-08-28,608.4749955680351,3.24%
1991-08-29,600.2605831278667,-1.35%
1991-08-30,592.8773779553939,-1.23%
1991-09-03,573.8460141230257,-3.21%
1991-09-04,558.524325545941,-2.67%
1991-09-05,552.1571482347173,-1.14%
1991-09-06,547.5190281895457,-0.84%
1991-09-09,555.567557903932,1.47%
1991-09-10,526.2335908466043,-5.28%
1991-09-11,544.8622599625742,3.54%
1991-09-12,579.3520410182051,6.33%
1991-09-13,542.5052512094472,-6.36%
1991-09-16,537.1344492224737,-0.99%
1991-09-17,534.3950635314391,-0.51%
1991-09-18,551.3888265517388,3.18%
1991-09-19,565.9454915727047,2.64%
1991-09-20,584.6216927946039,3.30%
1991-09-23,573.9231158164627,-1.83%
1991-09-24,588.9025091392723,2.61%
1991-09-25,598.9727420455538,1.71%
1991-09-26,592.3241446088481,-1.11%
1991-09-27,580.0630348154449,-2.07%
1991-09-30,589.8080938003443,1.68%
1991-10-01,594.9394242164072,0.87%
1991-10-02,574.4140140809412,-3.45%
1991-10-03,546.3251687923832,-4.89%
1991-10-04,546.9807589949341,0.12%
1991-10-07,537.4632937884223,-1.74%
1991-10-08,544.07409230202,1.23%
1991-10-09,523.6713138406942,-3.75%
1991-10-10,538.4388448910017,2.82%
1991-10-11,552.1690354357223,2.55%
1991-10-14,585.4648282724963,6.03%
1991-10-15,623.0516702475907,6.42%
1991-10-16,650.7151644065837,4.44%
1991-10-17,616.74783282456,-5.22%
1991-10-18,620.818368521202,0.66%
1991-10-21,606.4774642083622,-2.31%
1991-10-22,606.1135777298372,-0.06%
1991-10-23,597.0218740638896,-1.50%
1991-10-24,574.0962340998362,-3.84%
1991-10-25,557.734491427991,-2.85%
1991-10-28,578.1475738142555,3.66%
1991-10-29,600.5218849208671,3.87%
1991-10-30,629.3469353970688,4.80%
1991-10-31,615.1866293506348,-2.25%
1991-11-01,599.4993703021936,-2.55%
1991-11-04,580.4352903265838,-3.18%
1991-11-05,593.320953771834,2.22%
1991-11-06,595.6349054915441,0.39%
1991-11-07,616.8990716175923,3.57%
1991-11-08,633.7404162727527,2.73%
1991-11-11,648.5699420135352,2.34%
1991-11-12,675.4207376128956,4.14%
1991-11-13,681.2968980301277,0.87%
1991-11-14,669.2379429349944,-1.77%
1991-11-15,559.0144537336008,-16.47%
1991-11-18,582.9961737987722,4.29%
1991-11-19,557.460941386386,-4.38%
1991-11-20,562.1436132940316,0.84%
1991-11-21,582.3807833726167,3.60%
1991-11-22,568.5783588066857,-2.37%
1991-11-25,548.7918319202131,-3.48%
1991-11-26,555.3773339032557,1.20%
1991-11-27,561.8752487099238,1.17%
1991-11-29,559.3468100907292,-0.45%
1991-12-02,613.2119079024664,9.63%
1991-12-03,613.2119079024664,0.00%
1991-12-04,620.570450797296,1.20%
1991-12-05,615.7300012810771,-0.78%
1991-12-06,626.9978603045208,1.83%
1991-12-09,624.7406680074246,-0.36%
1991-12-10,628.3016898150669,0.57%
1991-12-11,618.8771644678409,-1.50%
1991-12-12,638.5574582979183,3.18%
1991-12-13,660.0129888967284,3.36%
1991-12-16,671.1012071101934,1.68%
1991-12-17,643.5189474979644,-4.11%
1991-12-18,648.1522839199498,0.72%
1991-12-19,615.0965174400324,-5.10%
1991-12-20,623.2157914702409,1.32%
1991-12-23,670.5178700428322,7.59%
1991-12-24,695.6622901694385,3.75%
1991-12-26,740.5325078853673,6.45%
1991-12-27,762.5263233695628,2.97%
1991-12-30,834.5850609279864,9.45%
1991-12-31,866.1323762310643,3.78%
1992-01-02,885.8801944091325,2.28%
1992-01-03,897.3080489170103,1.29%
1992-01-06,913.9979786268666,1.86%
1992-01-07,936.4823289010875,2.46%
1992-01-08,974.9717526189221,4.11%
1992-01-09,1026.1577696314155,5.25%
1992-01-10,997.8358151895884,-2.76%
1992-01-13,1007.7143897599653,0.99%
1992-01-14,1045.2013650590359,3.72%
1992-01-15,1071.8539998680415,2.55%
1992-01-16,1038.7337112721189,-3.09%
1992-01-17,1019.1016441290758,-1.89%
1992-01-20,950.0065526571245,-6.78%
1992-01-21,867.6409845417518,-8.67%
1992-01-22,980.6078407290879,13.02%
1992-01-23,978.5485642635568,-0.21%
1992-01-24,973.2644020165337,-0.54%
1992-01-27,931.2193798494194,-4.32%
1992-01-28,934.2924038029225,0.33%
1992-01-29,905.1424808042714,-3.12%
1992-01-30,936.6414391362599,3.48%
1992-01-31,913.0380748700262,-2.52%
1992-02-03,937.964014313978,2.73%
1992-02-04,983.5490654096374,4.86%
1992-02-05,1017.186443446647,3.42%
1992-02-06,1001.6234908619133,-1.53%
1992-02-07,982.0918327901061,-1.95%
1992-02-10,968.8335930474396,-1.35%
1992-02-11,961.8579911774981,-0.72%
1992-02-12,1058.81327668819,10.08%
1992-02-13,1003.8608676280728,-5.19%
1992-02-14,977.0577824624033,-2.67%
1992-02-18,908.1752087988039,-7.05%
1992-02-19,904.3608729218489,-0.42%
1992-02-20,962.6921492253082,6.45%
1992-02-21,938.1434994200629,-2.55%
1992-02-24,909.9991944374609,-3.00%
1992-02-25,904.8121990291673,-0.57%
1992-02-26,980.8164237476175,8.40%
1992-02-27,977.285484622126,-0.36%
1992-02-28,964.6785018705006,-1.29%
1992-03-02,971.0453799828458,0.66%
1992-03-03,963.1799124049847,-0.81%
1992-03-04,929.0833435058483,-3.54%
1992-03-05,895.6363431396378,-3.60%
1992-03-06,859.6317621454243,-4.02%
1992-03-09,861.9527679032169,0.27%
1992-03-10,916.2557922811195,6.30%
1992-03-11,873.6498979400475,-4.65%
1992-03-12,871.8152331543733,-0.21%
1992-03-13,884.6309170817426,1.47%
1992-03-16,898.6965486633424,1.59%
1992-03-17,935.6329768134057,4.11%
1992-03-18,933.3874576690536,-0.24%
1992-03-19,932.8274251944521,-0.06%
1992-03-20,919.1148620440936,-1.47%
1992-03-23,904.2252012789793,-1.62%
1992-03-24,904.2252012789793,0.00%
1992-03-25,893.1032313032479,-1.23%
1992-03-26,858.5401362518122,-3.87%
1992-03-27,788.4832611336643,-8.16%
1992-03-30,774.7636523899386,-1.74%
1992-03-31,779.8770924957121,0.66%
1992-04-01,786.1940969449273,0.81%
1992-04-02,740.673458731816,-5.79%
1992-04-03,731.5631751894147,-1.23%
1992-04-06,788.1861649490753,7.74%
1992-04-07,703.7714266830294,-10.71%
1992-04-08,689.6256210067005,-2.01%
1992-04-09,747.5541731712634,8.40%
1992-04-10,701.5795915212307,-6.15%
1992-04-13,729.5726172229278,3.99%
1992-04-14,752.9918982357838,3.21%
1992-04-15,791.8462801847503,5.16%
1992-04-16,742.1975184171665,-6.27%
1992-04-20,662.9308234502131,-10.68%
1992-04-21,648.4126384166534,-2.19%
1992-04-22,673.3116837318529,3.84%
1992-04-23,660.1821058990818,-1.95%
1992-04-24,636.2174954549452,-3.63%
1992-04-27,610.0689563917468,-4.11%
1992-04-28,579.3214809896028,-5.04%
1992-04-29,628.5058747256201,8.49%
1992-04-30,658.8627084748675,4.83%
1992-05-01,656.490802724358,-0.36%
1992-05-04,677.1702630101753,3.15%
1992-05-05,703.7830543464751,3.93%
1992-05-06,706.1055384258185,0.33%
1992-05-07,690.0063321497098,-2.28%
1992-05-08,680.2772428663989,-1.41%
1992-05-11,684.5629894964571,0.63%
1992-05-12,672.2408556855208,-1.80%
1992-05-13,663.7706209038834,-1.26%
1992-05-14,636.6887795710049,-4.08%
1992-05-15,626.9474412435686,-1.53%
1992-05-18,636.5397370945952,1.53%
1992-05-19,647.997452362298,1.80%
1992-05-20,667.8261744045842,3.06%
1992-05-21,657.4080860838727,-1.56%
1992-05-22,660.169200045425,0.42%
1992-05-26,644.1270884843211,-2.43%
1992-05-27,657.8469954690372,2.13%
1992-05-28,682.9109659964075,3.81%
1992-05-29,704.6275347150934,3.18%
1992-06-01,729.3599611835931,3.51%
1992-06-02,717.3255218240638,-1.65%
1992-06-03,717.9711147937054,0.09%
1992-06-04,708.4938960784285,-1.32%
1992-06-05,690.4273017284286,-2.55%
1992-06-08,670.5429954386498,-2.88%
1992-06-09,635.7418139753838,-5.19%
1992-06-10,621.6283457051303,-2.22%
1992-06-11,621.4418572014188,-0.03%
1992-06-12,630.9499176166005,1.53%
1992-06-15,629.4356378143207,-0.24%
1992-06-16,600.355711347299,-4.62%
1992-06-17,565.4150089468861,-5.82%
1992-06-18,556.9337838126828,-1.50%
1992-06-19,585.1703266519858,5.07%
1992-06-22,575.5150162622281,-1.65%
1992-06-23,588.2914496232495,2.22%
1992-06-24,575.5843543113873,-2.16%
1992-06-25,551.9278373491893,-4.11%
1992-06-26,544.9735465985896,-1.26%
1992-06-29,605.6291023350126,11.13%
1992-06-30,608.1727445648196,0.42%
1992-07-01,637.1825844805616,4.77%
1992-07-02,605.0685822227413,-5.04%
1992-07-06,614.3261315307493,1.53%
1992-07-07,576.9136701205267,-6.09%
1992-07-08,584.5289305661178,1.32%
1992-07-09,611.884884516612,4.68%
1992-07-10,615.7397592890667,0.63%
1992-07-13,628.8550161619239,2.13%
1992-07-14,655.2669268407248,4.20%
1992-07-15,656.2498272309858,0.15%
1992-07-16,668.2591990693129,1.83%
1992-07-17,631.3712912806868,-5.52%
1992-07-20,599.7395895875244,-5.01%
1992-07-21,627.6274805033443,4.65%
1992-07-22,603.3382970078649,-3.87%
1992-07-23,611.3023625283687,1.32%
1992-07-24,616.9874744998825,0.93%
1992-07-27,607.3624698976844,-1.56%
1992-07-28,637.0624946756811,4.89%
1992-07-29,658.0855569999785,3.30%
1992-07-30,663.4160500116783,0.81%
1992-07-31,663.0180003816713,-0.06%
1992-08-03,674.9523243885413,1.80%
1992-08-04,664.018096733447,-1.62%
1992-08-05,635.332514954562,-4.32%
1992-08-06,622.7529311584617,-1.98%
1992-08-07,615.0930701052126,-1.23%
1992-08-10,620.6289077361595,0.90%
1992-08-11,610.0161534138712,-1.71%
1992-08-12,600.4999014206148,-1.56%
1992-08-13,602.481551095303,0.33%
1992-08-14,608.2653739858179,0.96%
1992-08-17,597.1341176418774,-1.83%
1992-08-18,597.4923981124625,0.06%
1992-08-19,584.7658100326671,-2.13%
1992-08-20,591.4321402670396,1.14%
1992-08-21,569.2534350070256,-3.75%
1992-08-24,540.5630618826715,-5.04%
1992-08-25,548.1850010552172,1.41%
1992-08-26,571.3732265998528,4.23%
1992-08-27,590.2285430776479,3.30%
1992-08-28,588.2807888854917,-0.33%
1992-08-31,588.9867258321543,0.12%
1992-09-01,605.0660634473722,2.73%
1992-09-02,632.6570759405724,4.56%
1992-09-03,642.7163234480275,1.59%
1992-09-04,631.5330594200319,-1.74%
1992-09-08,627.7438610635118,-0.60%
1992-09-09,653.7324569115412,4.14%
1992-09-10,684.1310161579279,4.65%
1992-09-11,686.5938878160964,0.36%
1992-09-14,748.3873377195451,9.00%
1992-09-15,715.6079723274291,-4.38%
1992-09-16,705.9472647010089,-1.35%
1992-09-17,711.2418691862665,0.75%
1992-09-18,715.72269296214,0.63%
1992-09-21,711.2136399964785,-0.63%
1992-09-22,677.9288416446433,-4.68%
1992-09-23,687.8943956168195,1.47%
1992-09-24,699.244653144497,1.65%
1992-09-25,650.9967720775267,-6.90%
1992-09-28,636.154045674159,-2.28%
1992-09-29,653.3302049073612,2.70%
1992-09-30,669.4021279480822,2.46%
1992-10-01,642.6929830429538,-3.99%
1992-10-02,613.7717988060208,-4.50%
1992-10-05,609.5367733942593,-0.69%
1992-10-06,635.3201789088365,4.23%
1992-10-07,619.3101104003339,-2.52%
1992-10-08,637.3320346129835,2.91%
1992-10-09,620.5064688992007,-2.64%
1992-10-12,635.5847760934513,2.43%
1992-10-13,648.1693546601017,1.98%
1992-10-14,644.6692401449371,-0.54%
1992-10-15,660.5281034525026,2.46%
1992-10-16,687.4776500733647,4.08%
1992-10-19,729.3450389628325,6.09%
1992-10-20,733.2835021732319,0.54%
1992-10-21,751.5422613773453,2.49%
1992-10-22,751.7677240557584,0.03%
1992-10-23,747.2571177114239,-0.60%
1992-10-26,759.1385058830356,1.59%
1992-10-27,736.5920922583094,-2.97%
1992-10-28,755.3751906108964,2.55%
1992-10-29,785.9678858306377,4.05%
1992-10-30,772.0562542514353,-1.77%
1992-11-02,780.3944617973508,1.08%
1992-11-03,749.4908411101758,-3.96%
1992-11-04,761.8574399884936,1.65%
1992-11-05,822.6536636995755,7.98%
1992-11-06,834.7466725559592,1.47%
1992-11-09,852.777200683168,2.16%
1992-11-10,881.4305146261224,3.36%
1992-11-11,908.1378592192939,3.03%
1992-11-12,899.9646184863202,-0.90%
1992-11-13,913.194098378069,1.47%
1992-11-16,882.7847349020793,-3.33%
1992-11-17,833.5253466945434,-5.58%
1992-11-18,878.5357154160488,5.40%
1992-11-19,897.2485261544107,2.13%
1992-11-20,913.1298250673437,1.77%
1992-11-23,870.9432271492325,-4.62%
1992-11-24,920.5869910967386,5.70%
1992-11-25,918.1014062207774,-0.27%
1992-11-27,915.3471020021151,-0.30%
1992-11-30,928.253496140345,1.41%
1992-12-01,941.8988225336079,1.47%
1992-12-02,933.1391634840454,-0.93%
1992-12-03,958.8938043962052,2.76%
1992-12-04,988.235954810729,3.06%
1992-12-07,1016.697150309278,2.88%
1992-12-08,1006.0218302310305,-1.05%
1992-12-09,982.7827259526937,-2.31%
1992-12-10,955.9527575341851,-2.73%
1992-12-11,926.1270314991185,-3.12%
1992-12-14,914.4578309022297,-1.26%
1992-12-15,895.2542164532829,-2.10%
1992-12-16,910.8316398195701,1.74%
1992-12-17,972.586024999337,6.78%
1992-12-18,981.0475234168312,0.87%
1992-12-21,992.8200936978332,1.20%
1992-12-22,962.1419528025701,-3.09%
1992-12-23,969.0693748627488,0.72%
1992-12-24,977.7909992365134,0.90%
1992-12-28,990.1111658268934,1.26%
1992-12-29,996.3488661716028,0.63%
1992-12-30,997.5444848110088,0.12%
1992-12-31,999.6393282291119,0.21%
1993-01-04,967.8507975914262,-3.18%
1993-01-05,999.4995186726658,3.27%
1993-01-06,1055.5714416702024,5.61%
1993-01-07,1030.2377270701174,-2.40%
1993-01-08,1043.2187224312008,1.26%
1993-01-11,1088.2857712402285,4.32%
1993-01-12,1062.8198841932071,-2.34%
1993-01-13,1131.6906126889269,6.48%
1993-01-14,1181.258661524702,4.38%
1993-01-15,1161.7678936095444,-1.65%
1993-01-18,1157.2369988244673,-0.39%
1993-01-19,1132.2406796498587,-2.16%
1993-01-20,1129.523302018699,-0.24%
1993-01-21,1162.0535731168375,2.88%
1993-01-22,1148.1089302394355,-1.20%
1993-01-25,1177.730140639613,2.58%
1993-01-26,1162.1841027831701,-1.32%
1993-01-27,1100.123471694549,-5.34%
1993-01-28,1082.961545536114,-1.56%
1993-01-29,1081.9868801451316,-0.09%
1993-02-01,1125.1581566629225,3.99%
1993-02-02,1142.7106239068642,1.56%
1993-02-03,1134.4831074147348,-0.72%
1993-02-04,1113.7220665490452,-1.83%
1993-02-05,1066.9457397539852,-4.20%
1993-02-08,1038.4582885025538,-2.67%
1993-02-09,1014.7814395246955,-2.28%
1993-02-10,1051.3135713475847,3.60%
1993-02-11,1043.1133254910735,-0.78%
1993-02-12,999.3025658204484,-4.20%
1993-02-16,880.5854210009792,-11.88%
1993-02-17,873.188503464571,-0.84%
1993-02-18,891.2635054862876,2.07%
1993-02-19,888.5897149698287,-0.30%
1993-02-22,830.4759476108019,-6.54%
1993-02-23,836.9536600021662,0.78%
1993-02-24,902.4871315803358,7.83%
1993-02-25,914.3999617171963,1.32%
1993-02-26,910.285161889469,-0.45%
1993-03-01,894.4462000725923,-1.74%
1993-03-02,949.186307517035,6.12%
1993-03-03,979.0856762038217,3.15%
1993-03-04,942.9574147519006,-3.69%
1993-03-05,943.2403019763261,0.03%
1993-03-08,974.084259850952,3.27%
1993-03-09,973.7920345729967,-0.03%
1993-03-10,988.9831903123355,1.56%
1993-03-11,992.8402247545537,0.39%
1993-03-12,1000.2865264402129,0.75%
1993-03-15,1014.090480505088,1.38%
1993-03-16,1008.3101647662089,-0.57%
1993-03-17,942.064186941069,-6.57%
1993-03-18,940.9337099167398,-0.12%
1993-03-19,909.6006173765123,-3.33%
1993-03-22,892.9549260785221,-1.83%
1993-03-23,883.0431263990505,-1.11%
1993-03-24,885.9571687161674,0.33%
1993-03-25,930.6094100194623,5.04%
1993-03-26,916.9294516921761,-1.47%
1993-03-29,907.3016924494084,-1.05%
1993-03-30,956.2959838416765,5.40%
1993-03-31,970.0666460089966,1.44%
1993-04-01,929.032826882816,-4.23%
1993-04-02,825.6314732507586,-11.13%
1993-04-05,851.143485774207,3.09%
1993-04-06,820.5023202863355,-3.60%
1993-04-07,853.9788149540179,4.08%
1993-04-08,827.0784822829664,-3.15%
1993-04-12,881.1694150242723,6.54%
1993-04-13,857.377840818617,-2.70%
1993-04-14,862.0076811590376,0.54%
1993-04-15,842.6125083329592,-2.25%
1993-04-16,818.59805184547,-2.85%
1993-04-19,795.5135867834277,-2.82%
1993-04-20,806.7303283570741,1.41%
1993-04-21,814.9589777063162,1.02%
1993-04-22,802.4901053474096,-1.53%
1993-04-23,768.30402685961,-4.26%
1993-04-26,724.2802061205543,-5.73%
1993-04-27,772.9518359718555,6.72%
1993-04-28,807.9665541413805,4.53%
1993-04-29,803.1187548165321,-0.60%
1993-04-30,810.1058879834359,0.87%
1993-05-03,846.0745894099005,4.44%
1993-05-04,907.2457822242363,7.23%
1993-05-05,923.3040325696054,1.77%
1993-05-06,895.0509291729755,-3.06%
1993-05-07,906.5970861593069,1.29%
1993-05-10,919.1081259483053,1.38%
1993-05-11,904.7700391835118,-1.56%
1993-05-12,889.0270405017187,-1.74%
1993-05-13,864.2231860717208,-2.79%
1993-05-14,879.7792034210117,1.80%
1993-05-17,901.4217718251685,2.46%
1993-05-18,926.8418657906383,2.82%
1993-05-19,994.686690366513,7.32%
1993-05-20,1041.8348394898858,4.74%
1993-05-21,1009.9546934014953,-3.06%
1993-05-24,1013.2875438897204,0.33%
1993-05-25,1005.9918735737144,-0.72%
1993-05-26,1072.9909323537238,6.66%
1993-05-27,1059.1493493263608,-1.29%
1993-05-28,1019.7489935314202,-3.72%
1993-06-01,1056.4599572985514,3.60%
1993-06-02,1057.7277092473098,0.12%
1993-06-03,1052.3332979301485,-0.51%
1993-06-04,1023.2888989072765,-2.76%
1993-06-07,987.6784452253033,-3.48%
1993-06-08,958.3443954021119,-2.97%
1993-06-09,954.3193489414231,-0.42%
1993-06-10,948.879728652457,-0.57%
1993-06-11,976.7767926748393,2.94%
1993-06-14,1009.5964929087139,3.36%
1993-06-15,1008.0820981693508,-0.15%
1993-06-16,992.0535928084581,-1.59%
1993-06-17,983.7203426288671,-0.84%
1993-06-18,934.7310695659496,-4.98%
1993-06-21,933.8898116033403,-0.09%
1993-06-22,920.7219652597331,-1.41%
1993-06-23,911.0543846245059,-1.05%
1993-06-24,933.1930061708814,2.43%
1993-06-25,967.6278280985869,3.69%
1993-06-28,1017.557424028474,5.16%
1993-06-29,996.7992525782931,-2.04%
1993-06-30,998.2944514571607,0.15%
1993-07-01,978.5282213183089,-1.98%
1993-07-02,982.3444813814502,0.39%
1993-07-06,954.6423670064934,-2.82%
1993-07-07,931.4445574882355,-2.43%
1993-07-08,953.5197935007068,2.37%
1993-07-09,967.5365344651672,1.47%
1993-07-12,970.7294050289023,0.33%
1993-07-13,963.4489344911856,-0.75%
1993-07-14,977.611633828206,1.47%
1993-07-15,951.2161197148444,-2.70%
1993-07-16,876.735897541172,-7.83%
1993-07-19,861.743713693218,-1.71%
1993-07-20,911.3801516019474,5.76%
1993-07-21,887.3197155996561,-2.64%
1993-07-22,854.8438140087087,-3.66%
1993-07-23,890.7472541970745,4.20%
1993-07-26,915.0646542366547,2.73%
1993-07-27,881.2987684953222,-3.69%
1993-07-28,917.2557582499313,4.08%
1993-07-29,921.383409162056,0.45%
1993-07-30,886.8315313184788,-3.75%
1993-08-02,904.6568450979803,2.01%
1993-08-03,912.2559625968033,0.84%
1993-08-04,942.0867325737188,3.27%
1993-08-05,960.1747978391343,1.92%
1993-08-06,965.9358466261691,0.60%
1993-08-09,959.2708892844486,-0.69%
1993-08-10,930.2049813391297,-3.03%
1993-08-11,938.5768261711818,0.90%
1993-08-12,936.0426687405195,-0.27%
1993-08-13,944.1862399585619,0.87%
1993-08-16,1023.7811399870687,8.43%
1993-08-17,1053.2660368186962,2.88%
1993-08-18,1067.1691485047031,1.32%
1993-08-19,1019.7868383110944,-4.44%
1993-08-20,1024.6818151349876,0.48%
1993-08-23,1021.6077696895826,-0.30%
1993-08-24,1025.8985223222787,0.42%
1993-08-25,1000.6614186731507,-2.46%
1993-08-26,973.9437587945777,-2.67%
1993-08-27,988.5529151764962,1.50%
1993-08-30,1011.3884875170731,2.31%
1993-08-31,1038.695976680034,2.70%
1993-09-01,1051.4719371931983,1.23%
1993-09-02,1054.941794585936,0.33%
1993-09-03,1047.6626962032929,-0.69%
1993-09-07,988.5745201374272,-5.64%
1993-09-08,973.7459023353657,-1.50%
1993-09-09,1001.4976605519236,2.85%
1993-09-10,1020.7264156345205,1.92%
1993-09-13,995.6165458099114,-2.46%
1993-09-14,968.1375291455579,-2.76%
1993-09-15,993.1154773975134,2.58%
1993-09-16,980.3042877390855,-1.29%
1993-09-17,983.8333831749462,0.36%
1993-09-20,994.1636336982831,1.05%
1993-09-21,979.5494282829183,-1.47%
1993-09-22,1046.5506091774698,6.84%
1993-09-23,1072.2957541632356,2.46%
1993-09-24,1080.6596610457088,0.78%
1993-09-27,1118.9150130467272,3.54%
1993-09-28,1149.797067406817,2.76%
1993-09-29,1157.7306671719239,0.69%
1993-09-30,1120.2201935555536,-3.24%
1993-10-01,1120.8923256716869,0.06%
1993-10-04,1134.0067658820456,1.17%
1993-10-05,1107.130805530641,-2.37%
1993-10-06,1099.4916029724795,-0.69%
1993-10-07,1078.381364195408,-1.92%
1993-10-08,1106.8506322101666,2.64%
1993-10-11,1101.2056939858949,-0.51%
1993-10-12,1117.723779395683,1.50%
1993-10-13,1150.2495413760973,2.91%
1993-10-14,1200.9755461507832,4.41%
1993-10-15,1205.299058116926,0.36%
1993-10-18,1181.434136766211,-1.98%
1993-10-19,1116.573402657746,-5.49%
1993-10-20,1126.9575353024632,0.93%
1993-10-21,1157.047301495039,2.67%
1993-10-22,1164.3366994944577,0.63%
1993-10-25,1157.3506792974908,-0.60%
1993-10-26,1132.0046994208758,-2.19%
1993-10-27,1181.9261066653364,4.41%
1993-10-28,1172.7070830333469,-0.78%
1993-10-29,1188.538628654297,1.35%
1993-11-01,1225.2644722797147,3.09%
1993-11-02,1227.8375276715021,0.21%
1993-11-03,1158.9558423691308,-5.61%
1993-11-04,1065.0804191372313,-8.10%
1993-11-05,1117.1628516330418,4.89%
1993-11-08,1127.887615008719,0.96%
1993-11-09,1137.361870974792,0.84%
1993-11-10,1199.8030376913082,5.49%
1993-11-11,1214.9205559662187,1.26%
1993-11-12,1219.658746134487,0.39%
1993-11-15,1181.9712908789313,-3.09%
1993-11-16,1202.5375913402247,1.74%
1993-11-17,1132.9106648016257,-5.79%
1993-11-18,1097.2239788603745,-3.15%
1993-11-19,1087.019795856973,-0.93%
1993-11-22,1025.3857734318826,-5.67%
1993-11-23,1089.9850771580911,6.30%
1993-11-24,1122.6846294728339,3.00%
1993-11-26,1133.799207304615,0.99%
1993-11-29,1106.2478865671128,-2.43%
1993-11-30,1137.1122026023354,2.79%
1993-12-01,1191.6935883272477,4.80%
1993-12-02,1221.0092506000979,2.46%
1993-12-03,1273.024244675662,4.26%
1993-12-06,1246.6726428108757,-2.07%
1993-12-07,1227.5985513758694,-1.53%
1993-12-08,1207.3431752781676,-1.65%
1993-12-09,1138.1624113347286,-5.73%
1993-12-10,1135.7722702709257,-0.21%
1993-12-13,1142.9276355736324,0.63%
1993-12-14,1099.039214367605,-3.84%
1993-12-15,1117.1733614046705,1.65%
1993-12-16,1127.8982256741554,0.96%
1993-12-17,1152.9375662841217,2.22%
1993-12-20,1158.8175478721707,0.51%
1993-12-21,1148.0405446769596,-0.93%
1993-12-22,1147.0073081867504,-0.09%
1993-12-23,1163.8683156170955,1.47%
1993-12-27,1177.4855749098156,1.17%
1993-12-28,1203.6257546728134,2.22%
1993-12-29,1209.4031582952427,0.48%
1993-12-30,1230.8095941970687,1.77%
1993-12-31,1235.9789944926963,0.42%
1994-01-03,1210.3942293066975,-2.07%
1994-01-04,1234.7231533157621,2.01%
1994-01-05,1261.3931734273826,2.16%
1994-01-06,1290.9097736855836,2.34%
1994-01-07,1296.331594735063,0.42%
1994-01-10,1335.9993415339559,3.06%
1994-01-11,1325.578546669991,-0.78%
1994-01-12,1331.543650130006,0.45%
1994-01-13,1326.750092989538,-0.36%
1994-01-14,1363.3683955560493,2.76%
1994-01-17,1353.9611536267125,-0.69%
1994-01-18,1355.5859070110648,0.12%
1994-01-19,1310.4448963075963,-3.33%
1994-01-20,1360.3728468569157,3.81%
1994-01-21,1360.7809587109728,0.03%
1994-01-24,1337.511604317015,-1.71%
1994-01-25,1310.627621070243,-2.01%
1994-01-26,1317.3118219377016,0.51%
1994-01-27,1343.7897895586493,2.01%
1994-01-28,1369.1874165813076,1.89%
1994-01-31,1383.9746406803856,1.08%
1994-02-01,1346.1921329898112,-2.73%
1994-02-02,1361.538723305895,1.14%
1994-02-03,1344.3833353922407,-1.26%
1994-02-04,1220.5656302026155,-9.21%
1994-02-07,1240.3387934118978,1.62%
1994-02-08,1257.455468760982,1.38%
1994-02-09,1280.466903839308,1.83%
1994-02-10,1255.8819392855935,-1.92%
1994-02-11,1260.7798788488074,0.39%
1994-02-14,1291.795063868488,2.46%
1994-02-15,1322.0230683630107,2.34%
1994-02-16,1326.3857444886087,0.33%
1994-02-17,1313.2545256181713,-0.99%
1994-02-18,1318.7701946257675,0.42%
1994-02-22,1343.2993202458067,1.86%
1994-02-23,1327.9857079950045,-1.14%
1994-02-24,1268.2263511352294,-4.50%
1994-02-25,1302.8489305212213,2.73%
1994-02-28,1357.959440282269,4.23%
1994-03-01,1333.5161703571882,-1.80%
1994-03-02,1318.7141408662235,-1.11%
1994-03-03,1318.7141408662235,-0.00%
1994-03-04,1355.901879638651,2.82%
