SP500 1927-DANES,LEVERAGE 2.0x
1940-09-13,1.4578256033248094,0.20%
1940-09-16,1.5001025458212287,2.90%
1940-09-17,1.5229041045177116,1.52%
1940-09-18,1.546052246906381,1.52%
1940-09-19,1.5373943543237052,-0.56%
1940-09-20,1.5373943543237052,0.00%
1940-09-23,1.6274856634870742,5.86%
1940-09-24,1.6154422695772699,-0.74%
1940-09-25,1.6096266774067916,-0.36%
1940-09-26,1.5887015306005032,-1.30%
1940-09-27,1.5327792367233655,-3.52%
1940-09-30,1.5560774811215607,1.52%
1940-10-01,1.5999588660891888,2.82%
1940-10-02,1.6146784876572096,0.92%
1940-10-03,1.6175849089349925,0.18%
1940-10-04,1.5907329994466717,-1.66%
1940-10-07,1.5729167898528689,-1.12%
1940-10-08,1.5200667857138126,-3.36%
1940-10-09,1.5027380243566753,-1.14%
1940-10-10,1.499732548307962,-0.20%
1940-10-11,1.531226931822429,2.10%
1940-10-14,1.5168333986632982,-0.94%
1940-10-15,1.5483835333554947,2.08%
1940-10-16,1.5601512482089965,0.76%
1940-10-17,1.5748166699421613,0.94%
1940-10-18,1.5719819999362654,-0.18%
1940-10-21,1.551546233937094,-1.30%
1940-10-22,1.5661307685361028,0.94%
1940-10-23,1.5952608008308742,1.86%
1940-10-24,1.5745224104200728,-1.30%
1940-10-25,1.5745224104200728,0.00%
1940-10-28,1.5981402465763737,1.50%
1940-10-29,1.6042131795133638,0.38%
1940-10-30,1.6308431182932857,1.66%
1940-10-31,1.6787899059711084,2.94%
1940-11-01,1.6787899059711084,0.00%
1940-11-04,1.7029644806170923,1.44%
1940-11-06,1.5898876391041172,-6.64%
1940-11-07,1.766683144572495,11.12%
1940-11-08,1.7172160165244652,-2.80%
1940-11-12,1.757055428107833,2.32%
1940-11-13,1.7261312525731352,-1.76%
1940-11-14,1.7354523613370303,0.54%
1940-11-15,1.6986607712766852,-2.12%
1940-11-18,1.6592518413830661,-2.32%
1940-11-19,1.6622384946975557,0.18%
1940-11-20,1.5841132854467705,-4.70%
1940-11-22,1.5841132854467705,0.00%
1940-11-25,1.5841132854467705,0.00%
1940-11-26,1.5752422510482686,-0.56%
1940-11-27,1.516643239309273,-3.72%
1940-11-28,1.516643239309273,0.00%
1940-11-29,1.5193731971400297,0.18%
1940-12-02,1.533655305193146,0.94%
1940-12-03,1.5219995248736782,-0.76%
1940-12-04,1.5219995248736782,0.00%
1940-12-05,1.5019091311453456,-1.32%
1940-12-06,1.507616385843698,0.38%
1940-12-09,1.5305321549085222,1.52%
1940-12-10,1.5305321549085222,0.00%
1940-12-11,1.5363481770971747,0.38%
1940-12-12,1.5480244232431133,0.76%
1940-12-13,1.5539069160514372,0.38%
1940-12-16,1.5218964335807776,-2.06%
1940-12-17,1.5103300206855637,-0.76%
1940-12-18,1.4816337502925379,-1.90%
1940-12-19,1.4703733337903144,-0.76%
1940-12-20,1.473314080457895,0.20%
1940-12-23,1.4647688587912393,-0.58%
1940-12-24,1.470334980454646,0.38%
1940-12-26,1.4673943104937366,-0.20%
1940-12-27,1.4814812958744765,0.96%
1940-12-30,1.5185183282713384,2.50%
1940-12-31,1.5212516612622269,0.18%
1941-01-02,1.4923478796982446,-1.90%
1941-01-03,1.5606974125884243,4.58%
1941-01-06,1.5666280627562603,0.38%
1941-01-07,1.5694479932692216,0.18%
1941-01-08,1.5754118956436447,0.38%
1941-01-09,1.5930565088748536,1.12%
1941-01-10,1.6019776253245528,0.56%
1941-01-13,1.5901229908971513,-0.74%
1941-01-14,1.5726316379972827,-1.10%
1941-01-15,1.5462114264789282,-1.68%
1941-01-16,1.5084838676728423,-2.44%
1941-01-17,1.5027516289756855,-0.38%
1941-01-20,1.4883252133375189,-0.96%
1941-01-21,1.4597493692414385,-1.92%
1941-01-22,1.4766824619246393,1.16%
1941-01-23,1.47372909700079,-0.20%
1941-01-24,1.4822767257633946,0.58%
1941-01-27,1.4935420288791965,0.76%
1941-01-28,1.4765156497499736,-1.14%
1941-01-29,1.4171597206300246,-4.02%
1941-01-30,1.3672756984638477,-3.52%
1941-01-31,1.3754793526546307,0.60%
1941-02-03,1.3454939027667596,-2.18%
1941-02-04,1.348184890572293,0.20%
1941-02-05,1.39698918361101,3.62%
1941-02-06,1.4078856992431759,0.78%
1941-02-07,1.3997199621875653,-0.58%
1941-02-10,1.3969205222631902,-0.20%
1941-02-11,1.3502633768195997,-3.34%
1941-02-13,1.312456002268651,-2.80%
1941-02-14,1.229771274125726,-6.30%
1941-02-17,1.2607615102336942,2.52%
1941-02-18,1.2554663118907128,-0.42%
1941-02-19,1.234625571113327,-1.66%
1941-02-20,1.2785782414449616,3.56%
1941-02-21,1.2890625830248101,0.82%
1941-02-24,1.3102032093864169,1.64%
1941-02-25,1.3340489077972497,1.82%
1941-02-26,1.3393851034284388,0.40%
1941-02-27,1.3206337119804405,-1.40%
1941-02-28,1.331198781676284,0.80%
1941-03-03,1.2909965784696602,-3.02%
1941-03-04,1.3041647435700507,1.02%
1941-03-05,1.2882539336984962,-1.22%
1941-03-06,1.3384958371127373,3.90%
1941-03-07,1.32511087874161,-1.00%
1941-03-10,1.378645358242771,4.04%
1941-03-11,1.356862761582535,-1.58%
1941-03-12,1.356862761582535,0.00%
1941-03-13,1.3432941339667097,-1.00%
1941-03-14,1.3459807222346432,0.20%
1941-03-17,1.3594405294569896,1.00%
1941-03-18,1.3703160536926455,0.80%
1941-03-19,1.3538722610483338,-1.20%
1941-03-20,1.3565800055704305,0.20%
1941-03-21,1.3321615654701626,-1.80%
1941-03-24,1.3294972423392224,-0.20%
1941-03-25,1.3401332202779361,0.80%
1941-03-26,1.3320924209562686,-0.60%
1941-03-27,1.3536723181757602,1.62%
1941-03-28,1.3347209057212994,-1.40%
1941-03-31,1.3400597893441846,0.40%
1941-04-01,1.3427399089228729,0.20%
1941-04-02,1.3534818281942558,0.80%
1941-04-03,1.3940862830400835,3.00%
1941-04-04,1.388509937907923,-0.40%
1941-04-07,1.363794461013162,-1.78%
1941-04-08,1.306787852542812,-4.18%
1941-04-09,1.2696750775305963,-2.84%
1941-04-10,1.267135727375535,-0.20%
1941-04-14,1.2488889729013273,-1.44%
1941-04-15,1.2411458612693391,-0.62%
1941-04-16,1.2411458612693391,0.00%
1941-04-17,1.228237944312138,-1.04%
1941-04-18,1.1921277487493613,-2.94%
1941-04-21,1.1844981311573655,-0.64%
1941-04-22,1.1719424509670973,-1.06%
1941-04-23,1.1996002928099208,2.36%
1941-04-24,1.209676935269524,0.84%
1941-04-25,1.191773716627535,-1.48%
1941-04-28,1.1967791662373708,0.42%
1941-04-29,1.2018056387355678,0.42%
1941-04-30,1.168635803106466,-2.76%
1941-05-01,1.1660648043396318,-0.22%
1941-05-02,1.1735276190874053,0.64%
1941-05-05,1.1761093798493976,0.22%
1941-05-06,1.216332320640247,3.42%
1941-05-07,1.2085477937881495,-0.64%
1941-05-08,1.2034718930542392,-0.42%
1941-05-09,1.2034718930542392,0.00%
1941-05-12,1.2313924409730976,2.32%
1941-05-13,1.2313924409730976,0.00%
1941-05-14,1.2134141113348904,-1.46%
1941-05-15,1.172400714371771,-3.38%
1941-05-16,1.1773247973721324,0.42%
1941-05-19,1.189804440224277,1.06%
1941-05-20,1.2302577911919024,3.40%
1941-05-21,1.2277972756095186,-0.20%
1941-05-22,1.1995579382704997,-2.30%
1941-05-23,1.1995579382704997,0.00%
1941-05-26,1.1714882825149702,-2.34%
1941-05-27,1.1864833325311617,1.28%
1941-05-28,1.1864833325311617,0.00%
1941-05-29,1.1838730691995931,-0.22%
1941-06-02,1.1789008023089549,-0.42%
1941-06-03,1.2067228612434464,2.36%
1941-06-04,1.2040680709487108,-0.22%
1941-06-05,1.21418224274468,0.84%
1941-06-06,1.2115110418106418,-0.22%
1941-06-09,1.254883137107463,3.58%
1941-06-10,1.2965452572594305,3.32%
1941-06-11,1.2965452572594305,0.00%
1941-06-12,1.3097700188834767,1.02%
1941-06-13,1.3045309388079427,-0.40%
1941-06-16,1.2938337851097175,-0.82%
1941-06-17,1.3150526591855167,1.64%
1941-06-18,1.3176827645038878,0.20%
1941-06-19,1.3124120334458722,-0.40%
1941-06-20,1.280651662236482,-2.42%
1941-06-23,1.3305970770637048,3.90%
1941-06-24,1.311968717984813,-1.40%
1941-06-25,1.3172165928567523,0.40%
1941-06-26,1.3277543255996063,0.80%
1941-06-27,1.31447678234361,-1.00%
1941-06-30,1.3039609680848612,-0.80%
1941-07-01,1.296137202276352,-0.60%
1941-07-02,1.3145423505486762,1.42%
1941-07-03,1.3198005199508709,0.40%
1941-07-07,1.3678412588770825,3.64%
1941-07-08,1.4192720902108609,3.76%
1941-07-09,1.4192720902108609,0.00%
1941-07-10,1.427503868334084,0.58%
1941-07-11,1.4192243458977463,-0.58%
1941-07-14,1.4246173984121577,0.38%
1941-07-15,1.4328801793229482,0.58%
1941-07-16,1.4191245296014479,-0.96%
1941-07-17,1.399824435998868,-1.36%
1941-07-18,1.4107430665996592,0.78%
1941-07-21,1.4685835323302452,4.10%
1941-07-22,1.4656463652655847,-0.20%
1941-07-23,1.4571456163470442,-0.58%
1941-07-24,1.4402427271974183,-1.16%
1941-07-25,1.434769804834068,-0.38%
1941-07-28,1.4709260039158865,2.52%
1941-07-29,1.465336485101006,-0.38%
1941-07-30,1.4512692548440362,-0.96%
1941-07-31,1.448366716334348,-0.20%
1941-08-01,1.4344623958575382,-0.96%
1941-08-04,1.439913352961797,0.38%
1941-08-05,1.439913352961797,0.00%
1941-08-06,1.439913352961797,0.00%
1941-08-07,1.4344416822205421,-0.38%
1941-08-08,1.4040315185574666,-2.12%
1941-08-11,1.3793205638308552,-1.76%
1941-08-12,1.3793205638308552,0.00%
1941-08-13,1.3658032223053127,-0.98%
1941-08-14,1.3767296480837552,0.80%
1941-08-15,1.3494704010516967,-1.98%
1941-08-18,1.3764598090727307,2.00%
1941-08-19,1.3792127286908762,0.20%
1941-08-20,1.389970587974665,0.78%
1941-08-21,1.3871906467987158,-0.20%
1941-08-22,1.381641884211521,-0.40%
1941-08-25,1.3871684517483671,0.40%
1941-08-26,1.4090857132859913,1.58%
1941-08-27,1.4119038847125633,0.20%
1941-08-28,1.4200929272438962,0.58%
1941-08-29,1.4172527413894085,-0.20%
1941-09-02,1.4336928731895258,1.16%
1941-09-03,1.414194650114148,-1.36%
1941-09-04,1.405992321143486,-0.58%
1941-09-05,1.3978375656808537,-0.58%
1941-09-08,1.403428915943577,0.40%
1941-09-09,1.3952890282311043,-0.58%
1941-09-10,1.3735225193906992,-1.56%
1941-09-11,1.4034653103134165,2.18%
1941-09-12,1.4034653103134165,0.00%
1941-09-15,1.4062722409340433,0.20%
1941-09-16,1.420053708895197,0.98%
1941-09-17,1.4697555887065288,3.50%
1941-09-18,1.4474153037581896,-1.52%
1941-09-19,1.4196249299260324,-1.92%
1941-09-22,1.4167856800661802,-0.20%
1941-09-23,1.4278366083706964,0.78%
1941-09-24,1.4084180304968548,-1.36%
1941-09-25,1.3726442125222347,-2.54%
1941-09-26,1.3644083472471014,-0.60%
1941-09-29,1.3753236140250782,0.80%
1941-09-30,1.3943030798986242,1.38%
1941-10-01,1.3862161220352123,-0.58%
1941-10-02,1.378176068527408,-0.58%
1941-10-03,1.3754197163903532,-0.20%
1941-10-06,1.3726688769575726,-0.20%
1941-10-07,1.3399993576859823,-2.38%
1941-10-08,1.3346393602552384,-0.40%
1941-10-09,1.2972694581680917,-2.80%
1941-10-10,1.2972694581680917,0.00%
1941-10-14,1.281442770778441,-1.22%
1941-10-15,1.265809168974944,-1.22%
1941-10-16,1.2293538649084657,-2.88%
1941-10-17,1.2396804373736967,0.84%
1941-10-20,1.262986429596322,1.88%
1941-10-21,1.2864779771868136,1.86%
1941-10-22,1.2759288577738817,-0.82%
1941-10-23,1.2784807154894293,0.20%
1941-10-24,1.2915212187874214,1.02%
1941-10-27,1.2494176270549515,-3.26%
1941-10-28,1.2469187918008415,-0.20%
1941-10-29,1.2391878952916764,-0.62%
1941-10-30,1.2391878952916764,0.00%
1941-10-31,1.2082081979093844,-2.50%
1941-11-03,1.2311641536696625,1.90%
1941-11-05,1.2491391503132394,1.46%
1941-11-06,1.2284034404180397,-1.66%
1941-11-07,1.220787339087448,-0.62%
1941-11-10,1.2029638439367714,-1.46%
1941-11-12,1.1471463215781053,-4.64%
1941-11-13,1.1347571413050617,-1.08%
1941-11-14,1.156998381274641,1.96%
1941-11-17,1.1519075883970327,-0.44%
1941-11-18,1.1468391950080858,-0.44%
1941-11-19,1.166564829162225,1.72%
1941-11-21,1.17659728669302,0.86%
1941-11-24,1.1815389952971307,0.42%
1941-11-25,1.169014681946981,-1.06%
1941-11-26,1.1489076294174931,-1.72%
1941-11-27,1.1339718302350656,-1.30%
1941-11-28,1.1117459823624585,-1.96%
1941-12-01,1.0995167765564715,-1.10%
1941-12-02,1.1454765778165321,4.18%
1941-12-03,1.1702188718973692,2.16%
1941-12-04,1.175133791159338,0.42%
1941-12-05,1.1600920786324984,-1.28%
1941-12-08,1.0728531543193347,-7.52%
1941-12-09,1.0035468405503056,-6.46%
1941-12-10,1.0035468405503056,0.00%
1941-12-11,1.0358610488160256,3.22%
1941-12-12,1.0147294834201788,-2.04%
1941-12-15,1.0147294834201788,0.00%
1941-12-16,1.0100617277964459,-0.46%
1941-12-17,0.9775377401614003,-3.22%
1941-12-18,0.9593555381943982,-1.86%
1941-12-19,0.9593555381943982,0.00%
1941-12-22,0.939017200784677,-2.12%
1941-12-23,0.9345099182209106,-0.48%
1941-12-24,0.9367527420246408,0.24%
1941-12-26,0.9434973617672182,0.72%
1941-12-29,0.932364092898365,-1.18%
1941-12-30,1.0147850787105805,8.84%
1941-12-31,1.00321652881328,-1.14%
1942-01-02,1.0493644891386908,4.60%
1942-01-05,1.0965858911499318,4.50%
1942-01-06,1.0869359353078123,-0.88%
1942-01-07,1.0749796400194263,-1.10%
1942-01-08,1.0463851815949095,-2.66%
1942-01-09,1.039269762360064,-0.68%
1942-01-12,1.0369833688828718,-0.22%
1942-01-13,1.0792922903332929,4.08%
1942-01-14,1.0792922903332929,0.00%
1942-01-15,1.0840411764107594,0.44%
1942-01-16,1.06496205170593,-1.76%
1942-01-19,1.06496205170593,0.00%
1942-01-20,1.0602762186784238,-0.44%
1942-01-21,1.0295282083367494,-2.90%
1942-01-22,1.0295282083367494,0.00%
1942-01-23,1.0365290001534393,0.68%
1942-01-26,1.0670029527579505,2.94%
1942-01-27,1.0716977657500855,0.44%
1942-01-28,1.0573370156890343,-1.34%
1942-01-29,1.0526847328200026,-0.44%
1942-01-30,1.0385787574002145,-1.34%
1942-02-02,1.0362938841339342,-0.22%
1942-02-03,1.0503874809581557,1.36%
1942-02-04,1.0669836031572946,1.58%
1942-02-05,1.0622888753034025,-0.44%
1942-02-06,1.0384936044966064,-2.24%
1942-02-09,1.0127389631050905,-2.48%
1942-02-10,0.984989915516011,-2.74%
1942-02-11,0.9804589619046373,-0.46%
1942-02-13,0.9849690731293986,0.46%
1942-02-16,0.9918638566413043,0.70%
1942-02-17,0.955164893945576,-3.70%
1942-02-18,0.9528724982001067,-0.24%
1942-02-19,0.9574462861914671,0.48%
1942-02-20,0.9507441621881269,-0.70%
1942-02-24,0.9619629433019468,1.18%
1942-02-25,0.9484954620957194,-1.40%
1942-02-26,0.9619640976574787,1.42%
1942-02-27,0.9777403088590613,1.64%
1942-03-02,0.9503635802110075,-2.80%
1942-03-03,0.9794447057654643,3.06%
1942-03-04,0.9588763669443895,-2.10%
1942-03-05,0.9295347501158913,-3.06%
1942-03-06,0.8806412222597954,-5.26%
1942-03-09,0.8892715062379414,0.98%
1942-03-10,0.8762881422468675,-1.46%
1942-03-11,0.8417623894423409,-3.94%
1942-03-12,0.8417623894423409,0.00%
1942-03-13,0.8523685955493144,1.26%
1942-03-16,0.871461652089619,2.24%
1942-03-17,0.9078887491469652,4.18%
1942-03-18,0.890275707413514,-1.94%
1942-03-19,0.8881390457157217,-0.24%
1942-03-20,0.8685999867099757,-2.20%
1942-03-23,0.8771122665797335,0.98%
1942-03-24,0.892198597564905,1.72%
1942-03-25,0.8791724980404575,-1.46%
1942-03-26,0.8726666215549581,-0.74%
1942-03-27,0.855562355772481,-1.96%
1942-03-30,0.8576157054263349,0.24%
1942-03-31,0.8469812706790484,-1.24%
1942-04-01,0.8554510833858389,1.00%
1942-04-02,0.8682828496366264,1.50%
1942-04-06,0.8875587288985595,2.22%
1942-04-07,0.8788606533553536,-0.98%
1942-04-08,0.870247818952471,-0.98%
1942-04-09,0.8423998887459919,-3.20%
1942-04-10,0.8402096490352523,-0.26%
1942-04-13,0.836008600790076,-0.50%
1942-04-14,0.8087547204043195,-3.26%
1942-04-15,0.804549195858217,-0.52%
1942-04-16,0.8066410237674484,0.26%
1942-04-17,0.7819578084401645,-3.06%
1942-04-20,0.8002556211576645,2.34%
1942-04-21,0.8044169503876843,0.52%
1942-04-22,0.8002339822456684,-0.52%
1942-04-23,0.7591019555582411,-5.14%
1942-04-24,0.7510554748293237,-1.06%
1942-04-27,0.7491027305947674,-0.26%
1942-04-28,0.7351694198057047,-1.86%
1942-04-29,0.7626647561064381,3.74%
1942-04-30,0.7727319308870432,1.32%
1942-05-01,0.7827774459885747,1.30%
1942-05-04,0.7949887741459964,1.56%
1942-05-05,0.8011896865843352,0.78%
1942-05-06,0.7991065933992159,-0.26%
1942-05-07,0.8195637221902359,2.56%
1942-05-08,0.8195637221902359,0.00%
1942-05-11,0.8423475936671245,2.78%
1942-05-12,0.8297123797621176,-1.50%
1942-05-13,0.8024978137059202,-3.28%
1942-05-14,0.7983248250746494,-0.52%
1942-05-15,0.8168459610163814,2.32%
1942-05-18,0.8292620196238305,1.52%
1942-05-19,0.8229596282746894,-0.76%
1942-05-20,0.8188448301333159,-0.50%
1942-05-21,0.8458667095277153,3.30%
1942-05-22,0.8438366294248488,-0.24%
1942-05-25,0.837592238367105,-0.74%
1942-05-26,0.8417801995589403,0.50%
1942-05-27,0.875451407541298,4.00%
1942-05-28,0.8798286645790044,0.50%
1942-05-29,0.8733179324611199,-0.74%
1942-06-01,0.8818764481992389,0.98%
1942-06-02,0.8797599447235608,-0.24%
1942-06-03,0.8926044399165247,1.46%
1942-06-04,0.9163477180183043,2.66%
1942-06-05,0.920746187064792,0.48%
1942-06-08,0.9426599463169342,2.38%
1942-06-09,0.9249379393261757,-1.88%
1942-06-10,0.9138386840542616,-1.20%
1942-06-11,0.9204183225794523,0.72%
1942-06-12,0.9093733027084989,-1.20%
1942-06-15,0.9224682782675013,1.44%
1942-06-16,0.9246822021353432,0.24%
1942-06-17,0.9555665876866638,3.34%
1942-06-18,0.9465842617624092,-0.94%
1942-06-19,0.926516675413046,-2.12%
1942-06-22,0.893347378433259,-3.58%
1942-06-23,0.893347378433259,0.00%
1942-06-24,0.8847712436002996,-0.96%
1942-06-25,0.8868946945849403,0.24%
1942-06-26,0.8890232418519441,0.24%
1942-06-29,0.8998693254025378,1.22%
1942-06-30,0.9041886981644699,0.48%
1942-07-01,0.8889983280353068,-1.68%
1942-07-02,0.9170906752012226,3.16%
1942-07-03,0.9346988161650861,1.92%
1942-07-06,0.954701370831019,2.14%
1942-07-07,0.9503097445251963,-0.46%
1942-07-08,0.9972550459047411,4.94%
1942-07-09,1.0177984998503788,2.06%
1942-07-10,1.015559343150708,-0.22%
1942-07-13,0.9993103936602966,-1.60%
1942-07-14,1.0198961877696986,2.06%
1942-07-15,1.022139959382792,0.22%
1942-07-16,1.0198912514721499,-0.22%
1942-07-17,0.9968417091888794,-2.26%
1942-07-20,1.0036202328113637,0.68%
1942-07-21,1.0082368858822959,0.46%
1942-07-22,1.0013808750582962,-0.68%
1942-07-23,0.9739430390816989,-2.74%
1942-07-24,0.9762805023754949,0.24%
1942-07-27,0.9762805023754949,0.00%
1942-07-28,0.9739374291697938,-0.24%
1942-07-29,0.9423818564646924,-3.24%
1942-07-30,0.9469052893757228,0.48%
1942-07-31,0.960351344484858,1.42%
1942-08-03,0.9626561877116216,0.24%
1942-08-04,0.9582279692481481,-0.46%
1942-08-05,0.9402132834262829,-1.88%
1942-08-06,0.9379567715460598,-0.24%
1942-08-07,0.9445224689468822,0.70%
1942-08-10,0.9422556150214098,-0.24%
1942-08-11,0.9488514043265596,0.70%
1942-08-12,0.9488514043265596,0.00%
1942-08-13,0.9554933641568454,0.70%
1942-08-14,0.9644750017799198,0.94%
1942-08-17,0.9802923918091105,1.64%
1942-08-18,0.9983297718183981,1.84%
1942-08-19,0.9961334463203977,-0.22%
1942-08-20,0.989359738885419,-0.68%
1942-08-21,0.9939107936842918,0.46%
1942-08-24,0.9984827833352394,0.46%
1942-08-25,0.9801107001218711,-1.84%
1942-08-26,0.9552158883387756,-2.54%
1942-08-27,0.9664874358211731,1.18%
1942-08-28,0.9709332780259504,0.46%
1942-08-31,0.9732635178932126,0.24%
1942-09-01,0.9732635178932126,0.00%
1942-09-02,0.9755993503361563,0.24%
1942-09-03,0.9732579118953496,-0.24%
1942-09-04,0.9709220929068008,-0.24%
1942-09-08,0.9866510308118909,1.62%
1942-09-09,0.9775738413284215,-0.92%
1942-09-10,0.9640833223180892,-1.38%
1942-09-11,0.9550209390882992,-0.94%
1942-09-14,0.9573129893421111,0.24%
1942-09-15,0.966311731441927,0.94%
1942-09-16,0.9686308795973876,0.24%
1942-09-17,0.9663061654863538,-0.24%
1942-09-18,0.9819603253672328,1.62%
1942-09-21,0.9796036205863514,-0.24%
1942-09-22,0.9864608459304558,0.70%
1942-09-23,1.002441511634529,1.62%
1942-09-24,1.0277030377277192,2.52%
1942-09-25,1.0369523650672685,0.90%
1942-09-28,1.0346710698641206,-0.22%
1942-09-29,1.0253590302353435,-0.90%
1942-09-30,1.0253590302353435,0.00%
1942-10-01,1.0415597029130619,1.58%
1942-10-02,1.071973246238123,2.92%
1942-10-05,1.090839975371914,1.76%
1942-10-06,1.090839975371914,0.00%
1942-10-07,1.1004393671551869,0.88%
1942-10-08,1.131691845182394,2.84%
1942-10-09,1.1414243950509626,0.86%
1942-10-13,1.1683620107741655,2.36%
1942-10-14,1.163454890328914,-0.42%
1942-10-15,1.1339031361145595,-2.54%
1942-10-16,1.1436547030851447,0.86%
1942-10-19,1.1436547030851447,0.00%
1942-10-20,1.1729322634841246,2.56%
1942-10-21,1.1703518125044596,-0.22%
1942-10-22,1.1703518125044596,0.00%
1942-10-23,1.162861560904431,-0.64%
1942-10-26,1.175187893450018,1.06%
1942-10-27,1.1528593234744675,-1.90%
1942-10-28,1.1332607149754015,-1.70%
1942-10-29,1.1307675414024556,-0.22%
1942-10-30,1.1454675194406874,1.30%
1942-11-02,1.174791487938369,2.56%
1942-11-04,1.1649232394396867,-0.84%
1942-11-05,1.1698159170453333,0.42%
1942-11-06,1.1995292413382848,2.54%
1942-11-09,1.2271184138890652,2.30%
1942-11-10,1.2067482482185068,-1.66%
1942-11-12,1.2118165908610246,0.42%
1942-11-13,1.196790065134348,-1.24%
1942-11-16,1.174290411909822,-1.88%
1942-11-17,1.1444634354473127,-2.54%
1942-11-18,1.1543058209921595,0.86%
1942-11-19,1.1517663481859768,-0.22%
1942-11-20,1.1738802620711477,1.92%
1942-11-23,1.146646239991097,-2.32%
1942-11-24,1.1418303257831344,-0.42%
1942-11-25,1.1320105849813993,-0.86%
1942-11-27,1.1392554527252803,0.64%
1942-11-30,1.1269514938358471,-1.08%
1942-12-01,1.1244722005494083,-0.22%
1942-12-02,1.1316688226329246,0.64%
1942-12-03,1.1389115030977752,0.64%
1942-12-04,1.1389115030977752,0.00%
1942-12-07,1.1291168641711342,-0.86%
1942-12-08,1.143795383405359,1.30%
1942-12-09,1.143795383405359,0.00%
1942-12-10,1.1463117332488506,0.22%
1942-12-11,1.1463117332488506,0.00%
1942-12-14,1.1584626376212883,1.06%
1942-12-15,1.1633281806992977,0.42%
1942-12-16,1.1831047597711857,1.70%
1942-12-17,1.2254599101709942,3.58%
1942-12-18,1.2230089903506522,-0.20%
1942-12-21,1.2230089903506522,0.00%
1942-12-22,1.220562972369951,-0.20%
1942-12-23,1.2281304627986447,0.62%
1942-12-24,1.2382011325935935,0.82%
1942-12-28,1.2154182317538715,-1.84%
1942-12-29,1.2154182317538715,0.00%
1942-12-30,1.2431297674378596,2.28%
1942-12-31,1.2456160269727354,0.20%
1943-01-04,1.2839810006034955,3.08%
1943-01-05,1.2788450766010815,-0.40%
1943-01-06,1.2762873864478794,-0.20%
1943-01-07,1.2813925359936709,0.40%
1943-01-08,1.2839553210656582,0.20%
1943-01-11,1.2942269636341834,0.80%
1943-01-12,1.2864616018523782,-0.60%
1943-01-13,1.2916074482597877,0.40%
1943-01-14,1.3071067376389052,1.20%
1943-01-15,1.3280204454411277,1.60%
1943-01-18,1.3359885681137744,0.60%
1943-01-19,1.3095359944651217,-1.98%
1943-01-20,1.312155066454052,0.20%
1943-01-21,1.3515197184476735,3.00%
1943-01-22,1.348816679010778,-0.20%
1943-01-25,1.383346385993454,2.56%
1943-01-26,1.39690318057619,0.98%
1943-01-27,1.3941093742150377,-0.20%
1943-01-28,1.3968975929634677,0.20%
1943-01-29,1.4212036110810322,1.74%
1943-02-01,1.4430901466916801,1.54%
1943-02-02,1.4430901466916801,0.00%
1943-02-03,1.4211551764619665,-1.52%
1943-02-04,1.4183128661090425,-0.20%
1943-02-05,1.440154884247122,1.54%
1943-02-08,1.4372745744786277,-0.20%
1943-02-09,1.459121148010703,1.52%
1943-02-10,1.4783815471644444,1.32%
1943-02-11,1.4839993970436693,0.38%
1943-02-15,1.5228801812462134,2.62%
1943-02-16,1.5170932365574776,-0.38%
1943-02-17,1.522858190856396,0.38%
1943-02-18,1.4805227331505881,-2.78%
1943-02-19,1.474896746764616,-0.38%
1943-02-23,1.5303528644429656,3.76%
1943-02-24,1.547186745951838,1.10%
1943-02-25,1.5669907363000215,1.28%
1943-02-26,1.5669907363000215,0.00%
1943-03-01,1.5525744215260613,-0.92%
1943-03-02,1.5299068349717808,-1.46%
1943-03-03,1.5693784313140529,2.58%
1943-03-04,1.5750281936667836,0.36%
1943-03-05,1.5892034474097845,0.90%
1943-03-08,1.5777611825884341,-0.72%
1943-03-09,1.560721361816479,-1.08%
1943-03-10,1.5463627252877674,-0.92%
1943-03-11,1.5775992523385802,2.02%
1943-03-12,1.5889579669554181,0.72%
1943-03-15,1.5860978426148984,-0.18%
1943-03-16,1.577532914264778,-0.54%
1943-03-17,1.5545009337165123,-1.46%
1943-03-18,1.5489047303551329,-0.36%
1943-03-19,1.540540644811215,-0.54%
1943-03-22,1.5519406455828182,0.74%
1943-03-23,1.5603211250689655,0.54%
1943-03-24,1.568746859144338,0.54%
1943-03-25,1.6343204778565714,4.18%
1943-03-26,1.6604696055022765,1.60%
1943-03-29,1.716261384247153,3.36%
1943-03-30,1.7461243323330535,1.74%
1943-03-31,1.742981308534854,-0.18%
1943-04-01,1.7461186748902169,0.18%
1943-04-02,1.7370388577807878,-0.52%
1943-04-05,1.7460714598412481,0.52%
1943-04-06,1.797405960760581,2.94%
1943-04-07,1.7790724199608232,-1.02%
1943-04-08,1.7488281888214892,-1.70%
1943-04-09,1.6099712306290628,-7.94%
1943-04-12,1.6128691788441951,0.18%
1943-04-13,1.6099660143222756,-0.18%
1943-04-14,1.6505371578831967,2.52%
1943-04-15,1.6739747855251381,1.42%
1943-04-16,1.6652701166404074,-0.52%
1943-04-19,1.6799244936668427,0.88%
1943-04-20,1.6681650222111748,-0.70%
1943-04-21,1.7005274236420718,1.94%
1943-04-22,1.7093701662450107,0.52%
1943-04-26,1.7093701662450107,0.00%
1943-04-27,1.7093701662450107,0.00%
1943-04-28,1.7093701662450107,0.00%
1943-04-29,1.7421900734369151,1.92%
