SP500 osnoven more padet 5.0% da kupimo 2x,in osnoven more padet 8.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1927-12-30-1937-12-30,1000,12000.0,13000.0,-7465.21,5534.79
1928-01-03-1938-01-03,1000,12000.0,13000.0,-7476.72,5523.28
1929-01-02-1939-01-03,1000,12000.0,13000.0,-4899.46,8100.54
1930-01-02-1940-01-02,1000,12000.0,13000.0,-5562.13,7437.87
1931-01-02-1941-01-02,1000,12000.0,13000.0,-7717.24,5282.76
1932-01-04-1942-01-05,1000,12000.0,13000.0,-7182.86,5817.14
1933-01-03-1943-01-04,1000,12000.0,13000.0,-4494.03,8505.97
1934-01-02-1944-01-03,1000,12000.0,13000.0,-860.26,12139.74
1935-01-02-1945-01-02,1000,12000.0,13000.0,5012.16,18012.16
1936-01-02-1946-01-02,1000,12000.0,13000.0,20740.54,33740.54
1937-01-04-1947-01-06,1000,12000.0,13000.0,7992.65,20992.65
1938-01-03-1948-01-05,1000,12000.0,13000.0,7740.45,20740.45
1939-01-03-1949-01-03,1000,12000.0,13000.0,5334.06,18334.06
1940-01-02-1950-01-03,1000,12000.0,13000.0,10364.42,23364.42
1941-01-02-1951-01-02,1000,12000.0,13000.0,22401.59,35401.59
1942-01-02-1952-01-02,1000,12000.0,13000.0,24082.17,37082.17
1943-01-04-1953-01-05,1000,12000.0,13000.0,23787.64,36787.64
1944-01-03-1954-01-04,1000,12000.0,13000.0,14695.27,27695.27
1945-01-02-1955-01-03,1000,12000.0,13000.0,52073.61,65073.61
1946-01-02-1956-01-03,1000,12000.0,13000.0,89027.32,102027.32
1947-01-02-1957-01-02,1000,12000.0,13000.0,53577.62,66577.62
1948-01-02-1958-01-02,1000,12000.0,13000.0,27789.52,40789.52
1949-01-03-1959-01-05,1000,12000.0,13000.0,34297.17,47297.17
1950-01-03-1960-01-04,1000,12000.0,13000.0,25992.64,38992.64
1951-01-02-1961-01-03,1000,12000.0,13000.0,17274.07,30274.07
1952-01-02-1962-01-02,1000,12000.0,13000.0,26808.87,39808.87
1953-01-02-1963-01-02,1000,12000.0,13000.0,14546.95,27546.95
1954-01-04-1964-01-06,1000,12000.0,13000.0,14854.68,27854.68
1955-01-03-1965-01-04,1000,12000.0,13000.0,17823.78,30823.78
1956-01-03-1966-01-03,1000,12000.0,13000.0,21345.45,34345.45
1957-01-02-1967-01-03,1000,12000.0,13000.0,9686.44,22686.44
1958-01-02-1968-01-02,1000,12000.0,13000.0,11701.71,24701.71
1959-01-02-1969-01-02,1000,12000.0,13000.0,13148.37,26148.37
1960-01-04-1970-01-05,1000,12000.0,13000.0,6936.0,19936.0
1961-01-03-1971-01-04,1000,12000.0,13000.0,3794.18,16794.18
1962-01-02-1972-01-03,1000,12000.0,13000.0,6262.19,19262.19
1963-01-02-1973-01-02,1000,12000.0,13000.0,8763.14,21763.14
1964-01-02-1974-01-02,1000,12000.0,13000.0,908.95,13908.95
1965-01-04-1975-01-06,1000,12000.0,13000.0,-5547.8,7452.2
1966-01-03-1976-01-05,1000,12000.0,13000.0,-1009.22,11990.78
1967-01-03-1977-01-03,1000,12000.0,13000.0,3213.29,16213.29
1968-01-02-1978-01-03,1000,12000.0,13000.0,-1411.75,11588.25
1969-01-02-1979-01-02,1000,12000.0,13000.0,-761.76,12238.24
1970-01-02-1980-01-02,1000,12000.0,13000.0,2407.88,15407.88
1971-01-04-1981-01-05,1000,12000.0,13000.0,14476.9,27476.9
1972-01-03-1982-01-04,1000,12000.0,13000.0,6019.09,19019.09
1973-01-02-1983-01-03,1000,12000.0,13000.0,11111.06,24111.06
