SP500 osnoven more padet 6.0% da kupimo 2x,in osnoven more padet 7.000000000000001% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1927-12-30-1942-12-30,30000,72000.0,102000.0,-58460.22,43539.78
1928-01-03-1943-01-04,30000,72000.0,102000.0,-56785.44,45214.56
1929-01-02-1944-01-03,30000,72000.0,102000.0,-42918.13,59081.87
1930-01-02-1945-01-02,30000,72000.0,102000.0,-13741.14,88258.86
1931-01-02-1946-01-02,30000,72000.0,102000.0,82738.63,184738.63
1932-01-04-1947-01-06,30000,72000.0,102000.0,56515.05,158515.05
1933-01-03-1948-01-05,30000,72000.0,102000.0,56975.6,158975.6
1934-01-02-1949-01-03,30000,72000.0,102000.0,27217.21,129217.21
1935-01-02-1950-01-03,30000,72000.0,102000.0,64474.56,166474.56
1936-01-02-1951-01-02,30000,72000.0,102000.0,139733.96,241733.96
1937-01-04-1952-01-04,30000,72000.0,102000.0,222672.51,324672.51
1938-01-03-1953-01-05,30000,72000.0,102000.0,339898.33,441898.33
1939-01-03-1954-01-04,30000,72000.0,102000.0,234069.31,336069.31
1940-01-02-1955-01-03,30000,72000.0,102000.0,720960.46,822960.46
1941-01-02-1956-01-03,30000,72000.0,102000.0,1036390.76,1138390.76
1942-01-02-1957-01-02,30000,72000.0,102000.0,731341.93,833341.93
1943-01-04-1958-01-06,30000,72000.0,102000.0,381896.04,483896.04
1944-01-03-1959-01-05,30000,72000.0,102000.0,752726.7,854726.7
1945-01-02-1960-01-04,30000,72000.0,102000.0,865224.69,967224.69
1946-01-02-1961-01-03,30000,72000.0,102000.0,708753.43,810753.43
1947-01-02-1962-01-02,30000,72000.0,102000.0,762256.36,864256.36
1948-01-02-1963-01-02,30000,72000.0,102000.0,443717.82,545717.82
1949-01-03-1964-01-03,30000,72000.0,102000.0,394938.87,496938.87
1950-01-03-1965-01-04,30000,72000.0,102000.0,385970.4,487970.4
1951-01-02-1966-01-03,30000,72000.0,102000.0,366629.53,468629.53
1952-01-02-1967-01-03,30000,72000.0,102000.0,214745.12,316745.12
1953-01-02-1968-01-02,30000,72000.0,102000.0,307368.84,409368.84
1954-01-04-1969-01-06,30000,72000.0,102000.0,231410.13,333410.13
1955-01-03-1970-01-05,30000,72000.0,102000.0,135575.62,237575.62
1956-01-03-1971-01-04,30000,72000.0,102000.0,97387.78,199387.78
1957-01-02-1972-01-03,30000,72000.0,102000.0,119519.48,221519.48
1958-01-02-1973-01-02,30000,72000.0,102000.0,152344.13,254344.13
1959-01-02-1974-01-02,30000,72000.0,102000.0,52180.07,154180.07
1960-01-04-1975-01-06,30000,72000.0,102000.0,-15172.28,86827.72
1961-01-03-1976-01-05,30000,72000.0,102000.0,22726.56,124726.56
1962-01-02-1977-01-03,30000,72000.0,102000.0,41857.91,143857.91
1963-01-02-1978-01-03,30000,72000.0,102000.0,11019.63,113019.63
1964-01-02-1979-01-02,30000,72000.0,102000.0,6077.7,108077.7
1965-01-04-1980-01-04,30000,72000.0,102000.0,18831.69,120831.69
1966-01-03-1981-01-05,30000,72000.0,102000.0,91308.73,193308.73
1967-01-03-1982-01-04,30000,72000.0,102000.0,46246.91,148246.91
1968-01-02-1983-01-03,30000,72000.0,102000.0,69634.65,171634.65
1969-01-02-1984-01-03,30000,72000.0,102000.0,136022.05,238022.05
1970-01-02-1985-01-02,30000,72000.0,102000.0,132766.5,234766.5
1971-01-04-1986-01-06,30000,72000.0,102000.0,282087.92,384087.92
1972-01-03-1987-01-05,30000,72000.0,102000.0,447106.2,549106.2
1973-01-02-1988-01-04,30000,72000.0,102000.0,288929.32,390929.32
1974-01-02-1989-01-03,30000,72000.0,102000.0,293558.73,395558.73
1975-01-02-1990-01-02,30000,72000.0,102000.0,491972.32,593972.32
1976-01-02-1991-01-02,30000,72000.0,102000.0,301214.72,403214.72
1977-01-03-1992-01-03,30000,72000.0,102000.0,509736.71,611736.71
1978-01-03-1993-01-04,30000,72000.0,102000.0,425428.45,527428.45
1979-01-02-1994-01-03,30000,72000.0,102000.0,402056.58,504056.58
1980-01-02-1995-01-03,30000,72000.0,102000.0,341133.47,443133.47
1981-01-02-1996-01-02,30000,72000.0,102000.0,601595.37,703595.37
1982-01-04-1997-01-06,30000,72000.0,102000.0,675737.75,777737.75
1983-01-03-1998-01-05,30000,72000.0,102000.0,790552.82,892552.82
1984-01-03-1999-01-04,30000,72000.0,102000.0,1111956.46,1213956.46
1985-01-02-2000-01-03,30000,72000.0,102000.0,1240676.24,1342676.24
1986-01-02-2001-01-02,30000,72000.0,102000.0,748754.1,850754.1
1987-01-02-2002-01-02,30000,72000.0,102000.0,469128.01,571128.01
1988-01-04-2003-01-06,30000,72000.0,102000.0,155019.9,257019.9
