Nasdaq-composite 1x, 1971-2026
Date,Close,Daily Return
1971-02-05,100.0,0.0
1971-02-08,100.84,0.008400000000000034
1971-02-09,100.76,-0.0007933359777865757
1971-02-10,100.69,-0.0006947201270346108
1971-02-11,101.44999999999999,0.007547919356440611
1971-02-12,102.04999999999998,0.005914243469689446
1971-02-16,102.18999999999998,0.0013718765311122056
1971-02-17,101.73999999999998,-0.004403561992367187
1971-02-18,101.41999999999999,-0.003145272262630167
1971-02-19,100.69999999999999,-0.007099191480970212
1971-02-22,99.67999999999999,-0.01012909632571992
1971-02-23,99.71999999999998,0.00040128410914919783
1971-02-24,100.63999999999999,0.009225832330525489
1971-02-25,101.22999999999999,0.005862480127186044
1971-02-26,101.33999999999997,0.001086634396917904
1971-03-01,101.77999999999999,0.0043418196171304295
1971-03-02,101.83999999999999,0.0005895067793279846
1971-03-03,102.06999999999998,0.0022584446190101115
1971-03-04,102.77999999999997,0.00695601058097392
1971-03-05,103.50999999999998,0.007102549134072815
1971-03-08,104.22999999999998,0.006955849676359761
1971-03-09,104.40999999999998,0.001726950014391179
1971-03-10,104.13999999999999,-0.002585959199310373
1971-03-11,104.25999999999999,0.001152294987516848
1971-03-12,104.5,0.002301937464032178
1971-03-15,105.12999999999998,0.006028708133971248
1971-03-16,105.55999999999999,0.004090174070198867
1971-03-17,105.49999999999999,-0.0005683971201212796
1971-03-18,105.87999999999998,0.003601895734597113
1971-03-19,105.76999999999998,-0.0010389119758216795
1971-03-22,105.36999999999999,-0.0037817906778858986
1971-03-23,105.10999999999999,-0.0024674954920755918
1971-03-24,104.69999999999999,-0.0039006754828274817
1971-03-25,104.59999999999998,-0.000955109837631409
1971-03-26,105.06999999999996,0.004493307839388135
1971-03-29,105.19999999999997,0.001237270391167885
1971-03-30,105.43999999999998,0.002281368821292727
1971-03-31,105.96999999999998,0.005026555386949935
1971-04-01,106.33999999999997,0.0034915542134566816
1971-04-02,106.85999999999997,0.004889975550122212
1971-04-05,107.16999999999997,0.0029009919520868637
1971-04-06,107.55999999999999,0.0036390781002146174
1971-04-07,108.05999999999999,0.0046485682409817776
1971-04-08,108.37999999999998,0.0029613177864148913
1971-04-12,108.86999999999999,0.004521129359660538
1971-04-13,108.84999999999998,-0.00018370533664012337
1971-04-14,109.07999999999998,0.0021129995406523106
1971-04-15,109.68999999999998,0.005592225889255587
1971-04-16,109.96,0.002461482359376388
1971-04-19,110.16000000000001,0.0018188432157148313
1971-04-20,109.53000000000002,-0.005718954248365972
1971-04-21,109.52000000000001,-9.129918743727852e-05
1971-04-22,109.99000000000001,0.00429145361577793
1971-04-23,110.69,0.006364214928629901
1971-04-26,111.12999999999998,0.003975065498238303
1971-04-27,111.68999999999997,0.0050391433456312635
1971-04-28,112.36999999999998,0.006088280060882862
1971-04-29,112.45999999999998,0.0008009255139271086
1971-04-30,112.29999999999998,-0.0014227280810954705
1971-05-03,111.34999999999998,-0.008459483526268949
1971-05-04,111.76999999999997,0.003771890435563554
1971-05-05,111.67999999999998,-0.0008052250156570565
1971-05-06,111.05999999999997,-0.005551575931232132
1971-05-07,110.65999999999997,-0.003601656762110622
1971-05-10,110.14999999999998,-0.004608711368154626
1971-05-11,110.32999999999997,0.0016341352700861788
1971-05-12,110.36999999999996,0.0003625487174839686
1971-05-13,110.54999999999995,0.0016308779559662282
1971-05-14,110.73999999999995,0.0017186793306196086
1971-05-17,109.14999999999996,-0.014357955571609078
1971-05-18,108.39999999999996,-0.006871278057718735
1971-05-19,108.32999999999996,-0.0006457564575646438
1971-05-20,108.71999999999996,0.0036001107726391633
1971-05-21,108.84999999999995,0.001195732155997015
1971-05-24,108.41999999999996,-0.003950390445567227
1971-05-25,107.49999999999996,-0.008485519276886198
1971-05-26,107.52999999999997,0.000279069767441871
1971-05-27,107.59999999999997,0.0006509811215474117
1971-05-28,108.24999999999997,0.0060408921933086035
1971-06-01,108.86999999999998,0.005727482678983876
1971-06-02,109.55999999999997,0.006337834114080993
1971-06-03,110.21999999999998,0.006024096385542138
1971-06-04,110.65999999999997,0.003992015968063852
1971-06-07,110.75999999999998,0.0009036688957166865
1971-06-08,110.01999999999997,-0.006681112314915214
1971-06-09,109.78999999999998,-0.0020905289947281383
1971-06-10,110.05999999999999,0.002459240367975189
1971-06-11,110.19999999999999,0.0012720334363074738
1971-06-14,109.56999999999998,-0.0057168784029038985
1971-06-15,109.35999999999999,-0.0019165830062972873
1971-06-16,109.43999999999998,0.0007315288953913524
1971-06-17,109.43999999999998,0.0
1971-06-18,108.15999999999998,-0.01169590643274855
1971-06-21,106.49999999999999,-0.015347633136094644
1971-06-22,105.48999999999998,-0.009483568075117419
1971-06-23,105.98999999999998,0.004739785761683572
1971-06-24,106.36999999999999,0.0035852438909331984
1971-06-25,106.56,0.001786217918586046
1971-06-28,106.45,-0.001032282282282277
1971-06-29,107.22,0.0072334429309534615
1971-06-30,107.8,0.005409438537586255
1971-07-01,108.47000000000001,0.006215213358070517
1971-07-02,108.77000000000001,0.0027657416797270875
1971-07-06,109.23000000000002,0.004229107290613294
1971-07-07,110.01000000000002,0.007140895358418027
1971-07-08,110.42000000000003,0.0037269339150985963
1971-07-09,110.91000000000003,0.004437601883716671
1971-07-12,111.24000000000001,0.0029753854476602497
1971-07-13,110.76000000000002,-0.004314994606256651
1971-07-14,110.34000000000002,-0.003791982665222117
1971-07-15,110.72000000000003,0.0034439006706542996
1971-07-16,109.98000000000003,-0.006683526011560648
1971-07-19,109.37000000000003,-0.005546462993271498
1971-07-20,109.79000000000003,0.0038401755508823414
1971-07-21,109.74000000000002,-0.0004554148829584786
1971-07-22,109.54000000000003,-0.0018224895206851526
1971-07-23,109.63000000000001,0.0008216176739089757
1971-07-26,109.35000000000001,-0.0025540454255222216
1971-07-27,108.57000000000001,-0.007133058984910848
1971-07-28,107.45000000000002,-0.010315925209542142
1971-07-29,105.81000000000002,-0.015262912982782694
1971-07-30,105.27000000000001,-0.00510348738304514
1971-08-02,105.59000000000002,0.0030398024128432356
1971-08-03,104.41000000000001,-0.011175300691353413
1971-08-04,103.26000000000002,-0.011014270663729446
1971-08-05,103.11000000000001,-0.001452643811737417
1971-08-06,103.78,0.006497914848220364
1971-08-09,103.18,-0.005781460782424305
1971-08-10,103.04,-0.0013568521031207652
1971-08-11,104.07999999999998,0.010093167701863276
1971-08-12,105.20999999999998,0.010857033051498804
1971-08-13,105.44,0.002186103982511206
1971-08-16,107.85999999999999,0.022951441578148726
1971-08-17,108.92999999999999,0.009920267012794432
1971-08-18,108.38999999999999,-0.004957312035252054
