SP-500 1x, 1927-2026
Date,Close,Daily Return
1927-12-30,17.65999984741211,0.0
1928-01-03,17.76354187912446,0.0058630822540761615
1928-01-04,17.725314194339568,-0.002152030549145041
1928-01-05,17.557040503157687,-0.009493410911475778
1928-01-06,17.668845748103745,0.0063681145421944805
1928-01-09,17.51408089309163,-0.008759194415895908
1928-01-10,17.3857333254375,-0.007328250248333517
1928-01-11,17.367458076243544,-0.0010511635518542506
1928-01-12,17.489319242928648,0.007016638022106069
1928-01-13,17.601195212483713,0.006396816708591844
1928-01-16,17.316141353402724,-0.016195142184367885
1928-01-17,17.327891136537882,0.0006785451155289326
1928-01-18,17.289565163524543,-0.0022118082755336905
1928-01-19,17.41150332396942,0.007052702557385594
1928-01-20,17.51343088047493,0.005854035381608499
1928-01-23,17.679005119811244,0.009454129260355519
1928-01-24,17.750932329450762,0.004068510029386022
1928-01-25,17.562274500799,-0.010628051820059011
1928-01-26,17.674299645771175,0.006378737843271836
1928-01-27,17.736224048919183,0.0035036411280275864
1928-01-30,17.54103609425092,-0.011005045613423949
1928-01-31,17.62302835628099,0.004674311231646283
1928-02-01,17.584675743497158,-0.0021762782200917025
1928-02-02,17.68674937919796,0.005804692516923343
1928-02-03,17.45778298558794,-0.012945645844867182
1928-02-06,17.51320182251328,0.0031744487241646057
1928-02-07,17.50492147964188,-0.0004728057699168207
1928-02-08,17.556862115334233,0.0029672018667869383
1928-02-09,17.618851435799908,0.0035307744663285777
1928-02-10,17.610580587865304,-0.0004694317313895327
1928-02-14,17.51724129099417,-0.005300182830738064
1928-02-15,17.47881972397864,-0.0021933571832047334
1928-02-16,17.430346653419477,-0.002773246210249821
1928-02-17,17.12065940523268,-0.01776713076019312
1928-02-20,17.035383469944506,-0.004980879139626537
1928-02-21,17.197897481830562,0.009539791820523256
1928-02-23,17.2214477453244,0.0013693687567751314
1928-02-24,17.273442671176433,0.0030191959828783426
1928-02-27,17.208258437969974,-0.0037736677307084257
1928-02-28,17.260270333866618,0.003022496209254909
1928-02-29,17.362585787368953,0.005927801333538867
1928-03-01,17.404563533838832,0.0024177128328670707
1928-03-02,17.406308745537444,0.00010027322404371585
1928-03-05,17.683204532016354,0.015907783236919593
1928-03-06,17.7856223754387,0.005791814670068028
1928-03-07,17.69681673540706,-0.004993113997195448
1928-03-08,17.758989406861907,0.0035132121434276404
1928-03-09,18.05272726484642,0.016540234990568666
1928-03-12,18.128636707882382,0.00420487397401603
1928-03-13,18.049882882870076,-0.004344166981848211
1928-03-14,18.061765512605543,0.0006583217083774333
1928-03-15,18.20460485076366,0.00790838182781348
1928-03-16,18.39784615139193,0.010614968147477638
1928-03-19,18.50413587625507,0.005777291754072793
1928-03-20,18.60677485820149,0.005546813027790624
1928-03-21,18.800151851113487,0.010392827042068566
1928-03-22,18.751635219123422,-0.002580651069964081
1928-03-23,18.934983247589315,0.009777708787706755
1928-03-26,19.212905985196024,0.01467773876388792
1928-03-27,19.10389316438625,-0.00567393713859684
1928-03-28,19.055374956346927,-0.0025397026470902286
1928-03-29,19.11781236528467,0.0032766297740546343
1928-03-30,19.45265160574404,0.0175145165179773
1928-04-02,19.085189177811287,-0.018890094542393925
1928-04-03,19.198122608520993,0.005917333575137077
1928-04-04,19.16976602333676,-0.0014770499054760837
1928-04-05,19.413959933917166,0.01273849197132243
1928-04-09,19.46213031254878,0.002481223758346059
1928-04-10,19.292386795910478,-0.008721733639243832
1928-04-11,19.637746139419235,0.017901327977830478
1928-04-12,19.609409422944598,-0.0014429719313742875
1928-04-13,19.9346629488698,0.016586604874730647
1928-04-16,19.890141798051253,-0.002233353577772518
1928-04-17,19.730427933517984,-0.008029800197247335
1928-04-18,19.73240636713864,0.00010027322404371585
1928-04-19,19.845580647535154,0.005735452549010381
1928-04-20,19.554386779159927,-0.01467298304579434
1928-04-23,19.368162406632077,-0.009523406416728839
1928-04-24,19.47124413182809,0.005322225363037766
1928-04-25,19.554115955214794,0.004256113416565853
1928-04-26,19.697699281097112,0.007342869716594351
1928-04-27,19.91213136827291,0.010886148890575082
1928-04-30,19.988946689746076,0.0038577146791809714
1928-05-01,20.02131469782591,0.0016192953326770226
1928-05-02,20.073931522304488,0.002628040429547423
1928-05-03,20.177174900266106,0.005143156827395789
1928-05-04,20.493042252448305,0.015654686731096025
1928-05-07,20.67133239678106,0.008700033022742446
1928-05-08,20.53161321612248,-0.006759079578263569
1928-05-09,20.503284099630662,-0.00137978035109161
1928-05-10,20.474949090879,-0.001381974156626606
1928-05-11,20.628970203047636,0.007522417344483032
1928-05-14,20.716232580748123,0.004230088891572338
1928-05-15,20.66763298992171,-0.0023459666537812888
1928-05-16,20.325075749278806,-0.01657457536670734
1928-05-17,20.398075801219143,0.003591625086215369
1928-05-18,20.197356244043345,-0.009840122133667088
1928-05-21,19.90939326217222,-0.014257459164045319
1928-05-22,19.637548196992785,-0.013654110981671068
1928-05-23,20.035107790897616,0.020244869161706706
1928-05-24,20.158849927599963,0.0061762650839626235
1928-05-25,20.191306190345124,0.0016100255154301052
1928-05-28,19.862549497776453,-0.016282091384750272
1928-05-29,20.118278402538298,0.012874928507565197
1928-05-31,20.30502224998847,0.00928229760587309
1928-06-01,20.378125568078666,0.0036002579652546535
1928-06-04,20.11011005315614,-0.013152118138989064
1928-06-05,20.16291082921178,0.0026255836450456674
1928-06-06,19.971936974269887,-0.009471541909772884
1928-06-07,19.923147070401996,-0.0024429229839222745
1928-06-08,19.68131257015092,-0.012138368471432391
1928-06-11,18.98614297761256,-0.03532130238064854
1928-06-12,18.642474434414083,-0.018101019443691666
1928-06-13,19.20341392976681,0.030089326249375454
1928-06-14,19.367994012320857,0.008570355414717812
1928-06-15,19.05476192816134,-0.01617266527242083
1928-06-18,18.714783087338002,-0.0178421982969452
1928-06-19,18.655633754315257,-0.0031605673839074726
1928-06-20,18.89146227679524,0.012641142380136592
1928-06-21,18.883183243225325,-0.00043824207192708455
1928-06-22,18.864729937325084,-0.0009772349112197804
1928-06-25,18.799177135544866,-0.003474886838984956
1928-06-26,19.01480588161393,0.011470116192551796
1928-06-27,19.199939046028465,0.009736263707721808
1928-06-28,19.41564845819946,0.011234900884522106
1928-06-29,19.48886378558293,0.003770944222702457
1928-07-02,19.331810257683802,-0.008058629257561413
1928-07-03,19.64949623762289,0.016433328059011827
1928-07-05,19.846976383034164,0.010050137826595163
1928-07-06,19.757270869624094,-0.004519857920864666
1928-07-09,19.834539824274238,0.003910912350194112
1928-07-10,19.80595254076536,-0.0014412879634288648
1928-07-11,19.31865146545392,-0.024603768705820043
1928-07-12,19.177863745991385,-0.007287657718464269
1928-07-13,19.332719910326823,0.008074734828992966
1928-07-16,19.073426133441888,-0.013412172632078901
1928-07-17,19.17733405805777,0.0054477849909563385
1928-07-18,19.41387484029614,0.0123343933793019
1928-07-19,19.375013716062664,-0.0020017191082747367
1928-07-20,19.417768427759366,0.0022066932350739967
1928-07-23,19.515443729055548,0.0050302021913366845
1928-07-24,19.486779439912034,-0.001468800276410726
1928-07-25,19.60102037846907,0.005862484301692687
1928-07-26,19.643820280939217,0.0021835548172360712
1928-07-27,19.829568288314835,0.009455798552374852
1928-07-30,19.886587134572636,0.002875445669253441
1928-07-31,19.847726383970645,-0.0019541186398158803
1928-08-01,19.839501355424048,-0.00041440658680384583
1928-08-02,19.74954643462086,-0.004534132143325858
1928-08-03,19.782178619578815,0.0016523004751517396
1928-08-06,20.01292626367254,0.011664420210287185
1928-08-07,19.922942910701796,-0.004496261655352345
1928-08-08,19.67960961739267,-0.01221372236018481
1928-08-09,19.73269804446675,0.002697636188227969
1928-08-10,19.68355650435237,-0.002490360922953376
1928-08-13,19.730379538146035,0.0023787893099152385
