Nasdaq-100 1x, 1986-2026
Date,Close,Daily Return
1986-01-02,131.25,0.0
1986-01-03,130.55118664383562,-0.005324292237442836
1986-01-06,130.35472580331205,-0.0015048567965878022
1986-01-07,132.79599281441511,0.018727875004597723
1986-01-08,131.16711987379898,-0.012265979613500323
1986-01-09,128.80817765834888,-0.017984249541498923
1986-01-10,129.5693904786981,0.005909662213902762
1986-01-13,129.10287076105863,-0.0036005395712358284
1986-01-14,129.1940469658332,0.0007062291042566935
1986-01-15,131.54547055937476,0.018200711633125234
1986-01-16,133.07683983319706,0.01164136832161839
1986-01-17,132.78800629179074,-0.0021704268133234178
1986-01-20,131.62144926346974,-0.008785108391171999
1986-01-21,131.11255614156843,-0.0038663388433192464
1986-01-22,129.64348860563297,-0.011204628901821076
1986-01-23,129.29459730089832,-0.0026911594904388153
1986-01-24,130.2259432247499,0.0072032857002067895
1986-01-27,130.81959294193416,0.004558613303032242
1986-01-28,132.0210472100565,0.009184054476118388
1986-01-29,133.09249251463763,0.008115715843977335
1986-01-30,132.2234833674459,-0.006529362631751289
1986-01-31,132.96486625262523,0.005607043970540604
1986-02-03,134.2788162972658,0.009881934090349351
1986-02-04,134.64013442106875,0.0026908051006578814
1986-02-05,135.7616856719845,0.008329992061715112
1986-02-06,136.68319567948149,0.006787703046966063
1986-02-07,137.46467802491233,0.005717472009239366
1986-02-10,138.17863735429734,0.005193765697800821
1986-02-11,138.3099324152841,0.0009501834979753704
1986-02-12,138.71132734811414,0.002902141052493953
1986-02-13,139.21276653399653,0.0036149836892843245
1986-02-14,140.2144043488555,0.007195014076632003
1986-02-18,140.79970024850664,0.004174292237443012
1986-02-19,139.70050662506821,-0.007806789513744539
1986-02-20,140.00189966206167,0.002157422648454228
1986-02-21,141.21370065197746,0.008655603908524455
1986-02-24,140.26710209911204,-0.006703305334362186
1986-02-25,139.46798737385686,-0.005697092998260681
1986-02-26,138.9489947058667,-0.0037212315009532777
1986-02-27,140.60107066661885,0.011889801464554046
1986-02-28,140.50229128107526,-0.0007025507350353296
1986-03-03,139.81574696337455,-0.004886356737964299
1986-03-04,140.6174446960815,0.005733958800198289
1986-03-05,140.3285562271165,-0.002054428378992128
1986-03-06,140.8801330146853,0.0039306097233414725
1986-03-07,140.61125306131524,-0.0019085725404732977
1986-03-10,142.526171243962,0.013618527258353625
1986-03-11,145.4292142358409,0.02036849068870146
1986-03-12,146.71131477932937,0.00881597655756649
1986-03-13,147.10288410197776,0.0026689783486525606
1986-03-14,147.0942077550421,-5.898148760724842e-05
1986-03-17,146.46779368603222,-0.004258590998043022
1986-03-18,147.72995975487783,0.008617362473221769
1986-03-19,147.57118706017138,-0.001074749461584334
1986-03-20,147.90274769608718,0.0022467843657080857
1986-03-21,148.10422393513613,0.0013622210688267345
1986-03-24,147.1976001722493,-0.006121525360977393
1986-03-25,147.59922361030243,0.0027284645781122186
1986-03-26,147.36038033721414,-0.0016181878687852218
1986-03-27,148.49255969787464,0.0076830648649905495
1986-03-31,148.97829396332736,0.0032711017066511315
1986-04-01,148.56931507735666,-0.0027452246571663197
1986-04-02,149.04103606418286,0.0031750902706967356
1986-04-03,148.83221287910013,-0.0014011120064462768
1986-04-04,147.15217782750446,-0.011288114441733197
1986-04-07,146.1853630354205,-0.00657016978177037
1986-04-08,149.05914802714594,0.01965850022227686
1986-04-09,149.1906084176449,0.000881934401470183
1986-04-10,151.89432304129537,0.018122552433606692
1986-04-11,152.79649292400853,0.005939457542912061
1986-04-14,154.07177277106345,0.008346263861495484
1986-04-15,155.06407755957994,0.006440535931205038
1986-04-16,159.04918095911728,0.025699720156050612
1986-04-17,159.21076915169178,0.001015963688716066
1986-04-18,157.81088156516532,-0.008792668950632949
1986-04-21,158.6859945103193,0.005545327017215851
1986-04-22,158.01676992142671,-0.004217288305484644
1986-04-23,157.61780132833593,-0.0025248496934166054
1986-04-24,160.0116215468296,0.015187499116975044
1986-04-25,160.6236849876037,0.0038251186686149258
1986-04-28,160.06747037492022,-0.0034628430590818663
1986-04-29,158.4171894419535,-0.010309908247449212
1986-04-30,155.07509303247605,-0.021096804085784175
1986-05-01,154.37574906665563,-0.004509711728330031
