SP500 osnoven more padet 4.0% da kupimo 2x,in osnoven more padet 6.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1927-12-30-1942-12-30,30000,72000.0,102000.0,-75558.08,26441.92
1928-01-03-1943-01-04,30000,72000.0,102000.0,-74160.59,27839.41
1929-01-02-1944-01-03,30000,72000.0,102000.0,-57714.65,44285.35
1930-01-02-1945-01-02,30000,72000.0,102000.0,-32467.38,69532.62
1931-01-02-1946-01-02,30000,72000.0,102000.0,49399.42,151399.42
1932-01-04-1947-01-06,30000,72000.0,102000.0,4421.05,106421.05
1933-01-03-1948-01-05,30000,72000.0,102000.0,11951.11,113951.11
1934-01-02-1949-01-03,30000,72000.0,102000.0,-6280.29,95719.71
1935-01-02-1950-01-03,30000,72000.0,102000.0,34857.34,136857.34
1936-01-02-1951-01-02,30000,72000.0,102000.0,112412.56,214412.56
1937-01-04-1952-01-04,30000,72000.0,102000.0,196458.19,298458.19
1938-01-03-1953-01-05,30000,72000.0,102000.0,386798.49,488798.49
1939-01-03-1954-01-04,30000,72000.0,102000.0,249332.51,351332.51
1940-01-02-1955-01-03,30000,72000.0,102000.0,965427.01,1067427.01
1941-01-02-1956-01-03,30000,72000.0,102000.0,1977403.75,2079403.75
1942-01-02-1957-01-02,30000,72000.0,102000.0,2641954.32,2743954.32
1943-01-04-1958-01-06,30000,72000.0,102000.0,1243375.24,1345375.24
1944-01-03-1959-01-05,30000,72000.0,102000.0,2114801.79,2216801.79
1945-01-02-1960-01-04,30000,72000.0,102000.0,2011476.79,2113476.79
1946-01-02-1961-01-03,30000,72000.0,102000.0,1133227.56,1235227.56
1947-01-02-1962-01-02,30000,72000.0,102000.0,2328423.86,2430423.86
1948-01-02-1963-01-02,30000,72000.0,102000.0,1417892.89,1519892.89
1949-01-03-1964-01-03,30000,72000.0,102000.0,2293748.48,2395748.48
1950-01-03-1965-01-04,30000,72000.0,102000.0,2404813.37,2506813.37
1951-01-02-1966-01-03,30000,72000.0,102000.0,1914880.49,2016880.49
1952-01-02-1967-01-03,30000,72000.0,102000.0,822337.51,924337.51
1953-01-02-1968-01-02,30000,72000.0,102000.0,1063225.45,1165225.45
1954-01-04-1969-01-06,30000,72000.0,102000.0,1365165.02,1467165.02
1955-01-03-1970-01-05,30000,72000.0,102000.0,374643.91,476643.91
1956-01-03-1971-01-04,30000,72000.0,102000.0,184636.44,286636.44
1957-01-02-1972-01-03,30000,72000.0,102000.0,246444.75,348444.75
1958-01-02-1973-01-02,30000,72000.0,102000.0,561177.27,663177.27
1959-01-02-1974-01-02,30000,72000.0,102000.0,98593.79,200593.79
1960-01-04-1975-01-06,30000,72000.0,102000.0,-26856.59,75143.41
1961-01-03-1976-01-05,30000,72000.0,102000.0,34893.09,136893.09
1962-01-02-1977-01-03,30000,72000.0,102000.0,46659.61,148659.61
1963-01-02-1978-01-03,30000,72000.0,102000.0,17261.56,119261.56
1964-01-02-1979-01-02,30000,72000.0,102000.0,-750.11,101249.89
1965-01-04-1980-01-04,30000,72000.0,102000.0,10076.38,112076.38
1966-01-03-1981-01-05,30000,72000.0,102000.0,94853.18,196853.18
1967-01-03-1982-01-04,30000,72000.0,102000.0,49810.89,151810.89
1968-01-02-1983-01-03,30000,72000.0,102000.0,64913.98,166913.98
1969-01-02-1984-01-03,30000,72000.0,102000.0,139542.22,241542.22
1970-01-02-1985-01-02,30000,72000.0,102000.0,152112.4,254112.4
1971-01-04-1986-01-06,30000,72000.0,102000.0,372290.64,474290.64
