SP500 osnoven more padet 5.0% da kupimo 2x,in osnoven more padet 9.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1980-01-02-1995-01-03,30000,72000.0,102000.0,882685.08,984685.08
1981-01-02-1996-01-02,30000,72000.0,102000.0,1330035.55,1432035.55
1982-01-04-1997-01-06,30000,72000.0,102000.0,2545270.1,2647270.1
1983-01-03-1998-01-05,30000,72000.0,102000.0,3658693.47,3760693.47
1984-01-03-1999-01-04,30000,72000.0,102000.0,4355151.72,4457151.72
1985-01-02-2000-01-03,30000,72000.0,102000.0,6304798.92,6406798.92
1986-01-02-2001-01-02,30000,72000.0,102000.0,2152101.47,2254101.47
1987-01-02-2002-01-02,30000,72000.0,102000.0,1049761.93,1151761.93
1988-01-04-2003-01-06,30000,72000.0,102000.0,504089.79,606089.79
1989-01-03-2004-01-05,30000,72000.0,102000.0,646939.17,748939.17
1990-01-02-2005-01-03,30000,72000.0,102000.0,425418.09,527418.09
1991-01-02-2006-01-03,30000,72000.0,102000.0,563546.89,665546.89
1992-01-02-2007-01-03,30000,72000.0,102000.0,426680.23,528680.23
1993-01-04-2008-01-04,30000,72000.0,102000.0,343282.62,445282.62
1994-01-03-2009-01-05,30000,72000.0,102000.0,-7858.31,94141.69
1995-01-03-2010-01-04,30000,72000.0,102000.0,27023.75,129023.75
1996-01-02-2011-01-03,30000,72000.0,102000.0,2533.75,104533.75
1997-01-02-2012-01-03,30000,72000.0,102000.0,-25607.72,76392.28
1998-01-02-2013-01-02,30000,72000.0,102000.0,-14697.74,87302.26
1999-01-04-2014-01-06,30000,72000.0,102000.0,39433.54,141433.54
2000-01-03-2015-01-05,30000,72000.0,102000.0,70171.74,172171.74
2001-01-02-2016-01-04,30000,72000.0,102000.0,67754.54,169754.54
2002-01-02-2017-01-03,30000,72000.0,102000.0,137767.0,239767.0
2003-01-02-2018-01-02,30000,72000.0,102000.0,365583.83,467583.83
2004-01-02-2019-01-02,30000,72000.0,102000.0,185553.77,287553.77
2005-01-03-2020-01-03,30000,72000.0,102000.0,393806.16,495806.16
2006-01-03-2021-01-04,30000,72000.0,102000.0,401557.32,503557.32
2007-01-03-2022-01-03,30000,72000.0,102000.0,789978.53,891978.53
2008-01-02-2023-01-03,30000,72000.0,102000.0,284631.44,386631.44
2009-01-02-2024-01-02,30000,72000.0,102000.0,1146224.21,1248224.21
2010-01-04-2025-01-06,30000,72000.0,102000.0,1437099.2,1539099.2
