SP500 osnoven more padet 4.0% da kupimo 2x,in osnoven more padet 8.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1927-12-30-1942-12-30,30000,72000.0,102000.0,-75534.49,26465.51
1928-01-03-1943-01-04,30000,72000.0,102000.0,-74136.23,27863.77
1929-01-02-1944-01-03,30000,72000.0,102000.0,-57714.65,44285.35
1930-01-02-1945-01-02,30000,72000.0,102000.0,-32437.85,69562.15
1931-01-02-1946-01-02,30000,72000.0,102000.0,49551.78,151551.78
1932-01-04-1947-01-06,30000,72000.0,102000.0,6092.81,108092.81
1933-01-03-1948-01-05,30000,72000.0,102000.0,12889.29,114889.29
1934-01-02-1949-01-03,30000,72000.0,102000.0,-5567.64,96432.36
1935-01-02-1950-01-03,30000,72000.0,102000.0,35352.1,137352.1
1936-01-02-1951-01-02,30000,72000.0,102000.0,112761.67,214761.67
1937-01-04-1952-01-04,30000,72000.0,102000.0,196112.09,298112.09
1938-01-03-1953-01-05,30000,72000.0,102000.0,382792.56,484792.56
1939-01-03-1954-01-04,30000,72000.0,102000.0,247053.12,349053.12
1940-01-02-1955-01-03,30000,72000.0,102000.0,935346.71,1037346.71
1941-01-02-1956-01-03,30000,72000.0,102000.0,1926972.13,2028972.13
1942-01-02-1957-01-02,30000,72000.0,102000.0,2581622.2,2683622.2
1943-01-04-1958-01-06,30000,72000.0,102000.0,1220911.89,1322911.89
1944-01-03-1959-01-05,30000,72000.0,102000.0,2088475.05,2190475.05
1945-01-02-1960-01-04,30000,72000.0,102000.0,1977624.1,2079624.1
1946-01-02-1961-01-03,30000,72000.0,102000.0,1105918.35,1207918.35
1947-01-02-1962-01-02,30000,72000.0,102000.0,2220185.19,2322185.19
1948-01-02-1963-01-02,30000,72000.0,102000.0,1385759.7,1487759.7
1949-01-03-1964-01-03,30000,72000.0,102000.0,2245129.42,2347129.42
1950-01-03-1965-01-04,30000,72000.0,102000.0,2332262.12,2434262.12
1951-01-02-1966-01-03,30000,72000.0,102000.0,1838827.4,1940827.4
1952-01-02-1967-01-03,30000,72000.0,102000.0,788179.22,890179.22
1953-01-02-1968-01-02,30000,72000.0,102000.0,1007794.2,1109794.2
1954-01-04-1969-01-06,30000,72000.0,102000.0,1351958.06,1453958.06
1955-01-03-1970-01-05,30000,72000.0,102000.0,366770.89,468770.89
1956-01-03-1971-01-04,30000,72000.0,102000.0,180370.68,282370.68
1957-01-02-1972-01-03,30000,72000.0,102000.0,240518.95,342518.95
1958-01-02-1973-01-02,30000,72000.0,102000.0,555262.34,657262.34
1959-01-02-1974-01-02,30000,72000.0,102000.0,97515.58,199515.58
1960-01-04-1975-01-06,30000,72000.0,102000.0,-25874.42,76125.58
1961-01-03-1976-01-05,30000,72000.0,102000.0,35589.1,137589.1
1962-01-02-1977-01-03,30000,72000.0,102000.0,47054.6,149054.6
1963-01-02-1978-01-03,30000,72000.0,102000.0,17983.14,119983.14
1964-01-02-1979-01-02,30000,72000.0,102000.0,6.02,102006.02
1965-01-04-1980-01-04,30000,72000.0,102000.0,10810.02,112810.02
1966-01-03-1981-01-05,30000,72000.0,102000.0,94903.38,196903.38
1967-01-03-1982-01-04,30000,72000.0,102000.0,50459.78,152459.78
1968-01-02-1983-01-03,30000,72000.0,102000.0,65514.35,167514.35
1969-01-02-1984-01-03,30000,72000.0,102000.0,139104.21,241104.21
1970-01-02-1985-01-02,30000,72000.0,102000.0,151634.22,253634.22
1971-01-04-1986-01-06,30000,72000.0,102000.0,369780.92,471780.92
1972-01-03-1987-01-05,30000,72000.0,102000.0,561135.26,663135.26
1973-01-02-1988-01-04,30000,72000.0,102000.0,308769.89,410769.89
1974-01-02-1989-01-03,30000,72000.0,102000.0,396358.27,498358.27
1975-01-02-1990-01-02,30000,72000.0,102000.0,1593719.95,1695719.95
1976-01-02-1991-01-02,30000,72000.0,102000.0,612343.33,714343.33
1977-01-03-1992-01-03,30000,72000.0,102000.0,905740.8,1007740.8
1978-01-03-1993-01-04,30000,72000.0,102000.0,1114167.6,1216167.6
1979-01-02-1994-01-03,30000,72000.0,102000.0,1254010.12,1356010.12
1980-01-02-1995-01-03,30000,72000.0,102000.0,890932.76,992932.76
1981-01-02-1996-01-02,30000,72000.0,102000.0,1378968.0,1480968.0
1982-01-04-1997-01-06,30000,72000.0,102000.0,2606046.44,2708046.44
1983-01-03-1998-01-05,30000,72000.0,102000.0,3750236.71,3852236.71
1984-01-03-1999-01-04,30000,72000.0,102000.0,4464893.38,4566893.38
1985-01-02-2000-01-03,30000,72000.0,102000.0,6364092.15,6466092.15
1986-01-02-2001-01-02,30000,72000.0,102000.0,2186531.58,2288531.58
1987-01-02-2002-01-02,30000,72000.0,102000.0,1070837.48,1172837.48
1988-01-04-2003-01-06,30000,72000.0,102000.0,508387.84,610387.84
1989-01-03-2004-01-05,30000,72000.0,102000.0,655269.18,757269.18
1990-01-02-2005-01-03,30000,72000.0,102000.0,432818.21,534818.21
