date,A,B,C
1973-01-02,10089.0,10178.0,10267.0
1973-01-03,10128.35,10258.41,10388.15
1973-01-04,10114.17,10229.68,10343.48
1973-01-05,10153.61,10310.5,10465.53
1973-01-08,10151.58,10307.4,10460.3
1973-01-09,10141.43,10286.79,10428.92
1973-01-10,10116.08,10235.36,10350.7
1973-01-11,10184.87,10374.56,10560.82
1973-01-12,10105.42,10212.71,10312.64
1973-01-15,10032.67,10065.65,10089.89
1973-01-16,10007.58,10014.32,10013.21
1973-01-17,10053.62,10105.45,10150.39
1973-01-18,10067.69,10134.75,10194.04
1973-01-19,10061.65,10122.59,10175.69
1973-01-22,10013.36,10025.41,10029.16
1973-01-23,10014.36,10027.42,10032.16
1973-01-24,9888.18,9774.73,9652.95
1973-01-26,9864.45,9727.81,9583.45
1973-01-29,9826.96,9653.88,9475.15
1973-01-30,9811.24,9623.95,9430.62
1973-01-31,9827.92,9657.63,9479.66
1973-02-01,9819.7,9543.94,9265.45
1973-02-02,9784.35,9476.18,9166.31
1973-02-05,9774.57,9456.28,9137.89
1973-02-06,9793.14,9493.16,9190.89
1973-02-07,9725.57,9362.15,9000.64
1973-02-08,9682.77,9279.77,8881.83
1973-02-09,9812.52,9529.39,9239.77
1973-02-12,9930.27,9759.05,9573.33
1973-02-13,9991.84,9880.06,9751.39
1973-02-14,9847.96,9595.52,9330.13
1973-02-15,9792.81,9487.09,9172.45
1973-02-16,9837.86,9575.32,9299.95
1973-02-20,9874.26,9645.22,9402.25
1973-02-21,9813.04,9526.58,9228.31
1973-02-22,9791.45,9484.66,9168.32
1973-02-23,9681.78,9272.21,8860.27
1973-02-26,9598.52,9113.65,8632.56
1973-02-27,9488.14,8904.04,8334.73
1973-02-28,9554.55,9029.59,8510.6
1973-03-01,9600.49,9026.42,8465.08
1973-03-02,9707.05,9226.81,8746.12
1973-03-05,9742.0,9292.32,8839.7
1973-03-06,9864.75,9526.48,9173.84
1973-03-07,9895.33,9584.6,9258.24
1973-03-08,9876.53,9548.17,9204.54
1973-03-09,9838.01,9474.65,9097.77
1973-03-12,9843.91,9486.02,9114.15
1973-03-13,9897.07,9589.42,9262.71
1973-03-14,9940.62,9672.85,9384.05
1973-03-15,9866.06,9527.76,9173.85
1973-03-16,9815.75,9430.57,9034.4
1973-03-19,9696.97,9203.3,8707.36
1973-03-20,9677.58,9167.4,8655.98
1973-03-21,9551.77,8928.13,8317.54
1973-03-22,9409.45,8661.18,7944.91
1973-03-23,9413.21,8667.25,7953.65
1973-03-26,9496.05,8819.79,8164.42
1973-03-27,9645.14,9095.85,8548.15
1973-03-28,9649.96,9105.85,8561.83
1973-03-29,9744.53,9283.42,8812.69
1973-03-30,9641.24,9087.54,8533.33
1973-04-02,9624.34,8967.04,8322.53
1973-04-03,9542.54,8813.7,8109.47
1973-04-04,9501.5,8737.9,8004.86
1973-04-05,9479.65,8697.71,7949.62
1973-04-06,9546.01,8819.48,8116.57
1973-04-09,9684.43,9074.36,8468.82
1973-04-10,9802.58,9295.77,8777.94
1973-04-11,9843.75,9373.86,8888.54
1973-04-12,9834.89,9356.99,8864.54
1973-04-13,9791.61,9273.71,8746.64
1973-04-16,9735.8,9167.99,8597.07
1973-04-17,9691.99,9085.48,8481.01
1973-04-18,9744.33,9183.6,8618.41
1973-04-19,9798.9,9287.37,8764.06
1973-04-23,9746.96,9188.0,8623.83
1973-04-24,9608.55,8927.98,8257.32
1973-04-25,9464.43,8660.14,7885.74
1973-04-26,9512.69,8748.47,8005.6
1973-04-27,9368.1,8481.64,7639.75
1973-04-30,9345.62,8440.93,7583.98
1973-05-01,9456.95,8561.43,7711.64
1973-05-02,9574.22,8773.75,7999.28
1973-05-03,9732.19,9063.29,8395.25
1973-05-04,9801.29,9191.99,8573.23
1973-05-07,9760.13,9113.86,8464.35
1973-05-08,9823.57,9232.34,8629.4
1973-05-09,9751.86,9097.54,8441.28
1973-05-10,9672.87,8949.25,8235.31
1973-05-11,9551.95,8725.52,7926.49
1973-05-14,9351.36,8359.05,7427.12
1973-05-15,9410.28,8465.21,7568.24
1973-05-16,9398.04,8443.2,7538.72
1973-05-17,9320.98,8305.58,7354.02
1973-05-18,9170.91,8038.14,6998.82
1973-05-21,9070.95,7862.91,6770.66
1973-05-22,9146.24,7992.64,6938.57
1973-05-23,9189.23,8068.57,7037.1
1973-05-24,9460.31,8544.62,7659.88
1973-05-25,9531.26,8671.93,7831.46
1973-05-29,9493.13,8602.56,7737.49
1973-05-30,9351.69,8346.2,7392.4
1973-05-31,9266.59,8195.14,7191.32
1973-06-01,9275.73,8134.21,7078.42
1973-06-04,9190.39,7983.73,6882.34
1973-06-05,9337.44,8239.21,7213.38
1973-06-06,9309.43,8190.6,7149.19
1973-06-07,9446.28,8430.58,7463.75
1973-06-08,9552.07,8620.27,7715.28
1973-06-11,9522.46,8566.82,7644.3
1973-06-12,9664.35,8822.11,7986.0
1973-06-13,9602.5,8710.07,7833.46
1973-06-14,9494.95,8515.84,7571.04
