date,A,B,C
1976-01-02,10079.0,10157.0,10236.0
1976-01-05,10265.46,10532.81,10803.07
1976-01-06,10371.2,10748.73,11135.81
1976-01-07,10417.87,10845.47,11286.14
1976-01-08,10487.67,10990.8,11512.99
1976-01-09,10528.57,11076.53,11647.7
1976-01-12,10681.23,11398.85,12155.54
1976-01-13,10596.85,11218.75,11867.45
1976-01-14,10769.58,11584.48,12448.95
1976-01-15,10711.42,11460.53,12248.53
1976-01-16,10754.27,11553.36,12396.73
1976-01-19,10900.53,11867.61,12902.52
1976-01-20,10960.48,11998.16,13115.41
1976-01-21,10891.43,11848.18,12868.84
1976-01-22,10869.65,11799.6,12790.34
1976-01-23,10998.99,12081.61,13248.24
1976-01-26,11050.69,12196.39,13436.36
1976-01-27,10983.28,12047.59,13189.13
1976-01-28,10922.87,11916.27,12972.83
1976-01-29,11097.64,12298.78,13596.82
1976-01-30,11180.87,12483.27,13902.75
1976-02-02,11282.0,12585.78,14006.95
1976-02-03,11316.97,12662.56,14135.82
1976-02-04,11398.46,12844.9,14441.15
1976-02-05,11228.62,12462.12,13795.63
1976-02-06,11124.19,12231.57,13412.11
1976-02-09,11141.99,12270.71,13476.49
1976-02-10,11236.7,12480.54,13821.49
1976-02-11,11270.41,12555.42,13945.88
1976-02-12,11211.8,12426.1,13729.72
1976-02-13,11146.77,12281.96,13490.82
1976-02-17,11077.66,12129.66,13238.55
1976-02-18,11167.39,12326.16,13558.92
1976-02-19,11341.6,12710.74,14194.83
1976-02-20,11418.73,12883.61,14484.41
1976-02-23,11363.92,12759.92,14275.83
1976-02-24,11410.51,12865.83,14452.85
1976-02-25,11372.85,12779.63,14308.32
1976-02-26,11196.58,12382.18,13641.55
1976-02-27,11151.79,12283.13,13477.86
1976-03-01,11286.67,12459.9,13704.13
1976-03-02,11349.87,12599.45,13934.36
1976-03-03,11281.78,12449.52,13684.93
1976-03-04,11162.19,12185.59,13249.75
1976-03-05,11183.4,12231.89,13326.6
1976-03-08,11305.3,12498.55,13762.38
1976-03-09,11349.39,12596.04,13923.4
1976-03-10,11390.24,12686.73,14072.38
1976-03-11,11497.31,12925.24,14469.22
1976-03-12,11381.19,12664.15,14030.81
1976-03-15,11261.69,12398.2,13588.84
1976-03-16,11387.82,12675.92,14046.78
1976-03-17,11380.99,12660.71,14021.5
1976-03-18,11334.32,12558.16,13850.43
1976-03-19,11349.06,12590.81,13904.45
1976-03-22,11363.81,12623.55,13958.68
1976-03-23,11536.54,13007.3,14595.19
1976-03-24,11669.21,13307.77,15100.19
1976-03-25,11605.03,13161.39,14851.03
1976-03-26,11605.03,13161.39,14851.03
1976-03-29,11555.13,13048.2,14660.94
1976-03-30,11510.06,12946.42,14489.41
1976-03-31,11596.39,13139.32,14813.97
1976-04-01,11635.57,13102.96,14682.8
1976-04-02,11636.73,13105.58,14687.21
1976-04-05,11779.86,13427.98,15230.63
1976-04-06,11763.37,13389.04,15165.14
1976-04-07,11632.8,13090.46,14658.63
1976-04-08,11526.94,12852.21,14258.45
1976-04-09,11420.89,12615.73,13866.34
1976-04-12,11403.76,12577.89,13803.94
1976-04-13,11500.69,12791.71,14154.56
1976-04-14,11416.74,12604.95,13843.16
1976-04-15,11457.84,12695.71,13992.67
1976-04-19,11544.92,12889.95,14313.1
1976-04-20,11707.7,13253.45,14918.54
1976-04-21,11759.22,13368.75,15113.98
1976-04-22,11720.41,13280.52,14964.35
1976-04-23,11641.88,13102.56,14663.56
1976-04-26,11658.18,13137.94,14723.68
1976-04-27,11592.9,12992.11,14477.8
1976-04-28,11624.2,13060.96,14593.62
1976-04-29,11624.2,13060.96,14593.62
1976-04-30,11568.4,12935.58,14383.47
1976-05-03,11585.55,12850.47,14174.98
1976-05-04,11648.12,12987.97,14403.19
1976-05-05,11581.72,12839.91,14156.9
1976-05-06,11614.15,12911.81,14274.4
1976-05-07,11696.61,13095.16,14579.87
1976-05-10,11836.97,13408.14,15103.29
1976-05-11,11819.22,13369.25,15036.84
1976-05-12,11799.12,13322.46,14958.64
1976-05-13,11729.51,13163.92,14692.38
1976-05-14,11635.67,12951.98,14338.29
1976-05-17,11606.58,12888.52,14232.19
1976-05-18,11626.31,12932.34,14303.35
1976-05-19,11617.01,12911.65,14269.02
1976-05-20,11711.11,13120.82,14615.76
1976-05-21,11625.62,12930.57,14297.14
1976-05-24,11416.36,12466.36,13526.52
1976-05-25,11422.07,12478.82,13546.81
1976-05-26,11404.93,12441.39,13485.85
1976-05-27,11409.5,12451.34,13502.03
1976-05-28,11500.77,12651.81,13827.43
1976-06-01,11562.49,12667.65,13789.55
1976-06-02,11605.27,12761.39,13942.61
1976-06-03,11594.83,12738.42,13904.97
1976-06-04,11481.2,12488.74,13496.16
1976-06-07,11421.49,12357.61,13284.27
1976-06-08,11440.91,12399.63,13353.35
1976-06-09,11434.05,12384.75,13329.32
1976-06-10,11528.95,12590.33,13661.22
1976-06-11,11686.9,12934.05,14221.33
1976-06-14,11806.1,13197.9,14656.5
1976-06-15,11749.43,13071.21,14445.44
1976-06-16,11812.88,13212.37,14680.91
1976-06-17,11998.34,13627.24,15372.38
1976-06-18,12015.14,13666.76,15438.48
1976-06-21,12075.21,13803.43,15670.05
1976-06-22,11981.03,13589.48,15304.94
1976-06-23,11955.87,13531.04,15206.99
1976-06-24,12018.04,13673.12,15445.74
1976-06-25,12009.63,13655.34,15414.85
1976-06-28,11976.0,13578.87,15285.36
1976-06-29,12026.3,13691.58,15476.43
1976-06-30,12074.4,13802.48,15663.7
1976-07-01,12094.05,13718.97,15450.0
1976-07-02,12154.52,13856.16,15683.29
1976-07-06,12087.67,13705.12,15426.09
1976-07-07,12121.52,13781.87,15555.67
1976-07-08,12138.49,13821.84,15622.56
1976-07-09,12255.02,14087.22,16074.05
1976-07-12,12362.86,14333.75,16496.8
1976-07-13,12335.66,14272.11,16389.57
1976-07-14,12367.74,14347.75,16519.04
1976-07-15,12279.93,14144.01,16168.84
1976-07-16,12219.75,14003.99,15929.54
1976-07-19,12174.54,13898.96,15751.13
1976-07-20,12107.58,13747.46,15492.81
1976-07-21,12119.69,13773.58,15537.74
1976-07-22,12133.02,13802.5,15587.46
1976-07-23,12148.79,13837.01,15646.69
1976-07-26,12150.01,13839.78,15651.39
1976-07-27,12080.75,13683.39,15385.31
1976-07-28,12030.01,13569.82,15193.0
1976-07-29,12015.58,13538.61,15139.82
1976-07-30,12075.66,13672.64,15365.41
1976-08-02,12146.43,13706.53,15352.51
1976-08-03,12258.18,13958.73,15776.24
1976-08-04,12292.5,14036.9,15908.76
1976-08-05,12223.67,13881.09,15643.08
1976-08-06,12216.33,13864.43,15616.49
1976-08-09,12180.9,13784.02,15480.62
1976-08-10,12289.31,14029.37,15893.96
1976-08-11,12247.53,13935.38,15733.43
1976-08-12,12265.9,13978.58,15805.8
1976-08-13,12269.58,13986.96,15820.03
1976-08-16,12290.44,14035.92,15902.29
1976-08-17,12333.46,14135.57,16070.86
1976-08-18,12305.09,14070.55,15959.97
1976-08-19,12167.27,13755.37,15423.71
1976-08-20,12046.82,13484.39,14967.17
1976-08-23,11998.63,13376.51,14787.56
1976-08-24,11917.04,13195.93,14487.38
1976-08-25,12006.42,13393.87,14813.34
1976-08-26,11922.37,13207.69,14503.74
1976-08-27,11941.45,13249.96,14571.91
1976-08-30,12010.71,13403.66,14825.46
1976-08-31,12109.2,13624.82,15191.65
1976-09-01,12345.94,14030.88,15803.92
1976-09-02,12329.89,13993.0,15740.71
1976-09-03,12375.51,14095.15,15913.85
1976-09-07,12462.14,14292.48,16248.05
1976-09-08,12450.92,14268.18,16205.8
1976-09-09,12387.42,14121.22,15956.23
1976-09-10,12417.15,14189.0,16071.12
1976-09-13,12374.93,14091.1,15905.58
1976-09-14,12332.86,13996.69,15744.94
1976-09-15,12369.86,14080.67,15885.07
1976-09-16,12499.74,14374.95,16383.86
1976-09-17,12609.74,14629.39,16818.03
1976-09-20,12616.04,14642.56,16841.58
1976-09-21,12795.19,15058.41,17559.03
1976-09-22,12751.69,14954.5,17378.17
1976-09-23,12687.93,14803.46,17115.76
1976-09-24,12673.97,14770.89,17057.56
1976-09-27,12729.74,14900.88,17282.72
1976-09-28,12569.34,14525.38,16629.44
1976-09-29,12503.98,14374.31,16370.02
1976-09-30,12488.98,14338.38,16309.45
1976-10-01,12460.57,14145.28,15908.96
1976-10-04,12444.37,14107.09,15845.33
1976-10-05,12348.55,13889.84,15479.3
1976-10-06,12317.68,13820.39,15361.66
1976-10-07,12385.43,13973.79,15616.66
1976-10-08,12267.76,13709.69,15173.15
1976-10-11,12157.35,13464.29,14764.99
1976-10-12,12057.66,13244.82,14403.25
1976-10-13,12214.41,13589.18,14964.97
1976-10-14,12062.96,13250.81,14406.78
1976-10-15,12066.57,13258.76,14419.75
1976-10-18,12136.56,13413.89,14672.09
1976-10-19,12134.13,13408.52,14663.29
1976-10-20,12169.32,13484.95,14789.39
1976-10-21,12053.71,13227.39,14366.42
1976-10-22,11957.28,13014.43,14020.18
1976-10-25,11970.44,13043.06,14066.45
1976-10-26,12088.94,13301.31,14484.22
1976-10-27,12172.36,13486.2,14785.5
1976-10-28,12154.1,13447.09,14720.44
1976-10-29,12308.46,13788.65,15281.29
1976-11-01,12432.03,13942.81,15470.5
1976-11-03,12290.31,13623.52,14939.86
1976-11-04,12349.3,13754.31,15155.0
1976-11-05,12157.89,13326.55,14448.77
1976-11-08,12010.78,13004.05,13924.28
1976-11-09,11977.15,12931.23,13807.32
1976-11-10,11916.06,12798.03,13594.69
1976-11-11,12016.16,13013.04,13937.27
1976-11-12,11968.09,12908.94,13770.03
1976-11-15,12048.28,13080.63,14045.43
1976-11-16,12065.15,13117.25,14104.42
1976-11-17,12133.92,13266.79,14345.6
1976-11-18,12288.02,13603.76,14893.6
1976-11-19,12291.71,13611.93,14907.01
1976-11-22,12372.83,13790.24,15200.68
1976-11-23,12297.36,13620.62,14920.98
1976-11-24,12351.46,13740.48,15117.94
1976-11-26,12440.4,13939.72,15446.0
1976-11-29,12354.56,13747.35,15127.81
1976-11-30,12313.79,13656.62,14976.53
1976-12-01,12460.96,13861.17,15249.91
1976-12-02,12416.1,13761.37,15085.22
1976-12-03,12494.32,13933.39,15368.82
1976-12-06,12591.78,14150.75,15728.45
1976-12-07,12582.96,14130.94,15696.99
1976-12-08,12654.69,14292.03,15965.41
1976-12-09,12706.57,14410.65,16163.38
1976-12-10,12729.44,14462.53,16252.28
1976-12-13,12720.53,14443.73,16219.77
1976-12-14,12773.96,14565.06,16424.14
1976-12-15,12782.9,14583.99,16456.99
1976-12-16,12741.99,14489.2,16297.36
1976-12-17,12675.73,14339.96,16044.75
1976-12-20,12600.95,14172.18,15762.36
1976-12-21,12670.25,14328.07,16022.44
1976-12-22,12729.8,14462.76,16248.36
1976-12-23,12745.08,14498.92,16308.48
1976-12-27,12892.92,14836.74,16877.64
1976-12-28,12979.3,15035.55,17216.88
1976-12-29,12927.39,14913.76,17008.56
1976-12-30,12993.32,15065.88,17267.09
1976-12-31,13063.48,15230.1,17548.54
1977-01-03,13106.88,15198.26,17422.64
1977-01-04,12948.28,14828.95,16788.46
1977-01-05,12833.05,14564.99,16340.21
1977-01-06,12865.13,14637.82,16461.12
1977-01-07,12863.84,14634.89,16456.18
1977-01-10,12887.0,14687.57,16545.05
1977-01-11,12754.26,14386.48,16035.46
1977-01-12,12666.26,14187.95,15703.53
1977-01-13,12763.79,14407.86,16067.85
1977-01-14,12740.81,14355.99,15979.48
1977-01-17,12706.41,14278.47,15850.04
1977-01-18,12655.59,14165.67,15661.43
1977-01-19,12720.13,14311.57,15902.61
1977-01-20,12612.01,14069.71,15498.69
1977-01-21,12654.89,14165.38,15656.77
1977-01-24,12646.03,14145.55,15625.46
1977-01-25,12630.85,14113.02,15570.77
1977-01-26,12533.6,13897.09,15212.64
1977-01-27,12465.92,13748.39,14967.72
1977-01-28,12483.37,13786.88,15029.09
1977-01-31,12495.85,13814.46,15072.67
1977-02-01,12658.83,14053.6,15400.26
1977-02-02,12636.04,14004.41,15318.64
1977-02-03,12572.86,13864.37,15090.39
1977-02-04,12576.64,13872.69,15103.97
1977-02-07,12577.89,13875.46,15108.5
1977-02-08,12542.68,13796.37,14980.08
1977-02-09,12434.81,13560.46,14595.09
1977-02-10,12446.0,13584.86,14634.5
1977-02-11,12371.32,13423.2,14372.54
1977-02-14,12435.66,13562.81,14596.75
1977-02-15,12472.96,13644.18,14726.67
1977-02-16,12530.34,13768.34,14928.42
1977-02-17,12458.91,13611.39,14673.14
1977-02-18,12405.34,13495.69,14485.33
1977-02-22,12405.34,13495.69,14485.33
1977-02-23,12368.13,13414.71,14354.96
1977-02-24,12295.15,13256.42,14100.88
1977-02-25,12280.4,13224.61,14050.11
1977-02-28,12322.15,13314.53,14194.83
1977-03-01,12526.5,13639.9,14655.06
